t,meanR,meanG,meanB,brightness,litFrac,motion
60.00,0.38,1.41,2.55,1.27,0.0110,0.40
60.12,0.36,1.41,2.59,1.27,0.0110,0.45
60.25,0.44,1.56,2.79,1.41,0.0122,0.56
60.38,0.51,1.72,3.05,1.56,0.0134,0.64
60.50,0.44,1.56,2.82,1.42,0.0120,0.57
60.62,0.43,1.55,2.81,1.40,0.0125,0.46
60.75,0.42,1.52,2.78,1.37,0.0120,0.38
60.88,0.41,1.53,2.79,1.38,0.0122,0.39
61.00,0.36,1.44,2.69,1.30,0.0115,0.43
61.12,0.40,1.48,2.70,1.34,0.0115,0.45
61.25,0.41,1.45,2.59,1.31,0.0116,0.45
61.38,0.40,1.40,2.50,1.26,0.0106,0.46
61.50,0.38,1.36,2.43,1.23,0.0100,0.41
61.62,0.36,1.31,2.34,1.18,0.0099,0.37
61.75,0.35,1.34,2.44,1.21,0.0107,0.40
61.88,0.37,1.43,2.61,1.29,0.0112,0.44
62.00,0.37,1.44,2.65,1.30,0.0113,0.42
62.12,0.39,1.47,2.68,1.33,0.0114,0.43
62.25,0.39,1.48,2.69,1.34,0.0117,0.42
62.38,0.39,1.48,2.67,1.33,0.0119,0.38
62.50,0.38,1.44,2.58,1.29,0.0115,0.36
62.62,0.37,1.40,2.48,1.26,0.0107,0.37
62.75,0.43,1.45,2.53,1.31,0.0112,0.41
62.88,0.43,1.45,2.54,1.31,0.0114,0.42
63.00,0.44,1.47,2.59,1.33,0.0114,0.44
63.12,0.42,1.45,2.57,1.31,0.0113,0.47
63.25,0.41,1.43,2.54,1.29,0.0114,0.45
63.38,0.39,1.38,2.48,1.25,0.0108,0.41
63.50,0.36,1.35,2.45,1.22,0.0105,0.34
63.62,0.44,1.52,2.72,1.38,0.0121,0.51
63.75,0.49,1.60,2.83,1.45,0.0133,0.58
63.88,0.43,1.53,2.75,1.38,0.0123,0.54
64.00,0.44,1.54,2.78,1.39,0.0122,0.44
64.12,0.42,1.52,2.76,1.38,0.0119,0.40
64.25,0.43,1.51,2.73,1.37,0.0122,0.38
64.38,0.40,1.46,2.67,1.32,0.0114,0.44
64.50,0.40,1.47,2.68,1.33,0.0115,0.33
64.62,0.42,1.49,2.72,1.35,0.0115,0.37
64.75,0.42,1.51,2.76,1.37,0.0117,0.42
64.88,0.42,1.49,2.71,1.35,0.0114,0.44
65.00,0.39,1.45,2.65,1.32,0.0114,0.47
65.12,0.37,1.41,2.58,1.27,0.0113,0.43
65.25,0.36,1.40,2.57,1.27,0.0113,0.40
65.38,0.36,1.44,2.64,1.30,0.0114,0.38
65.50,0.37,1.46,2.68,1.31,0.0118,0.41
65.62,0.37,1.48,2.74,1.34,0.0121,0.44
65.75,0.38,1.49,2.77,1.35,0.0121,0.40
65.88,0.36,1.45,2.71,1.31,0.0117,0.41
66.00,0.36,1.44,2.67,1.30,0.0116,0.37
66.12,0.40,1.47,2.68,1.33,0.0116,0.35
66.25,0.40,1.47,2.70,1.33,0.0114,0.33
66.38,0.40,1.48,2.72,1.34,0.0117,0.35
66.50,0.39,1.48,2.73,1.34,0.0121,0.38
66.62,0.39,1.49,2.74,1.35,0.0120,0.44
66.75,0.36,1.46,2.68,1.31,0.0119,0.46
66.88,0.49,1.65,2.93,1.49,0.0133,0.64
67.00,0.39,1.42,2.56,1.28,0.0118,0.56
67.12,0.39,1.36,2.45,1.23,0.0108,0.42
67.25,0.32,1.14,2.03,1.03,0.0081,0.47
67.38,0.24,0.82,1.46,0.75,0.0048,0.44
67.50,0.15,0.48,0.88,0.44,0.0036,0.38
67.62,10.81,11.14,11.24,11.08,0.0651,10.64
67.75,10.25,10.88,11.25,10.78,0.0650,0.43
67.88,9.96,10.77,11.25,10.63,0.0648,0.53
68.00,9.02,9.93,10.57,9.78,0.0647,1.26
68.12,5.08,6.15,7.01,5.98,0.0590,3.96
68.25,1.22,2.30,3.31,2.14,0.0197,3.98
68.38,1.12,2.21,3.24,2.05,0.0182,0.73
68.50,1.05,2.15,3.16,1.99,0.0182,0.68
68.62,1.09,2.31,3.44,2.13,0.0199,0.79
68.75,1.09,2.30,3.43,2.12,0.0195,0.66
68.88,1.08,2.28,3.41,2.11,0.0193,0.76
69.00,1.07,2.29,3.42,2.11,0.0192,0.79
69.12,1.04,2.21,3.29,2.04,0.0184,0.78
69.25,1.01,2.08,3.08,1.93,0.0171,0.85
69.38,1.21,2.24,3.20,2.09,0.0185,0.91
69.50,1.24,2.33,3.33,2.17,0.0198,0.70
69.62,1.29,2.40,3.44,2.24,0.0200,0.80
69.75,1.31,2.46,3.51,2.29,0.0206,0.80
69.88,1.31,2.44,3.50,2.28,0.0203,0.80
70.00,1.19,2.30,3.35,2.14,0.0198,0.86
70.12,1.09,2.21,3.28,2.05,0.0184,0.78
70.25,1.06,2.25,3.41,2.08,0.0190,0.69
70.38,1.15,2.40,3.58,2.22,0.0204,0.74
70.50,1.11,2.26,3.35,2.10,0.0194,0.80
70.62,1.17,2.32,3.38,2.15,0.0194,0.85
70.75,1.28,2.44,3.48,2.27,0.0196,1.04
70.88,1.26,2.41,3.43,2.24,0.0205,1.18
71.00,1.13,2.17,3.06,2.01,0.0186,1.16
71.12,1.19,2.16,3.02,2.02,0.0188,1.01
71.25,1.21,2.20,3.06,2.05,0.0187,0.70
71.38,1.18,2.21,3.10,2.05,0.0183,0.82
71.50,1.21,2.26,3.15,2.10,0.0189,0.76
71.62,1.17,2.23,3.14,2.07,0.0184,0.87
71.75,1.09,2.15,3.08,2.00,0.0181,0.86
71.88,1.08,2.26,3.27,2.08,0.0197,0.82
72.00,1.08,2.26,3.30,2.09,0.0193,0.65
72.12,1.11,2.29,3.34,2.11,0.0196,0.60
72.25,1.10,2.28,3.36,2.11,0.0199,0.65
72.38,1.09,2.27,3.36,2.10,0.0194,0.70
72.50,1.09,2.25,3.31,2.08,0.0190,0.87
72.62,1.08,2.17,3.17,2.01,0.0180,0.90
72.75,1.28,2.34,3.29,2.18,0.0197,1.09
72.88,1.25,2.27,3.22,2.12,0.0191,0.75
73.00,1.22,2.26,3.21,2.11,0.0192,0.61
73.12,1.24,2.32,3.31,2.16,0.0197,0.73
73.25,1.24,2.33,3.33,2.17,0.0198,0.79
73.38,1.15,2.23,3.20,2.07,0.0190,0.92
73.50,1.05,2.10,3.10,1.95,0.0179,0.89
73.62,1.07,2.25,3.42,2.08,0.0196,0.81
73.75,1.11,2.37,3.61,2.19,0.0206,0.78
73.88,1.06,2.27,3.44,2.09,0.0193,0.70
74.00,1.08,2.30,3.49,2.13,0.0197,0.60
74.12,1.08,2.27,3.42,2.10,0.0198,0.75
74.25,1.07,2.20,3.22,2.04,0.0186,0.84
74.38,1.21,2.27,3.18,2.11,0.0192,1.03
74.50,1.21,2.26,3.15,2.10,0.0190,0.81
74.62,1.17,2.18,3.05,2.03,0.0184,0.77
74.75,1.17,2.15,3.04,2.01,0.0186,0.74
74.88,1.18,2.20,3.09,2.05,0.0190,0.70
75.00,1.15,2.20,3.17,2.05,0.0186,0.83
75.12,1.13,2.19,3.16,2.04,0.0183,0.88
75.25,1.12,2.29,3.37,2.12,0.0194,0.96
75.38,1.10,2.27,3.34,2.10,0.0195,0.75
75.50,1.08,2.25,3.29,2.08,0.0198,0.70
75.62,1.09,2.24,3.24,2.07,0.0189,0.60
75.75,1.10,2.24,3.20,2.06,0.0187,0.63
75.88,1.08,2.15,3.08,1.99,0.0177,0.74
76.00,1.05,2.07,2.99,1.92,0.0175,0.79
76.12,1.29,2.35,3.31,2.20,0.0195,1.04
76.25,1.29,2.34,3.29,2.19,0.0194,0.82
76.38,1.27,2.31,3.24,2.16,0.0192,0.77
76.50,1.24,2.26,3.19,2.11,0.0190,0.75
76.62,1.16,2.20,3.14,2.05,0.0187,0.70
76.75,1.06,2.15,3.14,1.99,0.0185,0.85
76.88,1.19,2.41,3.56,2.23,0.0205,1.04
77.00,1.11,2.28,3.39,2.11,0.0194,0.99
77.12,1.14,2.35,3.51,2.18,0.0205,0.89
77.25,1.08,2.27,3.41,2.10,0.0190,0.82
77.38,1.07,2.26,3.41,2.09,0.0189,0.64
77.50,1.05,2.22,3.32,2.05,0.0189,0.63
77.62,1.16,2.28,3.32,2.12,0.0187,0.82
77.75,1.20,2.33,3.37,2.16,0.0197,1.01
77.88,1.30,2.50,3.58,2.32,0.0211,0.93
78.00,1.21,2.37,3.44,2.20,0.0198,0.98
78.12,1.25,2.38,3.40,2.21,0.0204,0.89
78.25,1.14,2.21,3.20,2.06,0.0191,0.87
78.38,1.07,2.10,3.07,1.95,0.0173,0.75
78.50,0.98,2.06,3.08,1.90,0.0177,0.81
78.62,1.05,2.26,3.37,2.09,0.0193,0.89
78.75,1.11,2.34,3.46,2.16,0.0197,0.78
78.88,1.10,2.33,3.48,2.15,0.0201,0.82
79.00,1.09,2.30,3.42,2.12,0.0198,0.76
79.12,1.06,2.25,3.35,2.08,0.0191,0.70
79.25,1.05,2.17,3.22,2.01,0.0180,0.73
79.38,1.31,2.40,3.40,2.24,0.0199,0.91
79.50,1.31,2.40,3.42,2.24,0.0202,0.68
79.62,1.30,2.40,3.44,2.24,0.0206,0.78
79.75,1.28,2.41,3.48,2.25,0.0207,0.79
79.88,1.24,2.35,3.41,2.19,0.0199,0.81
80.00,1.10,2.19,3.20,2.03,0.0189,0.85
80.12,0.99,2.02,3.03,1.88,0.0170,0.78
80.25,0.98,2.18,3.35,2.01,0.0191,0.74
80.38,1.07,2.34,3.58,2.16,0.0203,0.86
80.50,1.05,2.27,3.48,2.10,0.0199,0.87
80.62,1.05,2.30,3.50,2.12,0.0194,0.82
80.75,1.05,2.27,3.46,2.10,0.0197,0.79
80.88,1.03,2.24,3.39,2.07,0.0192,0.77
81.00,1.01,2.13,3.20,1.97,0.0180,0.76
81.12,1.19,2.32,3.38,2.16,0.0204,0.73
81.25,1.18,2.31,3.37,2.15,0.0199,0.67
81.38,1.16,2.29,3.36,2.12,0.0195,0.70
81.50,1.19,2.33,3.40,2.16,0.0198,0.81
81.62,1.15,2.26,3.32,2.10,0.0191,0.86
81.75,1.04,2.15,3.20,1.99,0.0179,0.91
81.88,1.01,2.17,3.27,2.00,0.0182,0.88
82.00,0.97,2.12,3.22,1.96,0.0178,0.62
82.12,1.00,2.21,3.34,2.03,0.0189,0.72
82.25,1.04,2.25,3.38,2.07,0.0188,0.74
82.38,1.07,2.28,3.39,2.10,0.0190,0.81
82.50,1.05,2.22,3.31,2.05,0.0182,0.83
82.62,1.02,2.15,3.20,1.98,0.0180,0.79
82.75,1.24,2.37,3.45,2.21,0.0198,0.94
82.88,1.24,2.36,3.43,2.20,0.0196,0.59
83.00,1.26,2.38,3.43,2.21,0.0199,0.61
83.12,1.27,2.39,3.47,2.23,0.0200,0.71
83.25,1.23,2.38,3.47,2.21,0.0200,0.79
83.38,1.12,2.27,3.36,2.10,0.0193,0.89
83.50,1.01,2.12,3.16,1.96,0.0180,0.92
83.62,1.19,2.32,3.36,2.15,0.0185,1.06
83.75,1.11,2.24,3.27,2.07,0.0183,0.91
83.88,1.29,2.44,3.52,2.28,0.0206,0.99
84.00,1.16,2.32,3.39,2.15,0.0193,1.05
84.12,1.20,2.32,3.33,2.15,0.0197,1.03
84.25,1.08,2.16,3.12,2.00,0.0177,0.99
84.38,1.22,2.26,3.19,2.11,0.0186,0.97
84.50,1.16,2.22,3.15,2.06,0.0186,0.72
84.62,1.16,2.21,3.15,2.06,0.0183,0.59
84.75,1.18,2.25,3.18,2.09,0.0192,0.59
84.88,1.17,2.26,3.22,2.10,0.0194,0.69
85.00,1.12,2.21,3.20,2.05,0.0189,0.76
85.12,1.05,2.16,3.18,2.00,0.0180,0.87
85.25,1.06,2.27,3.35,2.09,0.0192,0.95
85.38,1.02,2.23,3.30,2.05,0.0188,0.77
85.50,0.99,2.15,3.20,1.98,0.0185,0.76
85.62,0.99,2.15,3.23,1.98,0.0183,0.59
85.75,1.00,2.21,3.30,2.03,0.0191,0.74
85.88,1.02,2.18,3.23,2.01,0.0180,0.85
86.00,1.03,2.14,3.15,1.98,0.0177,0.92
86.12,1.27,2.36,3.37,2.21,0.0197,1.04
86.25,1.26,2.32,3.28,2.16,0.0190,0.75
86.38,1.26,2.32,3.29,2.16,0.0190,0.65
86.50,1.27,2.34,3.31,2.18,0.0193,0.63
86.62,1.18,2.26,3.26,2.10,0.0189,0.70
86.75,1.05,2.17,3.24,2.01,0.0181,0.80
86.88,1.10,2.40,3.69,2.22,0.0204,0.98
87.00,0.99,2.23,3.48,2.06,0.0189,0.97
87.12,1.03,2.30,3.55,2.12,0.0200,0.82
87.25,0.99,2.16,3.30,1.99,0.0185,0.84
87.38,1.00,2.10,3.14,1.94,0.0183,0.66
87.50,0.98,2.12,3.14,1.95,0.0179,0.78
87.62,9.47,10.49,11.12,10.32,0.0641,8.45
87.75,9.64,10.60,11.18,10.44,0.0648,0.70
87.88,9.61,10.60,11.20,10.44,0.0647,0.59
88.00,9.57,10.58,11.22,10.41,0.0647,0.59
88.12,5.88,6.97,7.79,6.79,0.0608,3.76
88.25,1.99,3.06,4.01,2.90,0.0256,4.00
88.38,1.22,2.30,3.26,2.14,0.0189,1.25
88.50,1.06,2.14,3.11,1.98,0.0181,0.84
88.62,1.13,2.30,3.32,2.12,0.0194,0.97
88.75,1.08,2.25,3.25,2.07,0.0186,0.88
88.88,1.06,2.22,3.21,2.04,0.0187,0.79
89.00,1.02,2.16,3.11,1.99,0.0182,0.79
89.12,0.99,2.06,3.00,1.90,0.0172,0.74
89.25,0.97,2.03,2.99,1.88,0.0167,0.73
89.38,1.23,2.29,3.24,2.13,0.0190,1.00
89.50,1.28,2.35,3.32,2.19,0.0195,0.75
89.62,1.28,2.38,3.35,2.21,0.0197,0.81
89.75,1.27,2.37,3.35,2.21,0.0198,0.78
89.88,1.26,2.35,3.33,2.19,0.0200,0.69
90.00,1.17,2.25,3.24,2.09,0.0187,0.74
90.12,1.07,2.17,3.16,2.01,0.0175,0.68
90.25,1.05,2.22,3.35,2.05,0.0187,0.72
90.38,1.11,2.35,3.53,2.17,0.0196,0.83
90.50,1.07,2.27,3.43,2.10,0.0191,0.89
90.62,1.08,2.27,3.41,2.10,0.0191,0.87
90.75,1.04,2.22,3.36,2.05,0.0191,0.86
90.88,0.99,2.10,3.15,1.94,0.0170,0.78
91.00,0.94,2.00,3.01,1.85,0.0170,0.71
91.12,1.10,2.20,3.22,2.04,0.0185,0.88
91.25,1.15,2.25,3.28,2.09,0.0188,0.75
91.38,1.16,2.27,3.30,2.11,0.0194,0.81
91.50,1.18,2.28,3.31,2.12,0.0195,0.77
91.62,1.12,2.22,3.28,2.06,0.0188,0.73
91.75,1.06,2.17,3.23,2.01,0.0179,0.74
91.88,1.07,2.27,3.39,2.10,0.0190,0.69
92.00,1.08,2.29,3.42,2.12,0.0195,0.63
92.12,1.06,2.27,3.38,2.09,0.0192,0.71
92.25,1.06,2.29,3.42,2.11,0.0194,0.74
92.38,1.05,2.29,3.41,2.11,0.0194,0.81
92.50,1.04,2.22,3.33,2.05,0.0183,0.85
92.62,0.99,2.10,3.12,1.94,0.0173,0.83
92.75,1.21,2.26,3.23,2.11,0.0189,0.98
92.88,1.24,2.32,3.33,2.16,0.0197,0.68
93.00,1.26,2.36,3.38,2.20,0.0195,0.78
93.12,1.31,2.41,3.43,2.25,0.0202,0.82
93.25,1.27,2.37,3.40,2.21,0.0199,0.80
93.38,1.13,2.25,3.30,2.09,0.0194,0.89
93.50,1.02,2.13,3.19,1.97,0.0186,0.78
93.62,1.02,2.24,3.42,2.07,0.0192,0.70
93.75,1.09,2.35,3.57,2.17,0.0202,0.71
93.88,1.04,2.25,3.43,2.08,0.0189,0.76
94.00,1.04,2.27,3.47,2.09,0.0196,0.70
94.12,1.02,2.28,3.48,2.10,0.0198,0.83
94.25,1.00,2.21,3.36,2.04,0.0191,0.84
94.38,1.12,2.27,3.34,2.10,0.0197,1.00
94.50,1.06,2.11,3.12,1.96,0.0180,0.74
94.62,1.02,2.00,2.94,1.86,0.0165,0.60
94.75,0.95,1.85,2.71,1.72,0.0150,0.71
94.88,0.68,1.35,2.00,1.26,0.0109,0.75
95.00,0.32,0.70,1.12,0.65,0.0037,0.70
95.12,0.10,0.47,0.94,0.43,0.0040,0.40
95.25,0.19,0.80,1.49,0.72,0.0048,0.32
95.38,0.26,1.05,1.94,0.95,0.0074,0.34
95.50,0.33,1.28,2.36,1.16,0.0098,0.42
95.62,0.36,1.40,2.57,1.27,0.0110,0.41
95.75,0.37,1.45,2.67,1.31,0.0118,0.42
95.88,0.35,1.44,2.68,1.30,0.0117,0.38
96.00,0.36,1.43,2.67,1.29,0.0114,0.32
96.12,0.40,1.48,2.73,1.34,0.0117,0.36
96.25,0.41,1.49,2.75,1.35,0.0119,0.35
96.38,0.39,1.49,2.76,1.35,0.0118,0.39
96.50,0.40,1.49,2.77,1.35,0.0121,0.42
96.62,0.40,1.44,2.61,1.30,0.0115,0.42
96.75,0.36,1.36,2.48,1.23,0.0102,0.42
96.88,0.46,1.47,2.57,1.34,0.0111,0.49
97.00,0.36,1.39,2.54,1.26,0.0111,0.52
97.12,0.40,1.44,2.60,1.30,0.0113,0.48
97.25,0.38,1.39,2.52,1.26,0.0106,0.47
97.38,0.38,1.40,2.52,1.27,0.0102,0.43
97.50,0.38,1.39,2.49,1.26,0.0101,0.40
97.62,0.38,1.38,2.48,1.25,0.0102,0.37
97.75,0.41,1.41,2.51,1.28,0.0109,0.37
97.88,0.41,1.42,2.53,1.28,0.0114,0.32
98.00,0.41,1.44,2.58,1.30,0.0116,0.35
98.12,0.40,1.43,2.58,1.30,0.0113,0.37
98.25,0.41,1.46,2.64,1.32,0.0116,0.43
98.38,0.37,1.42,2.61,1.28,0.0115,0.46
98.50,0.34,1.38,2.54,1.24,0.0110,0.44
98.62,0.35,1.39,2.54,1.25,0.0106,0.42
98.75,0.35,1.39,2.54,1.25,0.0110,0.30
98.88,0.36,1.40,2.58,1.27,0.0112,0.39
99.00,0.38,1.44,2.67,1.31,0.0117,0.41
99.12,0.37,1.45,2.67,1.31,0.0118,0.44
99.25,0.37,1.43,2.61,1.29,0.0112,0.41
99.38,0.41,1.46,2.63,1.32,0.0113,0.41
99.50,0.41,1.44,2.61,1.31,0.0112,0.34
99.62,0.41,1.45,2.63,1.32,0.0112,0.32
99.75,0.41,1.48,2.68,1.34,0.0116,0.33
99.88,0.41,1.48,2.72,1.34,0.0117,0.35
100.00,0.39,1.50,2.76,1.36,0.0120,0.43
100.12,0.38,1.47,2.73,1.33,0.0117,0.45
100.25,0.38,1.45,2.68,1.31,0.0116,0.45
100.38,0.43,1.50,2.65,1.35,0.0122,0.51
100.50,0.37,1.36,2.40,1.22,0.0107,0.44
100.62,0.37,1.38,2.48,1.25,0.0106,0.42
100.75,0.38,1.39,2.50,1.26,0.0110,0.41
100.88,0.38,1.42,2.58,1.28,0.0110,0.44
101.00,0.38,1.40,2.55,1.27,0.0109,0.41
101.12,0.41,1.43,2.61,1.30,0.0110,0.45
101.25,0.41,1.44,2.64,1.30,0.0111,0.35
101.38,0.41,1.45,2.63,1.31,0.0112,0.30
101.50,0.41,1.44,2.61,1.31,0.0113,0.30
101.62,0.39,1.41,2.54,1.28,0.0108,0.35
101.75,0.38,1.38,2.47,1.25,0.0106,0.40
101.88,0.38,1.42,2.54,1.28,0.0104,0.48
102.00,0.39,1.42,2.52,1.28,0.0109,0.43
102.12,0.37,1.39,2.51,1.26,0.0106,0.42
102.25,0.35,1.36,2.44,1.22,0.0102,0.38
102.38,0.37,1.38,2.48,1.24,0.0104,0.36
102.50,0.38,1.39,2.52,1.26,0.0107,0.40
102.62,0.38,1.41,2.56,1.27,0.0106,0.43
102.75,0.44,1.49,2.66,1.35,0.0111,0.48
102.88,0.43,1.47,2.63,1.33,0.0113,0.41
103.00,0.43,1.46,2.63,1.33,0.0114,0.40
103.12,0.42,1.47,2.66,1.33,0.0116,0.35
103.25,0.41,1.46,2.66,1.32,0.0117,0.31
103.38,0.38,1.44,2.65,1.30,0.0115,0.34
103.50,0.37,1.42,2.63,1.28,0.0112,0.35
103.62,0.36,1.43,2.68,1.29,0.0112,0.40
103.75,0.41,1.50,2.76,1.36,0.0121,0.47
103.88,0.37,1.41,2.64,1.28,0.0111,0.48
104.00,0.35,1.39,2.58,1.25,0.0110,0.38
104.12,0.36,1.38,2.54,1.25,0.0110,0.30
104.25,0.36,1.41,2.58,1.27,0.0111,0.38
104.38,0.40,1.45,2.64,1.31,0.0114,0.45
104.50,0.42,1.50,2.72,1.35,0.0118,0.44
104.62,0.41,1.49,2.73,1.35,0.0119,0.41
104.75,0.41,1.49,2.71,1.34,0.0118,0.39
104.88,0.40,1.48,2.72,1.34,0.0118,0.34
105.00,0.39,1.45,2.68,1.31,0.0115,0.33
105.12,0.37,1.44,2.68,1.30,0.0114,0.35
105.25,0.37,1.47,2.73,1.33,0.0114,0.38
105.38,0.38,1.48,2.73,1.33,0.0116,0.39
105.50,0.38,1.50,2.78,1.35,0.0120,0.41
105.62,0.38,1.47,2.73,1.33,0.0119,0.44
105.75,0.36,1.43,2.65,1.29,0.0114,0.40
105.88,0.35,1.38,2.55,1.25,0.0110,0.37
106.00,0.36,1.39,2.58,1.26,0.0110,0.35
106.12,0.40,1.46,2.69,1.32,0.0115,0.44
106.25,0.41,1.47,2.70,1.33,0.0114,0.39
106.38,0.41,1.48,2.71,1.34,0.0112,0.40
106.50,0.41,1.48,2.70,1.34,0.0117,0.40
106.62,0.40,1.47,2.69,1.33,0.0116,0.37
106.75,0.37,1.43,2.64,1.29,0.0114,0.35
106.88,0.48,1.58,2.87,1.44,0.0124,0.46
107.00,0.37,1.45,2.69,1.31,0.0110,0.48
107.12,0.41,1.51,2.79,1.37,0.0118,0.45
107.25,0.38,1.49,2.76,1.34,0.0118,0.48
107.38,0.36,1.45,2.70,1.31,0.0118,0.43
107.50,0.35,1.41,2.64,1.28,0.0113,0.42
107.62,0.34,1.37,2.55,1.23,0.0105,0.37
107.75,0.37,1.41,2.58,1.27,0.0108,0.34
107.88,0.38,1.43,2.66,1.30,0.0109,0.38
108.00,0.39,1.45,2.70,1.31,0.0111,0.40
108.12,0.39,1.46,2.72,1.32,0.0113,0.41
108.25,0.38,1.45,2.69,1.31,0.0113,0.39
108.38,0.37,1.42,2.63,1.28,0.0112,0.37
108.50,0.35,1.39,2.59,1.25,0.0108,0.36
108.62,0.37,1.43,2.66,1.30,0.0110,0.34
108.75,0.36,1.45,2.69,1.31,0.0116,0.33
108.88,0.35,1.45,2.71,1.31,0.0115,0.38
109.00,0.36,1.47,2.76,1.33,0.0116,0.41
109.12,0.36,1.46,2.74,1.32,0.0113,0.43
109.25,0.35,1.42,2.67,1.28,0.0112,0.45
109.38,0.37,1.43,2.63,1.29,0.0110,0.44
109.50,0.37,1.38,2.54,1.25,0.0106,0.34
109.62,0.40,1.43,2.60,1.30,0.0114,0.36
109.75,0.41,1.42,2.54,1.28,0.0106,0.43
109.88,0.42,1.43,2.55,1.30,0.0104,0.43
110.00,0.41,1.47,2.64,1.33,0.0117,0.47
110.12,0.38,1.41,2.53,1.27,0.0111,0.42
110.25,0.37,1.38,2.49,1.25,0.0105,0.38
110.38,0.42,1.45,2.59,1.31,0.0109,0.40
110.50,0.37,1.37,2.47,1.24,0.0100,0.40
110.62,0.37,1.38,2.50,1.25,0.0099,0.34
110.75,0.38,1.38,2.50,1.25,0.0103,0.37
110.88,0.37,1.41,2.54,1.27,0.0109,0.44
111.00,0.38,1.42,2.56,1.28,0.0116,0.46
111.12,0.40,1.42,2.53,1.28,0.0113,0.45
111.25,0.39,1.38,2.46,1.25,0.0106,0.37
111.38,0.40,1.42,2.54,1.28,0.0111,0.35
111.50,0.40,1.43,2.60,1.30,0.0115,0.40
111.62,0.38,1.43,2.62,1.29,0.0116,0.43
111.75,0.38,1.44,2.65,1.30,0.0116,0.44
111.88,0.36,1.44,2.66,1.30,0.0114,0.44
112.00,0.36,1.43,2.63,1.29,0.0114,0.37
112.12,0.36,1.42,2.64,1.28,0.0111,0.33
112.25,0.35,1.41,2.61,1.27,0.0112,0.31
112.38,0.36,1.42,2.60,1.28,0.0111,0.33
112.50,0.36,1.41,2.57,1.27,0.0110,0.36
112.62,0.37,1.40,2.56,1.27,0.0109,0.41
112.75,0.41,1.45,2.64,1.32,0.0114,0.47
112.88,0.40,1.45,2.67,1.31,0.0116,0.43
113.00,0.38,1.43,2.62,1.29,0.0112,0.39
113.12,0.38,1.41,2.58,1.27,0.0108,0.31
113.25,0.39,1.43,2.62,1.30,0.0112,0.37
113.38,0.39,1.43,2.60,1.29,0.0115,0.44
113.50,0.39,1.41,2.51,1.27,0.0115,0.47
113.62,0.37,1.41,2.52,1.27,0.0108,0.44
113.75,0.43,1.47,2.61,1.33,0.0113,0.47
113.88,0.38,1.40,2.51,1.26,0.0110,0.44
114.00,0.38,1.38,2.51,1.25,0.0107,0.32
114.12,0.39,1.44,2.64,1.30,0.0118,0.36
114.25,0.37,1.43,2.62,1.29,0.0117,0.35
114.38,0.41,1.46,2.64,1.32,0.0115,0.42
114.50,0.40,1.45,2.64,1.31,0.0114,0.42
114.62,0.40,1.41,2.55,1.28,0.0111,0.43
114.75,0.39,1.37,2.45,1.24,0.0106,0.40
114.88,0.38,1.32,2.32,1.19,0.0098,0.38
115.00,0.39,1.34,2.36,1.21,0.0105,0.38
115.12,0.38,1.38,2.47,1.25,0.0108,0.43
115.25,0.37,1.41,2.55,1.27,0.0110,0.45
115.38,0.38,1.43,2.58,1.29,0.0109,0.42
115.50,0.38,1.43,2.59,1.29,0.0112,0.40
115.62,0.38,1.44,2.59,1.30,0.0115,0.36
115.75,0.38,1.43,2.58,1.29,0.0113,0.33
115.88,0.38,1.42,2.58,1.29,0.0114,0.32
116.00,0.37,1.41,2.56,1.27,0.0114,0.36
116.12,0.41,1.46,2.64,1.32,0.0117,0.42
116.25,0.42,1.49,2.69,1.35,0.0118,0.42
116.38,0.40,1.47,2.65,1.33,0.0118,0.45
116.50,0.41,1.46,2.64,1.32,0.0118,0.42
116.62,0.39,1.42,2.57,1.28,0.0116,0.39
116.75,0.37,1.39,2.55,1.26,0.0111,0.33
116.88,0.47,1.56,2.81,1.42,0.0124,0.54
117.00,0.37,1.44,2.68,1.30,0.0115,0.54
117.12,0.41,1.51,2.79,1.37,0.0120,0.46
117.25,0.37,1.43,2.66,1.30,0.0113,0.44
117.38,0.36,1.42,2.62,1.29,0.0108,0.35
117.50,0.36,1.41,2.60,1.27,0.0112,0.34
117.62,0.35,1.40,2.60,1.27,0.0110,0.31
117.75,0.39,1.46,2.69,1.32,0.0115,0.37
117.88,0.39,1.48,2.72,1.33,0.0114,0.36
118.00,0.40,1.49,2.74,1.35,0.0115,0.40
118.12,0.39,1.47,2.70,1.33,0.0113,0.44
118.25,0.39,1.45,2.67,1.31,0.0116,0.43
118.38,0.36,1.41,2.59,1.27,0.0112,0.41
118.50,0.33,1.36,2.50,1.22,0.0104,0.34
118.62,0.35,1.43,2.62,1.28,0.0110,0.39
118.75,0.36,1.45,2.68,1.31,0.0113,0.40
118.88,0.36,1.46,2.73,1.32,0.0113,0.44
119.00,0.37,1.48,2.76,1.33,0.0116,0.39
119.12,0.36,1.46,2.71,1.31,0.0113,0.39
119.25,0.36,1.44,2.66,1.30,0.0112,0.34
119.38,0.40,1.46,2.67,1.32,0.0115,0.35
119.50,0.40,1.46,2.68,1.32,0.0115,0.31
119.62,0.40,1.47,2.69,1.33,0.0118,0.34
119.75,0.40,1.47,2.69,1.33,0.0116,0.36
119.88,0.41,1.50,2.74,1.36,0.0118,0.41
120.00,0.39,1.46,2.70,1.33,0.0118,0.44
