t,meanR,meanG,meanB,brightness,litFrac,motion
261.93,11.63,87.74,196.66,79.42,0.9998,1.23
262.14,11.38,86.49,193.72,78.27,0.9864,1.57
262.35,10.97,85.48,191.70,77.31,0.9742,2.16
262.55,11.82,87.70,196.10,79.39,0.9984,2.70
262.76,11.22,86.90,195.31,78.64,0.9970,1.21
262.97,10.56,85.97,193.93,77.73,0.9949,1.23
263.18,6.76,82.84,193.42,74.65,0.9940,3.22
263.39,4.49,82.85,194.70,74.26,0.9955,1.63
263.60,7.26,83.57,194.03,75.32,0.9958,1.67
263.81,9.56,86.38,195.11,77.90,0.9984,3.34
264.01,9.82,87.71,197.65,79.09,1.0000,1.35
264.22,9.60,87.72,198.15,79.08,1.0000,0.64
264.43,9.33,86.65,197.30,78.20,1.0000,1.64
264.64,10.18,86.50,195.55,78.15,0.9972,1.45
264.85,9.91,85.43,193.32,77.17,0.9847,1.04
265.06,10.55,85.11,191.12,76.92,0.9785,0.99
265.26,11.91,79.68,173.00,72.01,0.8771,5.75
265.47,13.20,80.75,173.67,73.10,0.9207,5.60
265.68,11.06,87.81,195.95,79.30,1.0000,6.79
265.89,9.85,87.47,198.88,79.01,1.0000,1.58
266.10,9.06,86.71,198.30,78.26,1.0000,0.82
266.31,7.24,85.11,198.34,76.73,1.0000,1.94
266.52,11.06,73.37,154.78,66.00,0.9694,12.27
266.72,14.97,70.95,136.68,63.80,0.6828,8.54
266.93,18.35,75.23,143.18,68.04,0.9464,28.21
267.14,18.20,60.59,113.57,55.40,0.6285,14.82
267.35,17.74,58.64,111.16,53.74,0.5411,5.80
267.56,16.91,63.00,119.65,57.29,0.6613,6.22
267.77,16.93,74.42,144.95,67.29,0.9245,10.61
267.98,15.56,75.38,150.91,68.11,0.8700,12.24
268.18,15.45,80.48,163.68,72.66,0.9606,8.86
268.39,12.71,80.29,172.17,72.56,0.9361,5.86
268.60,13.18,80.49,172.69,72.84,0.9432,1.24
268.81,13.71,82.12,175.35,74.31,0.9626,2.05
269.02,13.70,82.26,174.76,74.37,0.9702,3.25
269.23,14.43,80.97,170.65,73.30,0.9451,7.34
269.44,14.64,79.99,167.92,72.45,0.8768,11.18
269.64,10.92,87.22,194.18,78.72,1.0000,9.18
269.85,6.97,85.08,198.24,76.64,1.0000,2.74
270.06,6.05,85.16,195.57,76.31,1.0000,2.60
270.27,14.56,81.98,157.73,73.11,0.9652,9.24
270.48,16.60,84.23,156.90,75.10,1.0000,12.88
270.69,16.82,90.92,170.49,80.91,1.0000,8.99
270.90,33.38,104.74,182.04,95.15,1.0000,14.26
271.10,39.76,110.49,187.20,101.00,1.0000,6.04
271.31,41.52,113.80,190.78,104.00,1.0000,3.97
271.52,39.32,109.06,183.55,99.61,1.0000,5.72
271.73,33.89,98.96,168.41,90.14,1.0000,12.50
271.94,32.07,91.87,157.78,83.91,1.0000,10.28
272.15,22.04,77.89,148.83,71.14,0.8925,14.26
272.36,19.67,70.77,141.49,65.01,0.7759,7.03
272.56,17.30,72.29,147.12,66.00,0.8131,3.90
272.77,16.92,78.25,160.64,71.16,0.9636,6.89
272.98,12.98,81.47,174.67,73.64,0.9792,5.89
273.19,6.75,80.19,181.80,71.91,0.9913,5.30
273.40,7.24,80.79,184.60,72.65,0.9961,1.24
273.61,10.15,82.70,184.47,74.62,0.9968,2.95
273.82,11.25,83.59,184.79,75.51,0.9967,1.29
274.02,11.12,83.05,183.59,75.02,0.9805,3.18
274.23,10.79,82.41,182.82,74.44,0.9578,2.09
274.44,10.43,85.05,190.98,76.83,0.9732,3.31
274.65,9.54,86.18,195.75,77.80,0.9999,2.03
274.86,8.84,86.13,196.47,77.67,0.9999,0.61
275.07,8.78,85.53,195.14,77.12,0.9907,1.02
275.27,9.42,84.80,191.83,76.50,0.9777,2.23
275.48,10.00,85.27,192.37,77.00,0.9942,1.85
275.69,10.20,86.87,196.39,78.48,0.9980,1.92
275.90,10.23,86.47,195.37,78.12,0.9968,0.97
276.11,10.28,86.21,194.76,77.90,0.9953,0.81
276.32,8.33,84.42,194.41,76.18,0.9951,2.06
276.53,4.55,82.64,194.20,74.10,0.9954,2.30
276.73,5.91,82.97,194.41,74.63,0.9976,0.90
276.94,9.58,87.11,196.14,78.50,0.9998,4.21
277.15,10.64,89.55,198.36,80.63,1.0000,2.15
277.36,10.26,89.04,197.99,80.16,1.0000,1.70
277.57,10.57,88.74,196.03,79.87,1.0000,1.18
277.78,11.77,88.92,193.88,80.09,0.9915,1.64
277.99,13.03,89.88,192.83,80.98,0.9872,1.42
278.19,13.95,88.86,188.18,80.11,0.9781,1.96
278.40,13.23,79.51,167.93,71.80,0.8539,9.55
278.61,13.70,84.42,180.41,76.31,0.9991,6.74
278.82,10.18,87.36,198.40,78.97,1.0000,3.44
279.03,10.10,87.36,198.61,78.97,1.0000,0.34
279.24,9.75,87.03,198.31,78.63,1.0000,0.40
279.45,10.93,88.22,198.75,79.77,1.0000,1.30
279.65,14.28,71.73,146.91,64.94,0.6428,16.50
279.86,19.62,88.94,170.97,80.12,0.9993,21.10
280.07,15.77,65.88,126.96,59.63,0.8640,20.59
280.28,14.34,55.00,107.47,50.15,0.5264,14.45
280.49,24.11,63.95,115.47,59.20,0.5769,10.69
280.70,24.06,72.21,131.25,66.24,0.7950,9.06
280.91,25.52,81.95,148.41,74.75,0.9648,12.82
281.11,23.08,81.66,156.25,74.59,0.8806,7.70
281.32,20.80,85.41,172.58,77.97,0.9646,7.56
281.53,20.78,85.14,173.34,77.82,0.9329,4.16
281.74,20.86,85.66,175.00,78.34,0.9506,1.02
281.95,20.73,86.77,176.78,79.23,0.9661,2.20
282.16,20.75,85.81,172.98,78.27,0.9608,4.22
282.37,22.19,85.41,168.12,77.94,0.9320,8.30
282.57,21.44,87.47,177.18,79.91,0.9124,9.45
282.78,18.31,92.86,197.67,84.58,1.0000,5.66
282.99,17.55,92.01,197.84,83.82,1.0000,0.69
283.20,21.36,90.80,183.88,82.75,0.9789,3.20
283.41,25.33,75.68,135.74,69.31,0.8282,16.71
283.62,24.93,75.56,136.45,69.19,0.7875,8.46
283.83,24.94,81.47,152.99,74.61,0.8821,11.53
284.03,25.34,84.08,161.40,77.17,0.8979,7.64
284.24,25.68,85.60,163.62,78.50,0.9168,2.21
284.45,28.28,86.97,159.60,79.73,0.9189,6.42
284.66,31.37,82.21,141.54,75.68,0.8423,10.31
284.87,35.53,78.17,124.60,72.45,0.8370,12.43
285.08,33.35,84.88,148.28,78.50,0.9188,15.03
285.29,31.41,82.00,147.37,75.97,0.8657,6.64
285.49,30.21,84.28,155.30,77.92,0.8926,3.85
285.70,29.45,85.77,158.80,79.07,0.9386,3.38
285.91,26.29,88.91,170.28,81.47,0.9883,5.45
286.12,14.15,85.51,180.45,77.20,0.9865,12.54
286.33,11.40,84.98,185.22,76.58,0.9941,2.71
286.54,6.30,81.18,184.24,72.70,0.9965,4.23
286.74,6.73,80.75,185.35,72.56,0.9967,0.96
286.95,10.32,82.99,185.10,74.91,0.9945,3.73
287.16,11.51,83.31,183.93,75.31,0.9809,3.66
287.37,11.02,83.76,185.71,75.66,0.9633,3.01
287.58,9.55,85.38,193.43,77.06,0.9970,2.96
287.79,9.46,86.50,196.37,78.05,0.9999,1.21
288.00,9.80,86.89,196.96,78.45,0.9999,0.57
288.20,9.70,85.77,194.39,77.44,0.9891,1.35
288.41,9.03,84.23,191.38,75.98,0.9669,2.63
288.62,9.50,85.59,193.96,77.23,0.9964,2.35
288.83,9.82,86.28,195.55,77.91,0.9974,1.47
289.04,10.07,85.88,194.28,77.59,0.9967,0.81
289.25,9.89,85.52,193.62,77.24,0.9944,0.44
289.46,10.42,86.15,194.45,77.87,0.9951,1.03
289.66,7.77,83.89,193.79,75.64,0.9949,2.29
289.87,5.16,83.70,195.26,75.05,0.9982,2.26
290.08,5.41,84.31,197.32,75.69,1.0000,1.69
290.29,9.52,87.98,199.65,79.36,1.0000,3.89
290.50,9.41,87.10,197.91,78.58,1.0000,1.47
290.71,9.36,86.06,195.61,77.66,0.9995,1.26
290.92,9.84,85.49,193.74,77.22,0.9867,0.95
291.12,9.87,84.85,191.72,76.63,0.9798,0.91
291.33,11.14,81.46,179.44,73.59,0.9244,4.21
291.54,12.87,78.94,170.33,71.49,0.8603,6.68
291.75,12.87,87.35,190.48,78.96,1.0000,8.09
291.96,9.85,87.17,198.57,78.77,1.0000,1.33
292.17,9.45,86.84,198.49,78.45,1.0000,0.50
292.38,9.58,87.07,198.88,78.67,1.0000,0.35
292.58,19.95,82.80,164.89,75.37,0.9998,4.08
292.79,17.60,72.59,138.67,65.67,0.6468,16.19
293.00,19.37,80.04,153.41,72.44,0.9729,25.23
293.21,18.26,62.49,116.95,57.02,0.6926,16.13
293.42,15.71,56.52,109.28,51.65,0.5481,10.51
293.63,14.20,57.83,113.56,52.58,0.6007,7.43
293.84,23.26,75.89,141.35,69.42,0.9077,17.71
294.04,23.35,80.51,151.43,73.48,0.8743,14.51
294.25,23.47,83.53,159.96,76.28,0.9537,7.93
294.46,20.62,85.17,172.96,77.78,0.9358,7.22
294.67,20.36,84.76,172.89,77.43,0.9341,1.68
294.88,20.04,85.53,175.02,78.07,0.9510,1.06
295.09,20.02,86.12,175.72,78.54,0.9685,2.49
295.30,20.73,84.43,170.13,77.08,0.9373,6.47
295.50,21.64,83.15,164.98,75.98,0.8791,10.29
295.71,21.91,90.63,186.14,82.91,0.9927,7.40
295.92,18.28,92.49,198.80,84.39,1.0000,3.02
296.13,19.24,93.36,198.62,85.20,1.0000,0.96
296.34,25.90,86.59,163.72,79.25,0.9434,7.67
296.55,24.33,73.68,134.36,67.57,0.7488,15.67
296.75,23.45,75.13,139.97,68.83,0.7928,10.52
296.96,23.21,74.27,140.00,68.16,0.7598,4.52
297.17,23.09,81.43,161.71,74.82,0.8603,14.41
297.38,23.00,81.21,159.78,74.51,0.8593,3.59
297.59,23.64,78.57,147.87,71.90,0.8444,7.74
297.80,25.38,73.24,131.49,67.27,0.7225,18.66
298.01,29.05,76.53,133.08,70.52,0.8146,9.26
298.21,25.54,75.72,144.55,70.02,0.8087,10.53
298.42,25.54,73.92,141.47,68.51,0.7836,5.05
298.63,24.08,77.33,150.44,71.29,0.8341,3.67
298.84,24.58,82.17,160.16,75.56,0.9584,5.37
299.05,22.51,86.47,174.04,79.19,0.9791,5.50
299.26,20.57,88.36,182.53,80.75,0.9901,2.47
299.47,18.61,87.86,185.86,80.22,0.9952,2.83
299.67,6.67,81.01,184.68,72.69,0.9971,7.87
299.88,6.65,81.30,185.42,72.95,0.9968,0.80
300.09,6.06,80.26,184.01,71.98,0.9830,2.93
300.30,5.80,79.93,183.37,71.64,0.9614,2.49
300.51,5.66,81.89,189.19,73.43,0.9669,3.22
300.72,4.26,83.06,195.17,74.40,0.9998,2.48
300.93,4.30,83.72,196.40,74.97,1.0000,0.72
301.13,4.23,83.13,195.40,74.46,0.9950,0.89
301.34,4.21,81.93,192.17,73.36,0.9790,1.97
301.55,4.68,82.12,191.73,73.57,0.9906,2.12
301.76,3.86,85.25,194.90,75.86,0.9995,2.53
301.97,4.71,88.48,195.44,78.39,0.9987,2.64
302.18,4.55,90.68,195.65,79.95,0.9985,2.21
302.39,13.40,100.27,196.36,88.74,1.0000,8.59
302.59,17.52,104.49,196.81,92.67,1.0000,3.97
302.80,24.51,109.76,197.32,97.96,1.0000,5.30
303.01,23.80,109.53,197.85,97.68,1.0000,1.09
303.22,23.29,109.27,197.79,97.38,1.0000,0.59
303.43,35.50,120.72,205.49,108.72,1.0000,11.73
303.64,166.49,182.21,206.83,180.64,1.0000,71.90
303.85,197.29,201.63,206.89,201.09,1.0000,20.48
304.05,197.61,198.06,197.61,197.93,1.0000,3.18
304.26,206.32,206.62,206.05,206.51,1.0000,8.44
304.47,128.52,128.70,128.39,128.64,1.0000,77.51
304.68,3.04,3.24,3.04,3.18,0.0000,125.41
304.89,2.84,3.04,2.84,2.98,0.0000,0.33
305.10,2.72,2.92,2.72,2.86,0.0000,0.29
305.31,3.14,3.39,3.13,3.32,0.0000,0.50
305.51,3.32,3.58,3.32,3.51,0.0000,0.32
305.72,3.99,4.28,3.98,4.20,0.0000,0.65
305.93,4.08,4.42,4.08,4.32,0.0000,0.41
306.14,4.27,4.60,4.26,4.50,0.0000,0.44
306.35,4.20,4.48,4.20,4.40,0.0000,0.46
306.56,3.10,3.33,3.10,3.26,0.0000,1.08
306.76,3.24,3.48,3.24,3.41,0.0000,0.32
306.97,2.85,3.01,2.85,2.96,0.0000,0.42
307.18,3.86,4.12,3.86,4.05,0.0000,1.03
307.39,3.14,3.36,3.14,3.30,0.0000,0.81
307.60,2.89,3.10,2.89,3.04,0.0000,0.31
307.81,3.20,3.43,3.20,3.36,0.0000,0.36
308.02,3.82,4.01,3.81,3.95,0.0000,0.61
308.22,0.00,0.00,0.00,0.00,0.0000,3.72
