t,meanR,meanG,meanB,brightness,litFrac,motion
0.00,0.00,0.00,0.00,0.00,0.0000,0.00
0.21,4.61,82.73,193.25,74.10,0.9981,73.80
0.42,4.04,83.39,196.15,74.66,0.9999,1.06
0.63,4.18,83.65,196.41,74.90,0.9999,0.47
0.83,5.26,83.67,194.97,75.04,0.9892,1.87
1.04,4.82,82.17,191.97,73.66,0.9715,2.49
1.25,5.40,83.72,194.75,75.09,0.9969,2.53
1.46,4.93,83.52,195.54,74.90,0.9974,1.09
1.67,4.87,82.94,194.21,74.38,0.9961,1.02
1.88,4.13,82.06,193.11,73.51,0.9938,0.96
2.09,4.62,82.67,193.78,74.10,0.9940,0.64
2.29,4.78,82.84,193.88,74.26,0.9945,0.73
2.50,4.24,83.06,194.57,74.35,0.9982,1.04
2.71,4.28,84.43,197.31,75.54,1.0000,1.27
2.92,4.07,84.87,198.05,75.86,1.0000,0.80
3.13,3.24,83.23,197.09,74.45,1.0000,1.43
3.34,4.24,83.33,196.12,74.66,0.9997,1.26
3.55,4.28,82.36,193.72,73.80,0.9868,1.04
3.75,4.45,82.08,192.22,73.53,0.9807,0.69
3.96,5.43,78.10,178.79,69.92,0.9180,4.36
4.17,6.50,75.67,170.68,67.82,0.8739,6.37
4.38,7.13,84.25,191.33,75.58,1.0000,7.82
4.59,4.10,84.04,198.67,75.32,1.0000,1.77
4.80,3.86,83.72,198.49,75.03,1.0000,0.47
5.00,3.34,83.31,198.27,74.61,1.0000,0.59
5.21,13.27,79.18,164.22,71.31,0.9999,3.65
5.42,11.71,68.51,137.12,61.39,0.6399,16.23
5.63,13.93,76.51,150.36,68.54,0.9660,25.90
5.84,13.28,58.78,114.61,53.14,0.6905,15.93
6.05,12.74,54.67,108.36,49.63,0.5218,8.51
6.26,11.80,57.19,113.49,51.61,0.5887,5.14
6.46,12.03,68.78,137.93,61.71,0.8985,10.89
6.67,10.83,72.00,147.48,64.44,0.8707,13.75
6.88,9.83,74.56,156.57,66.72,0.9513,7.82
7.09,7.59,76.87,170.50,68.91,0.9424,7.32
7.30,7.93,76.83,170.69,68.96,0.9319,1.55
7.51,8.21,78.36,173.44,70.31,0.9549,1.49
7.72,8.73,79.14,174.48,71.06,0.9728,3.04
7.92,9.20,77.79,170.08,69.87,0.9616,6.74
8.13,10.06,75.83,163.42,68.18,0.8670,11.19
8.34,8.56,82.29,184.59,74.00,0.9941,7.95
8.55,3.84,83.77,197.89,75.02,1.0000,3.35
8.76,4.42,84.28,197.33,75.46,1.0000,0.55
8.97,13.23,77.45,158.60,69.66,0.9244,9.07
9.18,12.17,64.18,127.20,57.67,0.7184,17.11
9.38,11.24,65.83,133.47,59.11,0.7621,12.24
9.59,10.71,64.96,134.64,58.46,0.7281,5.36
9.80,9.81,72.57,158.46,65.43,0.8472,14.31
10.01,9.75,72.70,156.43,65.37,0.8472,3.31
10.22,10.75,69.40,142.70,62.23,0.8183,8.06
10.43,12.84,62.52,122.39,56.28,0.6642,20.20
10.64,16.81,66.22,124.48,59.92,0.7705,10.10
10.84,13.55,67.14,140.40,61.04,0.7901,11.41
11.05,13.63,66.09,138.87,60.19,0.7754,5.03
11.26,12.42,69.77,148.49,63.26,0.8272,3.74
11.47,11.88,74.35,158.21,67.12,0.9612,5.18
11.68,8.95,78.49,173.10,70.54,0.9796,5.50
11.89,6.71,80.10,181.06,71.79,0.9899,2.66
12.10,6.55,80.93,185.04,72.64,0.9954,1.40
12.30,6.09,80.67,184.83,72.33,0.9966,0.70
12.51,6.15,80.69,185.12,72.39,0.9967,0.96
12.72,6.16,80.36,183.85,72.06,0.9821,2.59
12.93,5.95,79.99,183.22,71.71,0.9695,2.30
13.14,4.71,81.03,188.12,72.54,0.9654,2.84
13.35,4.70,83.54,195.52,74.86,0.9996,2.48
13.56,4.35,83.89,196.60,75.12,1.0000,0.51
13.76,4.56,83.57,195.95,74.88,0.9947,0.88
13.97,4.36,82.04,192.12,73.47,0.9795,1.92
14.18,4.33,81.77,191.90,73.26,0.9871,1.91
14.39,4.15,83.21,195.86,74.53,0.9969,1.91
14.60,4.86,83.38,195.16,74.76,0.9964,1.36
14.81,4.76,82.64,193.54,74.09,0.9944,0.90
15.02,4.32,82.26,193.37,73.71,0.9941,0.60
15.22,4.23,82.56,194.27,73.97,0.9955,0.54
15.43,5.26,82.78,194.14,74.34,0.9971,0.59
15.64,8.70,86.01,195.88,77.50,0.9990,3.61
15.85,8.41,86.97,197.98,78.28,1.0000,1.03
16.06,10.93,95.67,196.63,84.94,1.0000,7.86
16.27,7.97,85.77,197.12,77.27,1.0000,7.95
16.47,8.37,85.16,195.12,76.77,0.9941,1.05
16.68,7.96,84.23,193.28,75.89,0.9840,0.90
16.89,7.93,82.60,188.87,74.40,0.9716,1.73
17.10,10.71,76.88,168.26,69.41,0.8329,8.07
17.31,11.83,81.23,176.38,73.35,0.9602,5.20
17.52,8.82,86.85,198.37,78.31,1.0000,5.16
17.73,8.68,86.83,199.27,78.33,1.0000,0.61
17.93,8.77,86.93,199.39,78.43,1.0000,0.18
18.14,9.14,87.23,199.52,78.74,1.0000,0.59
18.35,12.03,71.50,150.68,64.58,0.6959,14.99
18.56,17.58,79.19,145.48,70.88,0.9905,12.27
18.77,13.84,67.81,132.94,61.03,0.9032,21.44
18.98,15.65,57.95,111.56,52.82,0.6153,13.15
19.19,16.18,58.28,112.23,53.23,0.5523,5.29
19.39,16.34,64.18,123.89,58.32,0.7374,7.41
19.60,15.72,76.62,150.64,69.01,0.9474,11.17
19.81,14.68,75.86,153.39,68.45,0.8708,11.75
20.02,13.17,80.76,170.06,72.84,0.9652,8.78
20.23,11.42,79.22,171.69,71.49,0.9327,5.40
20.44,11.41,79.40,172.76,71.69,0.9411,1.07
20.65,11.56,80.55,174.73,72.68,0.9578,2.24
20.85,12.67,81.14,173.56,73.25,0.9702,3.83
21.06,12.42,79.61,169.56,71.82,0.9226,7.67
21.27,12.92,79.95,171.00,72.28,0.8817,11.43
21.48,8.32,86.66,197.92,78.04,1.0000,8.45
21.69,4.66,84.14,198.32,75.49,1.0000,2.62
21.90,6.51,84.11,190.23,75.27,0.9999,1.98
22.11,13.82,70.04,138.14,63.00,0.8780,14.31
22.31,16.43,67.70,130.91,61.37,0.7407,15.00
22.52,16.02,72.10,143.95,65.37,0.8048,13.31
22.73,15.09,75.01,156.09,68.13,0.8248,8.25
22.94,15.10,75.73,158.70,68.83,0.8461,3.72
23.15,15.39,75.15,153.99,68.14,0.8386,5.02
23.36,18.07,71.17,136.58,64.60,0.7936,10.17
23.57,20.19,67.16,121.99,61.13,0.7250,16.14
23.77,21.22,71.75,135.91,65.64,0.8277,13.77
23.98,18.21,69.24,140.14,63.51,0.7703,8.37
24.19,18.21,72.45,148.58,66.42,0.8220,3.95
24.40,17.55,73.28,149.59,66.94,0.8355,2.43
24.61,16.82,79.40,164.22,72.22,0.9776,6.83
24.82,14.09,82.71,177.29,74.95,0.9801,4.63
25.02,12.64,83.85,183.21,75.89,0.9921,1.87
25.23,11.97,83.86,184.70,75.86,0.9963,0.87
25.44,11.94,83.95,184.92,75.93,0.9969,0.28
25.65,12.19,84.34,185.09,76.27,0.9963,1.06
25.86,11.99,83.10,182.51,75.16,0.9811,3.11
26.07,11.13,82.87,183.82,74.90,0.9568,2.42
26.28,10.83,85.52,191.72,77.31,0.9763,3.03
26.48,10.58,86.98,196.58,78.65,0.9999,1.71
26.69,9.65,86.51,196.58,78.11,1.0000,0.91
26.90,9.20,85.36,194.44,77.05,0.9891,1.34
27.11,10.15,85.16,192.18,76.94,0.9708,2.93
27.32,10.75,85.95,193.09,77.70,0.9957,2.01
27.53,10.57,86.86,196.00,78.52,0.9974,1.44
27.74,11.07,86.78,195.27,78.52,0.9967,1.06
27.94,11.12,86.60,194.81,78.37,0.9945,0.74
28.15,10.30,86.02,194.71,77.77,0.9951,1.54
28.36,5.74,82.87,194.16,74.51,0.9951,3.52
28.57,4.32,82.96,194.31,74.28,0.9979,0.96
28.78,5.85,84.36,196.67,75.78,1.0000,1.93
28.99,9.29,87.81,199.02,79.15,1.0000,3.46
29.20,8.94,86.72,198.09,78.22,1.0000,1.74
29.40,9.28,86.39,196.78,77.97,1.0000,0.91
29.61,8.91,85.04,194.02,76.72,0.9891,1.24
29.82,9.52,85.07,192.98,76.80,0.9829,0.94
30.03,10.04,82.58,184.87,74.54,0.9522,2.80
30.24,11.31,77.11,168.61,69.73,0.8316,7.24
30.45,12.50,85.20,184.86,76.94,1.0000,7.62
30.66,8.72,86.42,198.24,77.98,1.0000,1.95
30.86,9.38,87.10,198.88,78.65,1.0000,0.68
31.07,9.01,86.72,198.51,78.27,1.0000,0.43
31.28,14.40,89.26,191.33,80.71,1.0000,2.73
31.49,15.52,71.48,142.04,64.68,0.6457,20.60
31.70,17.65,83.30,164.04,75.17,0.9945,22.89
31.91,14.40,60.69,118.60,55.03,0.7593,20.39
32.12,13.30,54.97,108.10,49.95,0.5264,10.09
32.32,13.71,56.64,111.69,51.49,0.5762,4.20
32.53,15.09,67.45,132.17,60.99,0.8303,10.76
32.74,15.51,74.54,146.50,67.19,0.8794,15.10
32.95,14.23,76.64,156.10,69.11,0.9481,7.44
33.16,11.00,79.20,171.30,71.35,0.9476,7.58
33.37,11.46,79.27,171.81,71.54,0.9307,2.78
33.58,11.48,79.87,173.39,72.08,0.9480,1.01
33.78,11.18,80.91,175.67,72.93,0.9637,2.20
33.99,11.48,79.09,169.55,71.25,0.9437,5.84
34.20,12.36,77.05,161.60,69.40,0.8993,10.22
34.41,12.17,82.58,179.15,74.58,0.9338,7.65
34.62,8.13,86.48,198.33,77.90,1.0000,5.00
34.83,7.17,85.79,198.23,77.19,1.0000,1.33
35.03,10.79,80.61,171.01,72.29,0.9469,7.20
35.24,12.27,65.13,128.90,58.50,0.7649,18.48
35.45,12.28,65.42,130.91,58.85,0.7514,11.82
35.66,13.31,66.09,133.39,59.73,0.7231,6.79
35.87,11.77,73.70,157.94,66.62,0.8401,14.89
36.08,11.97,73.74,157.01,66.62,0.8400,1.34
36.29,13.32,72.45,148.01,65.34,0.8374,7.24
36.49,13.80,62.81,121.39,56.62,0.6652,20.76
36.70,15.88,64.18,119.99,57.94,0.7419,11.18
36.91,12.79,66.01,137.43,59.85,0.7766,12.99
37.12,15.36,66.84,138.97,61.10,0.7700,7.31
37.33,15.21,70.52,146.86,64.27,0.8130,3.80
37.54,14.92,74.87,155.06,67.92,0.9270,4.47
37.75,13.00,80.11,171.03,72.41,0.9793,6.27
37.95,11.51,82.95,181.35,74.87,0.9884,3.24
38.16,10.79,83.84,185.74,75.66,0.9943,1.55
38.37,9.52,82.66,184.99,74.50,0.9967,1.56
38.58,9.12,82.44,184.92,74.25,0.9966,0.64
38.79,8.89,82.37,184.95,74.15,0.9889,2.36
39.00,9.61,82.46,184.19,74.32,0.9704,2.98
39.21,8.78,82.94,187.14,74.69,0.9628,3.16
39.41,8.14,85.33,195.41,76.86,0.9998,2.63
39.62,7.40,85.36,196.14,76.78,1.0000,0.84
39.83,5.01,83.84,196.29,75.20,0.9998,2.71
40.04,4.46,82.49,193.78,73.94,0.9848,1.65
40.25,4.64,82.09,191.93,73.55,0.9740,2.10
40.46,4.26,83.14,195.30,74.47,0.9980,2.45
40.67,4.49,83.08,195.09,74.46,0.9967,1.03
40.87,4.40,82.40,193.48,73.84,0.9947,1.06
41.08,4.39,82.40,193.58,73.84,0.9936,0.45
41.29,4.45,82.85,194.73,74.26,0.9956,0.52
41.50,4.58,82.74,194.02,74.16,0.9951,0.44
41.71,4.70,83.77,195.45,75.02,0.9985,1.02
41.92,4.09,84.27,197.45,75.39,1.0000,1.28
42.13,7.54,86.90,198.58,78.09,1.0000,2.97
42.33,8.10,86.05,197.39,77.52,1.0000,1.38
42.54,7.99,85.10,195.24,76.66,0.9973,0.97
42.75,8.06,84.31,193.21,75.96,0.9849,1.00
42.96,8.16,83.59,190.74,75.29,0.9781,0.98
43.17,9.80,78.67,172.73,70.82,0.8750,5.73
43.38,11.28,79.59,173.39,71.84,0.9112,5.81
43.59,8.90,86.36,195.48,77.77,1.0000,7.15
43.79,6.76,84.93,197.51,76.44,1.0000,1.36
44.00,7.68,85.92,198.34,77.40,1.0000,1.03
44.21,7.75,86.02,198.35,77.49,1.0000,0.32
44.42,15.42,76.08,155.74,68.94,0.9691,9.75
44.63,17.38,73.33,138.01,66.11,0.6868,8.92
44.84,15.66,73.59,143.04,66.29,0.9490,27.71
45.05,14.36,58.77,114.01,53.32,0.6767,14.31
45.25,14.82,56.33,110.11,51.39,0.5478,7.52
45.46,15.77,61.88,119.55,56.24,0.6647,8.13
45.67,15.68,73.75,144.92,66.54,0.9191,11.07
45.88,15.49,75.73,151.96,68.42,0.8765,12.99
46.09,14.61,80.52,164.38,72.56,0.9641,8.87
46.30,11.97,79.97,172.56,72.20,0.9355,5.96
46.50,11.59,79.49,172.37,71.76,0.9379,1.48
46.71,12.01,80.91,174.99,73.06,0.9573,1.95
46.92,11.79,80.98,174.25,73.00,0.9663,3.17
47.13,11.70,78.89,168.64,71.08,0.9191,7.56
47.34,12.40,77.89,165.97,70.33,0.8711,11.10
47.55,10.31,86.78,193.78,78.25,1.0000,8.89
47.76,8.71,86.62,198.57,78.14,1.0000,1.07
47.96,9.16,86.24,195.62,77.75,1.0000,1.97
48.17,13.68,73.16,145.80,65.76,0.8891,13.81
48.38,12.40,64.06,127.17,57.64,0.7373,15.10
48.59,13.55,68.66,138.87,62.01,0.8005,13.85
48.80,14.22,73.80,154.01,66.92,0.8201,11.98
49.01,15.06,75.61,158.95,68.76,0.8448,5.32
49.22,14.99,75.59,155.91,68.51,0.8455,3.98
49.42,16.34,71.79,140.28,64.94,0.7997,8.95
49.63,18.50,67.69,127.78,61.57,0.7060,18.98
49.84,21.52,70.67,131.72,64.63,0.8010,10.57
50.05,17.55,68.68,139.68,62.93,0.7647,10.10
50.26,18.39,68.99,140.40,63.39,0.7697,3.72
50.47,16.90,72.09,147.17,65.77,0.8185,3.69
50.68,16.40,77.71,160.61,70.66,0.9657,6.38
50.88,13.93,81.80,174.92,74.09,0.9792,5.28
51.09,12.61,83.66,182.74,75.71,0.9913,2.36
51.30,12.01,83.96,185.00,75.96,0.9960,1.04
51.51,11.98,84.00,185.10,75.99,0.9966,0.47
51.72,12.14,84.47,185.72,76.40,0.9966,0.84
51.93,11.76,83.08,183.13,75.14,0.9810,3.08
52.14,11.25,82.75,183.38,74.81,0.9585,2.38
52.34,11.15,85.16,190.61,77.04,0.9719,3.15
52.55,10.02,86.41,195.78,78.07,0.9999,2.01
52.76,9.85,86.74,196.44,78.32,0.9999,0.67
52.97,9.57,86.01,195.31,77.65,0.9907,0.97
53.18,10.03,85.10,191.89,76.85,0.9782,2.08
53.39,10.46,85.46,192.39,77.24,0.9945,1.77
53.60,9.37,85.79,195.32,77.45,0.9969,1.63
53.80,8.93,84.91,193.76,76.61,0.9957,1.20
54.01,5.21,82.36,193.39,73.97,0.9937,4.24
54.22,4.53,82.47,193.50,73.92,0.9941,0.32
54.43,5.15,83.28,194.69,74.71,0.9959,0.85
54.64,5.38,83.76,195.29,75.15,0.9976,0.88
54.85,5.35,85.13,197.49,76.28,0.9999,1.28
55.05,5.65,86.18,199.52,77.25,1.0000,1.11
55.26,4.38,84.45,198.53,75.66,1.0000,1.67
55.47,4.14,83.18,196.72,74.57,1.0000,1.12
55.68,8.00,84.53,194.02,76.17,0.9893,3.91
55.89,9.38,85.21,193.65,76.92,0.9837,1.44
56.10,9.62,83.36,187.98,75.24,0.9687,2.20
56.31,11.21,76.59,167.65,69.26,0.8065,8.18
56.51,12.30,83.21,180.51,75.16,0.9980,6.93
56.72,8.53,86.37,198.51,77.92,1.0000,3.33
56.93,8.37,86.21,198.36,77.76,1.0000,0.43
57.14,8.14,85.98,198.11,77.53,1.0000,0.32
57.35,8.60,86.43,197.78,77.92,1.0000,0.54
57.56,13.01,70.74,146.50,63.94,0.6415,16.70
57.77,19.53,88.59,170.69,79.83,0.9998,21.21
57.97,17.21,66.64,127.77,60.55,0.8640,19.38
58.18,14.05,55.65,108.44,50.62,0.5566,13.63
58.39,13.47,56.33,110.62,51.14,0.5569,2.25
58.60,14.43,64.88,127.89,58.70,0.8060,9.37
58.81,16.39,75.59,145.65,68.06,0.9577,13.95
59.02,14.27,76.19,155.04,68.72,0.9010,8.19
59.23,12.40,80.38,171.47,72.50,0.9653,7.81
59.43,11.38,79.18,171.58,71.44,0.9302,4.33
59.64,11.32,79.78,173.29,71.98,0.9450,0.86
59.85,11.74,80.83,175.07,72.95,0.9605,2.42
60.06,11.25,79.58,171.14,71.67,0.9517,4.51
60.27,13.80,79.45,166.17,71.76,0.9362,8.63
60.48,12.24,81.21,174.95,73.31,0.8973,10.19
60.69,8.05,86.30,198.08,77.73,1.0000,6.45
60.89,4.19,84.06,198.13,75.31,1.0000,2.75
61.10,9.04,82.88,182.36,74.36,0.9772,4.13
61.31,12.66,65.04,127.79,58.43,0.7822,18.73
61.52,11.71,64.28,128.79,57.76,0.7236,9.67
61.73,10.88,69.73,145.96,62.73,0.8070,12.82
61.94,9.69,71.37,155.27,64.32,0.8285,8.26
62.15,13.73,74.87,158.21,67.89,0.8452,4.67
62.35,16.03,75.03,151.58,68.01,0.8457,6.63
62.56,18.01,69.27,131.18,62.84,0.7565,11.03
62.77,21.75,63.91,110.78,58.33,0.7072,14.00
62.98,19.68,70.60,137.48,64.61,0.8144,16.43
63.19,18.42,68.79,139.84,63.21,0.7722,6.88
63.40,18.25,72.95,149.37,66.84,0.8374,4.25
63.61,16.72,74.08,151.96,67.51,0.8775,2.73
63.81,14.80,78.84,165.85,71.51,0.9783,6.05
64.02,12.96,82.79,178.83,74.88,0.9805,4.28
64.23,12.37,83.95,184.00,75.96,0.9935,1.73
64.44,12.41,84.32,184.99,76.30,0.9966,0.79
64.65,12.51,84.55,185.70,76.54,0.9969,0.41
64.86,13.01,85.23,186.43,77.18,0.9949,1.67
65.06,12.57,84.52,185.38,76.50,0.9830,2.79
65.27,11.60,84.07,185.98,76.02,0.9631,3.06
65.48,10.26,85.95,193.92,77.65,0.9971,2.56
65.69,9.61,86.44,196.37,78.04,0.9999,1.20
65.90,10.10,87.05,197.11,78.64,1.0000,0.73
66.11,9.35,85.62,194.80,77.28,0.9885,1.81
66.32,4.79,82.20,192.11,73.68,0.9724,5.30
66.52,4.48,82.87,193.95,74.23,0.9956,2.65
66.73,4.57,83.21,195.34,74.59,0.9971,1.22
66.94,4.67,82.73,193.87,74.16,0.9958,0.72
67.15,6.83,82.93,193.27,74.72,0.9940,1.37
67.36,9.70,85.26,193.32,77.00,0.9942,2.68
67.57,9.91,85.50,193.54,77.23,0.9945,0.53
67.78,10.70,87.01,195.61,78.63,0.9982,1.38
67.98,10.20,87.85,197.80,79.28,1.0000,1.27
68.19,10.22,88.45,198.97,79.79,1.0000,0.81
68.40,9.92,87.37,198.14,78.90,1.0000,1.08
68.61,9.68,86.42,196.22,78.03,0.9999,1.08
68.82,8.92,84.94,193.68,76.63,0.9877,1.43
69.03,10.51,86.35,192.49,77.89,0.9838,1.97
69.24,11.90,83.73,180.52,75.45,0.9410,4.12
69.44,12.81,80.59,170.89,72.70,0.9026,6.29
69.65,13.29,88.84,190.28,80.10,1.0000,7.70
69.86,9.38,87.92,197.77,79.15,1.0000,1.91
70.07,7.39,86.36,197.32,77.58,1.0000,1.66
70.28,4.85,85.37,198.41,76.41,1.0000,3.02
70.49,16.08,81.88,165.76,73.95,0.9999,3.53
70.70,17.85,73.97,140.11,66.81,0.6589,19.56
70.90,20.03,81.75,154.37,73.87,0.9794,24.68
71.11,19.87,65.01,119.70,59.36,0.7558,15.34
71.32,19.53,61.17,113.13,56.07,0.5841,8.27
71.53,19.53,64.47,118.87,58.84,0.6885,5.78
71.74,19.48,74.98,141.68,68.00,0.9382,9.87
71.95,17.77,77.70,150.22,70.19,0.8863,12.77
72.16,17.21,80.83,159.66,73.00,0.9679,8.03
72.36,14.13,82.11,172.28,74.17,0.9428,6.92
72.57,13.90,81.62,172.06,73.75,0.9387,1.72
72.78,13.64,82.66,174.67,74.63,0.9659,1.40
72.99,13.40,83.17,176.06,75.05,0.9921,2.69
73.20,11.46,79.25,169.71,71.37,0.9648,8.49
73.41,8.80,75.05,162.61,67.29,0.8638,11.93
73.62,9.66,81.97,183.66,73.94,0.9916,8.18
73.82,7.90,85.74,197.34,77.25,1.0000,5.45
74.03,9.75,87.41,197.47,78.85,1.0000,1.63
74.24,17.38,80.23,159.96,72.62,0.9257,8.23
74.45,17.29,68.69,131.16,62.27,0.7840,15.77
74.66,16.52,70.20,137.26,63.63,0.7940,11.42
74.87,16.78,69.45,137.76,63.18,0.7494,4.62
75.08,15.84,76.59,160.30,69.72,0.8535,14.67
75.28,15.04,75.68,157.38,68.69,0.8469,3.79
75.49,15.75,72.77,144.90,65.86,0.8311,8.05
75.70,17.43,66.40,125.72,60.27,0.6872,19.40
75.91,21.98,70.52,128.13,64.36,0.7872,9.71
76.12,17.94,70.16,140.98,64.17,0.7889,11.54
76.33,18.50,68.92,139.37,63.29,0.7756,4.91
76.53,17.33,73.06,149.55,66.73,0.8426,4.56
76.74,13.55,74.60,158.15,67.65,0.9573,6.71
76.95,9.01,78.44,172.49,70.47,0.9785,6.29
77.16,10.61,82.91,182.00,74.69,0.9910,4.88
77.37,12.84,85.68,184.95,77.36,0.9955,3.30
77.58,12.48,85.46,184.44,77.09,0.9968,0.84
77.79,12.57,85.67,185.10,77.30,0.9969,0.93
77.99,12.79,85.52,184.18,77.18,0.9860,2.75
78.20,12.33,84.62,182.51,76.32,0.9767,2.06
78.41,11.90,86.65,188.66,78.12,0.9784,3.28
78.62,11.68,88.89,194.98,80.14,1.0000,2.33
78.83,10.98,88.87,195.73,80.03,1.0000,0.82
79.04,11.03,88.36,195.39,79.65,0.9946,1.00
79.25,10.76,87.08,192.31,78.45,0.9845,1.82
79.45,10.80,86.91,191.89,78.31,0.9932,1.74
79.66,9.86,87.54,195.44,78.82,0.9969,2.47
79.87,5.71,84.86,195.00,75.98,0.9965,4.03
80.08,5.20,82.14,193.46,73.82,0.9935,2.34
80.29,8.59,84.56,193.51,76.28,0.9938,2.86
80.50,9.69,85.78,194.84,77.48,0.9960,1.29
80.71,9.61,85.52,194.13,77.23,0.9967,0.67
80.91,9.66,86.68,195.93,78.19,0.9990,1.07
81.12,9.24,87.32,197.88,78.70,1.0000,1.01
81.33,12.00,93.28,197.54,83.53,1.0000,5.73
81.54,9.10,86.66,197.25,78.15,1.0000,5.41
81.75,8.67,85.11,194.36,76.74,0.9934,1.43
81.96,8.60,84.41,192.68,76.11,0.9837,0.66
82.17,10.02,84.08,189.43,75.94,0.9746,1.73
82.37,11.39,77.38,168.55,69.93,0.8370,7.39
82.58,12.11,81.26,176.40,73.43,0.9529,5.87
82.79,5.53,84.73,198.74,76.12,1.0000,7.77
83.00,5.32,86.33,198.92,77.23,1.0000,1.46
83.21,10.77,90.01,198.89,81.02,1.0000,3.81
83.42,10.94,89.84,198.63,80.92,1.0000,1.12
83.63,15.46,76.23,153.48,68.89,0.8736,12.39
83.83,25.64,86.15,149.14,77.84,0.9905,11.31
84.04,21.46,75.51,138.84,68.59,0.9361,19.09
84.25,20.81,63.84,115.80,58.44,0.7172,12.60
84.46,20.66,62.29,113.81,57.16,0.6194,3.90
84.67,19.45,68.03,126.33,61.92,0.8136,7.16
84.88,19.42,80.98,153.02,73.09,0.9754,11.54
85.08,18.02,80.03,155.92,72.33,0.9222,11.12
85.29,16.18,84.40,170.89,76.14,0.9756,8.09
85.50,14.60,83.14,172.57,75.03,0.9528,5.18
85.71,14.39,82.97,172.99,74.89,0.9554,1.01
85.92,14.94,84.67,175.94,76.43,0.9693,2.25
86.13,14.63,84.21,174.25,75.92,0.9725,3.77
86.34,14.51,82.65,169.79,74.46,0.9324,7.52
86.54,15.71,83.91,172.30,75.79,0.8897,11.22
86.75,9.77,88.70,197.11,79.74,1.0000,8.53
86.96,4.94,85.95,197.72,76.80,1.0000,3.71
87.17,17.91,91.50,191.67,83.09,1.0000,7.88
87.38,26.59,81.52,146.49,74.53,0.9181,14.51
87.59,25.69,75.73,135.24,69.39,0.8098,11.96
87.80,24.81,80.46,149.26,73.60,0.8817,12.05
88.00,24.32,82.63,159.23,75.76,0.8650,8.04
88.21,23.48,82.63,161.00,75.71,0.8672,3.66
88.42,24.66,83.17,158.16,76.14,0.8878,5.20
88.63,26.92,79.30,142.19,72.71,0.8720,9.61
88.84,29.21,76.36,130.52,70.25,0.8292,15.33
89.05,29.83,80.54,143.48,74.30,0.8911,12.50
89.26,27.55,77.44,145.81,71.77,0.8338,7.94
89.46,27.36,80.44,152.97,74.39,0.8731,3.78
89.67,26.50,81.89,155.42,75.42,0.9203,2.55
89.88,25.81,87.05,167.69,79.86,0.9901,5.93
90.09,22.28,89.98,179.18,82.02,0.9817,4.39
90.30,20.94,90.43,184.04,82.41,0.9930,1.69
90.51,20.83,90.63,185.91,82.67,0.9966,0.79
90.72,20.41,90.44,185.73,82.43,0.9970,0.40
90.92,20.79,90.75,186.53,82.79,0.9965,1.15
91.13,20.29,89.69,183.78,81.73,0.9837,2.65
91.34,20.08,89.56,184.51,81.64,0.9720,2.10
91.55,19.46,92.09,192.10,83.87,0.9797,2.81
91.76,18.27,92.63,195.62,84.26,0.9999,1.87
91.97,17.65,92.35,195.71,83.93,0.9999,0.66
92.18,18.43,92.49,194.57,84.12,0.9903,1.60
92.38,18.80,91.93,192.07,83.61,0.9934,2.25
92.59,19.64,92.63,193.13,84.37,0.9950,2.11
92.80,19.07,93.16,195.74,84.81,0.9975,1.21
93.01,19.36,92.93,194.80,84.64,0.9968,0.73
93.22,19.68,92.91,194.35,84.67,0.9949,0.47
93.43,19.43,92.69,194.13,84.44,0.9949,0.38
93.64,18.55,91.81,193.45,83.57,0.9951,0.94
93.84,18.48,92.14,193.96,83.83,0.9978,0.50
94.05,9.00,88.24,196.73,79.23,1.0000,10.24
94.26,9.25,89.09,198.42,80.01,1.0000,0.90
94.47,8.78,88.16,198.03,79.21,1.0000,1.10
94.68,17.68,92.53,195.86,84.08,1.0000,9.64
94.89,8.49,85.57,193.81,77.00,0.9920,7.83
95.09,5.29,84.15,192.76,75.23,0.9873,2.27
95.30,5.51,80.05,184.43,71.74,0.9518,3.85
95.51,5.96,74.11,168.18,66.41,0.8314,7.54
95.72,13.59,85.53,184.53,77.39,1.0000,11.48
95.93,11.04,87.90,198.84,79.57,1.0000,3.10
96.14,10.69,87.65,198.67,79.30,1.0000,0.49
96.35,10.46,87.47,198.44,79.11,1.0000,0.37
96.55,15.94,90.57,191.70,82.00,1.0000,2.92
96.76,16.85,72.19,142.40,65.49,0.6450,20.06
96.97,19.72,85.27,164.86,77.08,0.9910,22.40
97.18,19.67,66.43,123.97,60.65,0.7987,16.82
97.39,19.38,60.10,112.48,55.23,0.5632,9.49
97.60,19.10,61.16,114.94,56.10,0.5874,3.44
97.81,18.24,70.21,134.33,63.79,0.8563,9.09
98.01,18.41,76.34,147.87,69.19,0.8855,14.55
98.22,14.40,76.32,155.56,68.88,0.9433,8.54
98.43,8.25,77.00,170.52,69.14,0.9542,10.55
98.64,7.69,76.87,171.04,68.96,0.9348,2.54
98.85,11.79,79.70,173.54,72.04,0.9514,3.30
99.06,15.07,83.41,176.37,75.59,0.9680,5.13
99.27,15.65,82.18,171.48,74.48,0.9577,5.76
99.47,17.11,79.89,162.78,72.53,0.9025,9.70
99.68,16.40,85.12,180.00,77.36,0.9387,7.37
99.89,12.72,89.06,198.52,80.73,1.0000,4.56
100.10,12.42,88.68,198.07,80.36,1.0000,0.69
