t,meanR,meanG,meanB,brightness,litFrac,motion
250.62,2.08,2.87,3.59,2.76,0.0271,0.73
250.75,2.07,2.86,3.56,2.74,0.0275,0.74
250.88,2.05,2.83,3.52,2.72,0.0271,0.69
251.00,2.04,2.79,3.43,2.68,0.0270,0.67
251.12,2.21,2.94,3.59,2.83,0.0284,0.78
251.25,2.21,2.95,3.58,2.83,0.0285,0.57
251.38,2.22,2.93,3.56,2.82,0.0284,0.50
251.50,2.24,2.94,3.56,2.84,0.0285,0.56
251.62,2.19,2.90,3.50,2.80,0.0276,0.67
251.75,2.14,2.85,3.46,2.74,0.0270,0.73
251.88,2.12,2.96,3.66,2.83,0.0277,0.82
252.00,2.11,2.93,3.63,2.81,0.0276,0.72
252.12,2.10,2.92,3.58,2.79,0.0275,0.74
252.25,2.04,2.84,3.48,2.71,0.0269,0.64
252.38,2.08,2.88,3.54,2.76,0.0273,0.67
252.50,2.07,2.85,3.50,2.73,0.0273,0.72
252.62,2.07,2.82,3.47,2.71,0.0272,0.74
252.75,2.20,2.94,3.58,2.83,0.0286,0.83
252.88,2.19,2.92,3.57,2.81,0.0281,0.66
253.00,2.20,2.93,3.59,2.82,0.0284,0.59
253.12,2.21,2.94,3.58,2.83,0.0284,0.53
253.25,2.20,2.94,3.58,2.83,0.0284,0.55
253.38,2.14,2.89,3.51,2.78,0.0274,0.65
253.50,2.13,2.82,3.36,2.71,0.0273,0.73
253.62,2.15,2.92,3.55,2.80,0.0277,0.77
253.75,10.32,10.93,11.20,10.82,0.0809,8.10
253.88,10.33,10.93,11.20,10.82,0.0809,0.36
254.00,10.33,10.93,11.15,10.82,0.0808,0.31
254.12,10.31,10.92,11.14,10.80,0.0810,0.36
254.25,7.33,8.01,8.40,7.89,0.0755,3.02
254.38,3.73,4.42,4.86,4.31,0.0432,3.73
254.50,2.32,3.02,3.51,2.91,0.0289,1.74
254.62,2.25,2.95,3.43,2.84,0.0284,0.74
254.75,2.26,2.96,3.46,2.85,0.0287,0.65
254.88,2.23,2.92,3.43,2.81,0.0286,0.61
255.00,2.16,2.85,3.39,2.74,0.0273,0.59
255.12,2.09,2.78,3.32,2.67,0.0267,0.65
255.25,2.09,2.93,3.59,2.80,0.0284,0.71
255.38,2.09,2.92,3.59,2.79,0.0281,0.66
255.50,2.10,2.92,3.58,2.79,0.0282,0.69
255.62,2.08,2.90,3.56,2.77,0.0277,0.69
255.75,2.07,2.87,3.51,2.75,0.0270,0.71
255.88,2.05,2.79,3.37,2.68,0.0261,0.59
256.00,2.09,2.77,3.33,2.67,0.0263,0.75
256.12,2.26,2.94,3.48,2.83,0.0284,0.87
256.25,2.28,2.96,3.50,2.85,0.0285,0.73
256.38,2.27,2.94,3.45,2.83,0.0282,0.69
256.50,2.24,2.92,3.46,2.82,0.0279,0.66
256.62,2.20,2.90,3.51,2.80,0.0274,0.64
256.75,2.10,2.83,3.46,2.72,0.0264,0.64
256.88,2.24,3.05,3.77,2.93,0.0283,0.74
257.00,2.07,2.88,3.59,2.76,0.0273,0.73
257.12,2.18,2.98,3.65,2.86,0.0281,0.73
257.25,2.13,2.88,3.46,2.76,0.0272,0.78
257.38,2.08,2.81,3.37,2.70,0.0264,0.72
257.50,2.07,2.78,3.31,2.67,0.0259,0.71
257.62,2.03,2.73,3.24,2.61,0.0258,0.66
257.75,2.25,2.93,3.45,2.83,0.0288,0.85
257.88,2.25,2.94,3.49,2.83,0.0288,0.72
258.00,2.26,2.94,3.49,2.84,0.0283,0.69
258.12,2.29,2.96,3.50,2.85,0.0287,0.69
258.25,2.29,2.95,3.47,2.85,0.0284,0.67
258.38,2.23,2.89,3.40,2.78,0.0273,0.72
258.50,2.14,2.79,3.26,2.68,0.0267,0.64
258.62,2.18,2.94,3.47,2.82,0.0280,0.69
258.75,2.18,2.90,3.42,2.79,0.0278,0.64
258.88,2.16,2.91,3.42,2.79,0.0278,0.65
259.00,2.14,2.90,3.46,2.78,0.0276,0.69
259.12,2.10,2.86,3.43,2.74,0.0269,0.72
259.25,2.11,2.81,3.35,2.70,0.0268,0.77
259.38,2.21,2.89,3.41,2.78,0.0276,0.84
259.50,2.21,2.90,3.43,2.79,0.0278,0.55
259.62,2.20,2.90,3.45,2.79,0.0280,0.73
259.75,2.20,2.90,3.47,2.79,0.0285,0.69
259.88,2.19,2.92,3.52,2.80,0.0281,0.68
260.00,2.12,2.86,3.46,2.74,0.0277,0.74
260.12,1.99,2.72,3.34,2.61,0.0260,0.70
260.25,1.83,2.63,3.36,2.51,0.0246,0.66
260.38,1.77,2.53,3.23,2.42,0.0229,0.75
260.50,1.21,1.85,2.47,1.76,0.0140,0.81
260.62,0.67,1.16,1.65,1.09,0.0045,0.78
260.75,0.05,0.26,0.62,0.24,0.0032,0.81
260.88,11.13,11.61,12.06,11.54,0.0794,11.25
261.00,11.01,11.60,12.10,11.51,0.0799,0.30
261.12,11.01,11.65,12.18,11.55,0.0810,0.35
261.25,8.56,9.25,9.80,9.15,0.0783,2.64
261.38,4.63,5.34,5.95,5.23,0.0584,4.09
261.50,2.24,2.96,3.59,2.86,0.0289,2.50
261.62,2.20,2.91,3.53,2.80,0.0279,0.59
261.75,2.13,2.84,3.48,2.74,0.0270,0.60
261.88,2.11,2.95,3.67,2.83,0.0282,0.68
262.00,2.13,2.96,3.67,2.84,0.0280,0.62
262.12,2.16,2.96,3.65,2.84,0.0282,0.70
262.25,2.16,2.95,3.62,2.83,0.0282,0.72
262.38,2.18,2.96,3.63,2.84,0.0287,0.77
262.50,2.12,2.87,3.51,2.75,0.0270,0.74
262.62,2.15,2.84,3.46,2.74,0.0269,0.63
262.75,2.30,2.98,3.58,2.88,0.0289,0.88
262.88,2.29,2.96,3.56,2.86,0.0291,0.73
263.00,2.28,2.97,3.57,2.87,0.0292,0.68
263.12,2.24,2.95,3.56,2.84,0.0288,0.68
263.25,2.20,2.90,3.53,2.80,0.0283,0.63
263.38,2.14,2.85,3.47,2.74,0.0270,0.63
263.50,2.08,2.79,3.42,2.68,0.0271,0.58
263.62,2.09,2.88,3.58,2.76,0.0276,0.58
263.75,2.20,2.97,3.67,2.86,0.0282,0.71
263.88,10.25,10.86,11.25,10.76,0.0807,7.95
264.00,10.24,10.86,11.24,10.76,0.0806,0.29
264.12,10.28,10.88,11.25,10.78,0.0807,0.29
264.25,8.11,8.77,9.18,8.66,0.0773,2.25
264.38,4.46,5.11,5.68,5.01,0.0561,3.74
264.50,2.36,3.05,3.66,2.95,0.0294,2.36
264.62,2.30,2.99,3.60,2.89,0.0291,0.78
264.75,2.34,3.04,3.64,2.93,0.0295,0.77
264.88,2.26,2.95,3.54,2.84,0.0282,0.74
265.00,2.21,2.90,3.51,2.80,0.0283,0.71
265.12,2.13,2.83,3.42,2.72,0.0269,0.66
265.25,2.14,2.95,3.62,2.82,0.0280,0.66
265.38,2.12,2.92,3.59,2.80,0.0276,0.56
265.50,2.12,2.92,3.57,2.80,0.0279,0.58
265.62,2.13,2.95,3.63,2.82,0.0281,0.67
265.75,2.12,2.94,3.66,2.82,0.0281,0.65
265.88,2.09,2.85,3.54,2.74,0.0272,0.73
266.00,2.08,2.79,3.43,2.69,0.0265,0.75
266.12,2.20,2.92,3.54,2.81,0.0277,0.82
266.25,2.23,2.94,3.57,2.83,0.0282,0.60
266.38,2.23,2.94,3.59,2.84,0.0288,0.67
266.50,2.26,2.93,3.47,2.83,0.0286,0.71
266.62,2.22,2.86,3.35,2.76,0.0267,0.77
266.75,2.19,2.81,3.26,2.71,0.0265,0.75
266.88,2.33,3.07,3.68,2.96,0.0291,0.87
267.00,2.17,2.87,3.44,2.76,0.0277,0.77
267.12,2.22,2.91,3.45,2.80,0.0273,0.65
267.25,2.13,2.80,3.32,2.69,0.0266,0.70
267.38,2.16,2.83,3.35,2.72,0.0267,0.62
267.50,2.10,2.77,3.29,2.66,0.0260,0.67
267.62,2.10,2.78,3.28,2.67,0.0269,0.73
267.75,2.28,2.92,3.39,2.81,0.0283,0.88
267.88,2.27,2.91,3.39,2.81,0.0281,0.71
268.00,2.23,2.88,3.39,2.78,0.0280,0.55
268.12,2.25,2.91,3.44,2.81,0.0282,0.69
268.25,2.24,2.92,3.47,2.81,0.0283,0.73
268.38,2.16,2.85,3.42,2.74,0.0273,0.76
268.50,2.09,2.77,3.33,2.67,0.0269,0.71
268.62,2.12,2.92,3.59,2.80,0.0282,0.73
268.75,2.11,2.91,3.56,2.79,0.0278,0.59
268.88,2.13,2.90,3.54,2.78,0.0275,0.58
269.00,2.16,2.93,3.55,2.81,0.0281,0.57
269.12,2.14,2.88,3.48,2.77,0.0271,0.61
269.25,2.14,2.82,3.37,2.71,0.0266,0.72
269.38,2.30,2.94,3.45,2.84,0.0281,0.86
269.50,2.30,2.95,3.49,2.85,0.0286,0.72
269.62,2.28,2.95,3.52,2.85,0.0287,0.72
269.75,2.17,2.87,3.49,2.77,0.0274,0.66
269.88,2.22,2.93,3.57,2.83,0.0284,0.66
270.00,2.16,2.89,3.53,2.78,0.0278,0.76
270.12,2.10,2.82,3.44,2.71,0.0267,0.78
270.25,2.07,2.83,3.44,2.71,0.0267,0.72
270.38,2.24,2.98,3.54,2.86,0.0284,0.79
270.50,2.12,2.86,3.43,2.74,0.0278,0.75
270.62,2.14,2.88,3.47,2.77,0.0274,0.58
270.75,2.11,2.87,3.48,2.75,0.0272,0.54
270.88,2.16,2.93,3.50,2.81,0.0272,0.66
271.00,2.30,3.08,3.64,2.95,0.0285,0.82
271.12,2.40,3.22,3.83,3.09,0.0293,1.04
271.25,2.44,3.13,3.63,3.02,0.0293,0.90
271.38,2.38,3.07,3.58,2.96,0.0289,0.81
271.50,2.36,3.03,3.52,2.92,0.0283,0.75
271.62,2.31,2.95,3.44,2.85,0.0279,0.65
271.75,2.25,2.88,3.35,2.78,0.0273,0.82
271.88,2.26,3.01,3.54,2.89,0.0291,0.82
272.00,2.21,2.96,3.50,2.84,0.0279,0.74
272.12,2.11,2.87,3.42,2.75,0.0276,0.71
272.25,2.13,2.87,3.44,2.76,0.0275,0.62
272.38,2.14,2.88,3.45,2.77,0.0274,0.55
272.50,2.11,2.81,3.36,2.70,0.0263,0.58
272.62,2.09,2.75,3.28,2.65,0.0260,0.60
272.75,2.27,2.92,3.43,2.82,0.0284,0.77
272.88,2.25,2.91,3.46,2.81,0.0282,0.67
273.00,2.23,2.92,3.48,2.81,0.0285,0.66
273.12,2.21,2.90,3.50,2.80,0.0284,0.70
273.25,2.20,2.88,3.49,2.78,0.0280,0.72
273.38,2.12,2.80,3.40,2.70,0.0273,0.65
273.50,2.10,2.77,3.37,2.67,0.0272,0.72
273.62,2.08,2.86,3.56,2.74,0.0272,0.80
273.75,2.21,2.98,3.69,2.87,0.0279,0.83
273.88,2.11,2.88,3.57,2.77,0.0274,0.81
274.00,2.10,2.86,3.53,2.74,0.0277,0.65
274.12,2.10,2.85,3.52,2.74,0.0272,0.62
274.25,2.05,2.79,3.43,2.68,0.0267,0.56
274.38,2.22,2.91,3.51,2.80,0.0280,0.69
274.50,2.21,2.91,3.51,2.80,0.0286,0.59
274.62,2.21,2.91,3.53,2.81,0.0281,0.64
274.75,2.21,2.93,3.57,2.82,0.0284,0.65
274.88,2.20,2.92,3.56,2.82,0.0284,0.69
275.00,2.16,2.88,3.51,2.77,0.0277,0.76
275.12,2.03,2.74,3.36,2.64,0.0255,0.73
275.25,2.07,2.91,3.62,2.78,0.0282,0.70
275.38,2.09,2.91,3.63,2.79,0.0280,0.72
275.50,2.09,2.91,3.60,2.78,0.0280,0.70
275.62,2.13,2.92,3.61,2.80,0.0279,0.69
275.75,2.12,2.91,3.58,2.79,0.0274,0.68
275.88,2.11,2.83,3.47,2.73,0.0270,0.66
276.00,2.10,2.78,3.39,2.68,0.0271,0.63
276.12,2.24,2.92,3.51,2.82,0.0282,0.71
276.25,2.23,2.91,3.51,2.81,0.0283,0.57
276.38,2.22,2.92,3.52,2.81,0.0286,0.60
276.50,2.21,2.91,3.53,2.81,0.0284,0.69
276.62,2.15,2.86,3.49,2.76,0.0279,0.73
276.75,2.07,2.79,3.43,2.68,0.0267,0.78
276.88,2.50,3.29,4.00,3.17,0.0316,1.18
277.00,2.18,2.98,3.69,2.87,0.0281,0.85
277.12,2.50,3.31,4.04,3.19,0.0320,1.05
277.25,2.09,2.89,3.61,2.77,0.0273,1.12
277.38,2.10,2.91,3.64,2.79,0.0275,0.77
277.50,2.04,2.83,3.53,2.71,0.0266,0.72
277.62,2.04,2.82,3.49,2.70,0.0269,0.66
277.75,2.21,2.94,3.57,2.83,0.0285,0.75
277.88,2.22,2.94,3.55,2.83,0.0287,0.53
278.00,2.24,2.95,3.55,2.84,0.0288,0.54
278.12,2.23,2.93,3.52,2.82,0.0286,0.58
278.25,2.24,2.92,3.50,2.82,0.0286,0.69
278.38,2.16,2.83,3.39,2.73,0.0265,0.79
278.50,2.09,2.78,3.34,2.67,0.0265,0.82
278.62,2.12,2.93,3.61,2.81,0.0278,0.86
278.75,2.01,2.86,3.57,2.73,0.0266,0.68
278.88,2.04,2.89,3.63,2.76,0.0276,0.64
279.00,2.07,2.91,3.66,2.78,0.0281,0.71
279.12,2.03,2.86,3.58,2.73,0.0267,0.70
279.25,2.04,2.81,3.50,2.69,0.0268,0.72
279.38,2.20,2.94,3.60,2.83,0.0284,0.80
279.50,2.21,2.94,3.56,2.83,0.0288,0.60
279.62,2.22,2.89,3.41,2.79,0.0275,0.59
279.75,2.23,2.89,3.37,2.78,0.0277,0.53
279.88,2.22,2.93,3.47,2.82,0.0287,0.63
280.00,2.16,2.84,3.33,2.73,0.0277,0.70
280.12,2.10,2.73,3.19,2.63,0.0260,0.80
280.25,2.07,2.78,3.32,2.67,0.0256,0.77
280.38,2.21,2.90,3.44,2.79,0.0268,0.88
280.50,2.08,2.78,3.33,2.67,0.0264,0.86
280.62,2.13,2.83,3.38,2.72,0.0265,0.61
280.75,2.12,2.84,3.41,2.73,0.0272,0.76
280.88,10.27,10.84,11.09,10.74,0.0808,8.07
281.00,10.45,10.95,11.12,10.85,0.0810,0.44
281.12,10.39,10.93,11.12,10.83,0.0809,0.29
281.25,8.86,9.48,9.78,9.37,0.0788,1.62
281.38,5.22,5.87,6.36,5.77,0.0633,3.69
281.50,2.24,2.94,3.50,2.83,0.0284,3.00
281.62,2.25,2.96,3.54,2.85,0.0291,0.67
281.75,2.12,2.83,3.41,2.72,0.0270,0.74
281.88,2.09,2.94,3.62,2.81,0.0281,0.77
282.00,2.07,2.90,3.57,2.77,0.0273,0.71
282.12,2.08,2.90,3.55,2.77,0.0279,0.72
282.25,2.09,2.90,3.54,2.77,0.0279,0.72
282.38,2.04,2.84,3.45,2.71,0.0272,0.63
282.50,2.09,2.83,3.43,2.71,0.0264,0.73
282.62,2.10,2.80,3.40,2.70,0.0264,0.79
282.75,2.26,2.98,3.59,2.87,0.0288,0.88
282.88,2.25,2.95,3.57,2.85,0.0282,0.70
283.00,2.24,2.96,3.58,2.85,0.0285,0.62
283.12,2.24,2.95,3.56,2.84,0.0284,0.60
283.25,2.20,2.89,3.44,2.78,0.0280,0.58
283.38,2.14,2.80,3.29,2.69,0.0272,0.67
283.50,2.06,2.71,3.19,2.60,0.0259,0.65
283.62,2.08,2.81,3.36,2.70,0.0264,0.69
283.75,2.20,2.94,3.53,2.82,0.0276,0.79
283.88,2.09,2.82,3.39,2.71,0.0267,0.80
284.00,2.09,2.85,3.49,2.73,0.0268,0.72
284.12,2.02,2.75,3.39,2.64,0.0258,0.65
284.25,2.05,2.79,3.38,2.68,0.0267,0.62
284.38,2.25,2.94,3.49,2.83,0.0287,0.85
284.50,2.25,2.93,3.44,2.82,0.0283,0.70
284.62,2.29,2.94,3.41,2.84,0.0283,0.72
284.75,2.31,2.94,3.38,2.84,0.0287,0.68
284.88,2.31,2.92,3.33,2.82,0.0285,0.68
285.00,2.26,2.89,3.35,2.79,0.0278,0.67
285.12,2.16,2.80,3.28,2.70,0.0264,0.62
285.25,2.19,2.95,3.52,2.83,0.0280,0.71
285.38,2.18,2.94,3.50,2.82,0.0282,0.64
285.50,2.14,2.91,3.50,2.79,0.0274,0.68
285.62,2.14,2.92,3.52,2.80,0.0282,0.70
285.75,2.11,2.90,3.50,2.77,0.0275,0.70
285.88,2.10,2.84,3.43,2.72,0.0270,0.76
286.00,2.00,2.73,3.30,2.61,0.0259,0.61
286.12,2.20,2.92,3.53,2.81,0.0280,0.84
286.25,2.20,2.93,3.55,2.82,0.0286,0.70
286.38,2.20,2.95,3.58,2.83,0.0288,0.67
286.50,2.18,2.92,3.56,2.81,0.0286,0.68
286.62,2.11,2.86,3.49,2.75,0.0277,0.65
286.75,1.92,2.63,3.27,2.53,0.0251,0.72
286.88,1.86,2.63,3.33,2.52,0.0241,0.79
287.00,1.31,1.99,2.63,1.89,0.0158,0.83
287.12,0.84,1.36,1.88,1.29,0.0063,0.83
287.25,0.19,0.49,0.89,0.46,0.0035,0.84
287.38,0.72,1.19,1.71,1.12,0.0067,0.77
287.50,1.23,1.87,2.54,1.78,0.0143,0.77
287.62,1.33,2.02,2.74,1.92,0.0160,0.66
287.75,1.44,2.15,2.90,2.06,0.0173,0.71
287.88,1.59,2.32,3.08,2.22,0.0198,0.71
288.00,1.60,2.33,3.11,2.23,0.0205,0.65
288.12,1.58,2.31,3.08,2.21,0.0199,0.60
288.25,1.55,2.29,3.07,2.19,0.0201,0.60
288.38,1.55,2.29,3.05,2.19,0.0201,0.58
288.50,1.56,2.31,3.08,2.20,0.0203,0.61
288.62,1.54,2.29,3.08,2.19,0.0202,0.67
288.75,1.54,2.28,3.07,2.18,0.0204,0.68
288.88,1.54,2.29,3.09,2.19,0.0204,0.70
289.00,1.52,2.27,3.04,2.17,0.0198,0.71
289.12,1.52,2.26,3.03,2.16,0.0198,0.56
289.25,1.55,2.30,3.08,2.20,0.0199,0.71
289.38,1.55,2.29,3.07,2.19,0.0200,0.71
289.50,1.54,2.30,3.08,2.20,0.0199,0.72
289.62,1.53,2.28,3.05,2.17,0.0200,0.66
289.75,1.53,2.29,3.08,2.18,0.0200,0.64
289.88,1.53,2.29,3.09,2.19,0.0202,0.61
290.00,1.55,2.29,3.07,2.19,0.0199,0.57
290.12,1.59,2.32,3.11,2.22,0.0209,0.58
290.25,1.59,2.33,3.09,2.23,0.0206,0.63
290.38,9.91,10.50,10.90,10.40,0.0790,8.22
290.50,9.88,10.46,10.90,10.37,0.0789,0.39
290.62,9.90,10.45,10.89,10.37,0.0786,0.36
290.75,8.38,8.96,9.46,8.87,0.0764,1.63
290.88,4.57,5.25,5.91,5.16,0.0580,3.80
291.00,1.57,2.29,3.07,2.19,0.0203,3.06
291.12,1.64,2.38,3.15,2.28,0.0209,0.78
291.25,1.56,2.30,3.07,2.20,0.0201,0.78
291.38,1.57,2.30,3.04,2.20,0.0199,0.73
291.50,1.54,2.27,2.99,2.17,0.0198,0.68
291.62,1.55,2.30,3.06,2.20,0.0204,0.65
291.75,1.57,2.32,3.10,2.22,0.0204,0.59
291.88,1.56,2.33,3.13,2.22,0.0203,0.55
292.00,1.54,2.31,3.11,2.20,0.0202,0.59
292.12,1.54,2.29,3.09,2.19,0.0199,0.63
292.25,1.57,2.32,3.12,2.22,0.0199,0.69
292.38,1.60,2.34,3.12,2.24,0.0204,0.72
292.50,1.58,2.32,3.12,2.22,0.0204,0.76
292.62,1.55,2.23,2.90,2.14,0.0196,0.75
292.75,1.56,2.24,2.90,2.14,0.0187,0.61
292.88,1.60,2.29,2.94,2.19,0.0199,0.77
293.00,1.58,2.28,2.95,2.18,0.0202,0.75
293.12,1.57,2.24,2.88,2.14,0.0193,0.70
293.25,1.57,2.22,2.82,2.13,0.0189,0.67
293.38,1.56,2.21,2.82,2.12,0.0190,0.64
293.50,1.56,2.21,2.83,2.12,0.0188,0.61
293.62,1.56,2.22,2.83,2.12,0.0192,0.55
293.75,1.58,2.26,2.89,2.16,0.0201,0.58
293.88,2.78,8.01,11.76,7.17,0.0704,5.05
294.00,2.26,7.86,11.90,6.96,0.0694,0.50
294.12,2.77,8.01,11.80,7.17,0.0701,0.53
294.25,2.12,6.86,10.33,6.10,0.0655,1.20
294.38,2.26,4.63,6.38,4.25,0.0462,2.38
294.50,1.51,2.29,3.05,2.18,0.0197,2.17
294.62,2.04,2.73,3.40,2.64,0.0261,0.94
294.75,1.61,2.35,3.09,2.25,0.0208,0.95
294.88,2.01,2.71,3.39,2.61,0.0254,0.91
295.00,1.59,2.32,3.06,2.22,0.0203,0.88
295.12,1.96,2.65,3.33,2.55,0.0256,0.84
295.25,1.61,2.36,3.10,2.25,0.0211,0.79
295.38,2.00,2.69,3.37,2.59,0.0255,0.74
295.50,1.61,2.36,3.07,2.25,0.0204,0.74
295.62,1.97,2.68,3.36,2.58,0.0256,0.77
295.75,1.58,2.36,3.15,2.25,0.0206,0.82
295.88,1.94,2.72,3.50,2.61,0.0255,0.86
296.00,1.59,2.42,3.27,2.31,0.0218,0.92
296.12,1.97,2.77,3.57,2.66,0.0264,0.88
296.25,1.55,2.39,3.21,2.27,0.0206,0.83
296.38,1.98,2.72,3.39,2.61,0.0262,0.82
296.50,1.59,2.35,3.03,2.23,0.0205,0.91
296.62,1.98,2.70,3.32,2.59,0.0256,0.89
296.75,1.62,2.38,3.06,2.27,0.0208,0.88
296.88,1.97,2.69,3.34,2.59,0.0261,0.86
297.00,1.62,2.39,3.08,2.27,0.0214,0.79
297.12,1.92,2.68,3.39,2.57,0.0251,0.76
297.25,1.56,2.35,3.14,2.24,0.0202,0.68
297.38,1.89,2.66,3.39,2.55,0.0251,0.71
297.50,1.57,2.38,3.14,2.26,0.0209,0.74
297.62,1.87,2.62,3.31,2.51,0.0247,0.81
297.75,1.55,2.32,3.02,2.21,0.0202,0.81
297.88,1.85,2.57,3.21,2.46,0.0243,0.86
298.00,1.58,2.31,2.95,2.20,0.0203,0.83
298.12,1.80,2.52,3.16,2.41,0.0236,0.70
298.25,1.55,2.31,3.02,2.20,0.0200,0.80
298.38,1.83,2.55,3.23,2.45,0.0236,0.83
298.50,1.58,2.34,3.05,2.23,0.0200,0.81
298.62,1.80,2.54,3.24,2.44,0.0235,0.77
298.75,1.55,2.32,3.03,2.21,0.0200,0.71
298.88,1.76,2.52,3.22,2.41,0.0236,0.68
299.00,1.58,2.34,3.07,2.23,0.0207,0.62
299.12,1.78,2.53,3.26,2.43,0.0237,0.65
299.25,1.59,2.34,3.09,2.24,0.0203,0.66
299.38,1.77,2.49,3.22,2.39,0.0226,0.75
299.50,1.56,2.31,3.09,2.21,0.0198,0.74
299.62,1.69,2.44,3.23,2.34,0.0226,0.76
299.75,1.51,2.27,3.07,2.17,0.0200,0.74
299.88,1.56,2.32,3.09,2.21,0.0210,0.66
300.00,1.49,2.24,3.03,2.14,0.0194,0.69
300.12,1.60,2.36,3.14,2.25,0.0216,0.74
300.25,1.51,2.27,3.07,2.17,0.0198,0.72
300.38,1.60,2.37,3.16,2.26,0.0217,0.71
300.50,1.50,2.28,3.08,2.18,0.0201,0.65
300.62,1.59,2.37,3.19,2.26,0.0216,0.65
300.75,1.51,2.30,3.11,2.19,0.0203,0.57
300.88,1.51,2.30,3.12,2.19,0.0203,0.59
301.00,1.34,2.09,2.88,1.99,0.0173,0.61
301.12,1.20,1.91,2.65,1.82,0.0152,0.64
301.25,0.81,1.37,1.99,1.29,0.0074,0.71
301.38,0.42,0.82,1.30,0.77,0.0033,0.60
301.50,0.42,1.04,1.93,0.97,0.0054,0.73
301.62,0.31,0.63,1.04,0.59,0.0042,0.47
301.75,0.43,1.09,1.99,1.01,0.0059,0.48
301.88,0.31,0.64,1.06,0.60,0.0041,0.47
302.00,0.41,1.06,1.96,0.99,0.0057,0.48
302.12,0.25,0.58,0.98,0.54,0.0037,0.50
302.25,0.40,1.05,1.92,0.97,0.0053,0.50
302.38,0.33,0.66,1.03,0.61,0.0039,0.50
302.50,0.47,1.12,1.96,1.04,0.0061,0.49
302.62,0.36,0.68,1.04,0.64,0.0043,0.48
302.75,0.48,1.12,1.95,1.05,0.0059,0.49
302.88,0.35,0.68,1.02,0.63,0.0042,0.49
303.00,0.46,1.12,1.95,1.04,0.0059,0.48
303.12,0.35,0.68,1.03,0.64,0.0043,0.49
303.25,0.46,1.13,1.97,1.05,0.0058,0.48
303.38,0.35,0.68,1.03,0.63,0.0043,0.48
303.50,0.49,1.13,1.94,1.05,0.0057,0.49
303.62,0.68,0.84,1.01,0.82,0.0044,0.66
303.75,1.02,1.40,1.90,1.36,0.0058,0.59
303.88,0.89,0.96,1.01,0.95,0.0042,0.45
304.00,1.00,1.37,1.84,1.32,0.0056,0.44
304.12,0.88,0.94,0.96,0.93,0.0040,0.44
304.25,1.01,1.36,1.80,1.32,0.0056,0.44
304.38,0.88,0.94,0.96,0.93,0.0041,0.43
304.50,0.71,1.05,1.49,1.01,0.0053,0.67
304.62,0.26,0.32,0.34,0.31,0.0000,0.74
304.75,0.30,0.63,1.05,0.59,0.0012,0.45
304.88,0.19,0.24,0.26,0.23,0.0001,0.40
305.00,0.27,0.59,0.98,0.55,0.0010,0.37
305.12,0.18,0.22,0.23,0.21,0.0000,0.37
305.25,0.27,0.55,0.90,0.52,0.0008,0.34
305.38,0.16,0.20,0.21,0.19,0.0000,0.35
305.50,0.24,0.52,0.84,0.48,0.0007,0.33
305.62,0.15,0.19,0.20,0.18,0.0000,0.32
305.75,0.23,0.48,0.78,0.45,0.0006,0.30
305.88,0.13,0.17,0.18,0.17,0.0000,0.30
306.00,0.20,0.45,0.73,0.41,0.0005,0.28
306.12,0.12,0.16,0.17,0.15,0.0000,0.28
306.25,0.18,0.41,0.67,0.38,0.0005,0.25
306.38,0.11,0.15,0.15,0.14,0.0000,0.26
306.50,0.15,0.37,0.60,0.34,0.0004,0.23
306.62,0.10,0.12,0.12,0.11,0.0000,0.23
306.75,0.15,0.32,0.48,0.29,0.0003,0.20
306.88,0.09,0.11,0.11,0.10,0.0000,0.20
307.00,0.13,0.28,0.41,0.25,0.0003,0.17
307.12,0.08,0.10,0.09,0.09,0.0000,0.17
307.25,0.10,0.24,0.35,0.22,0.0001,0.15
307.38,0.05,0.08,0.08,0.07,0.0000,0.15
307.50,0.08,0.20,0.28,0.18,0.0000,0.11
307.62,0.04,0.06,0.06,0.05,0.0000,0.12
307.75,0.05,0.15,0.21,0.13,0.0000,0.08
307.88,0.02,0.04,0.03,0.03,0.0000,0.09
308.00,0.04,0.07,0.09,0.06,0.0000,0.04
308.12,0.01,0.01,0.01,0.01,0.0000,0.04
308.25,0.00,0.00,0.00,0.00,0.0000,0.01
