t,meanR,meanG,meanB,brightness,litFrac,motion
190.50,0.88,2.11,3.25,1.93,0.0152,0.70
190.62,0.88,2.06,3.15,1.89,0.0154,0.61
190.75,0.87,2.03,3.12,1.86,0.0151,0.59
190.88,0.85,1.95,2.95,1.79,0.0144,0.53
191.00,0.82,1.89,2.87,1.74,0.0141,0.61
191.12,0.96,2.06,3.03,1.90,0.0156,0.72
191.25,0.97,2.06,3.05,1.90,0.0159,0.54
191.38,0.99,2.09,3.14,1.93,0.0161,0.55
191.50,1.01,2.10,3.15,1.95,0.0165,0.52
191.62,0.96,2.06,3.13,1.91,0.0159,0.53
191.75,0.88,1.99,3.04,1.83,0.0146,0.54
191.88,0.85,2.04,3.10,1.86,0.0151,0.54
192.00,0.85,1.99,2.99,1.82,0.0149,0.47
192.12,0.87,1.99,2.96,1.82,0.0150,0.49
192.25,0.85,1.99,2.97,1.82,0.0149,0.50
192.38,0.85,1.99,2.99,1.82,0.0152,0.53
192.50,0.84,1.95,2.92,1.78,0.0139,0.57
192.62,0.81,1.88,2.86,1.72,0.0143,0.59
192.75,0.96,2.03,3.03,1.88,0.0161,0.60
192.88,0.96,2.05,3.04,1.89,0.0158,0.52
193.00,0.95,2.04,3.00,1.88,0.0159,0.53
193.12,0.97,2.05,3.02,1.89,0.0158,0.53
193.25,0.96,2.02,2.94,1.86,0.0155,0.53
193.38,0.89,1.93,2.81,1.77,0.0136,0.58
193.50,0.84,1.86,2.71,1.70,0.0139,0.54
193.62,0.90,2.04,3.03,1.87,0.0150,0.60
193.75,0.96,2.09,3.11,1.93,0.0156,0.59
193.88,0.91,2.00,2.99,1.84,0.0145,0.58
194.00,0.93,2.02,3.02,1.86,0.0149,0.54
194.12,0.91,2.05,3.06,1.88,0.0151,0.61
194.25,0.96,2.07,3.03,1.90,0.0150,0.63
194.38,1.13,2.20,3.14,2.04,0.0166,0.80
194.50,1.16,2.20,3.12,2.05,0.0160,0.47
194.62,1.11,2.18,3.13,2.02,0.0161,0.51
194.75,1.07,2.16,3.13,2.00,0.0161,0.54
194.88,1.01,2.13,3.11,1.96,0.0158,0.55
195.00,0.94,2.06,3.07,1.90,0.0152,0.58
195.12,0.84,1.98,3.01,1.81,0.0143,0.58
195.25,0.82,2.06,3.17,1.88,0.0150,0.56
195.38,0.82,2.06,3.16,1.87,0.0152,0.43
195.50,0.82,2.04,3.16,1.86,0.0154,0.44
195.62,0.81,2.04,3.16,1.86,0.0152,0.48
195.75,0.82,2.03,3.14,1.85,0.0148,0.52
195.88,0.83,1.97,3.04,1.81,0.0140,0.59
196.00,0.82,1.92,2.94,1.76,0.0138,0.60
196.12,0.98,2.07,3.12,1.92,0.0156,0.73
196.25,0.94,2.03,3.07,1.87,0.0154,0.53
196.38,0.93,2.05,3.12,1.89,0.0155,0.47
196.50,0.93,2.05,3.13,1.89,0.0154,0.53
196.62,0.89,2.01,3.08,1.85,0.0149,0.55
196.75,0.82,1.95,3.05,1.79,0.0140,0.59
196.88,0.90,2.16,3.36,1.98,0.0159,0.69
197.00,0.85,2.04,3.19,1.87,0.0147,0.60
197.12,0.86,2.09,3.28,1.92,0.0152,0.53
197.25,0.83,2.04,3.18,1.86,0.0147,0.49
197.38,0.83,2.04,3.20,1.86,0.0147,0.48
197.50,0.82,2.01,3.14,1.84,0.0146,0.49
197.62,0.82,1.99,3.10,1.82,0.0145,0.56
197.75,0.92,2.07,3.13,1.90,0.0154,0.74
197.88,0.90,2.04,3.10,1.87,0.0151,0.53
198.00,0.91,2.04,3.11,1.88,0.0154,0.53
198.12,0.92,2.03,3.09,1.87,0.0155,0.44
198.25,0.92,2.03,3.10,1.87,0.0155,0.55
198.38,0.84,1.95,3.01,1.79,0.0135,0.62
198.50,0.76,1.90,2.99,1.74,0.0136,0.63
198.62,0.77,2.02,3.20,1.84,0.0147,0.62
198.75,0.77,2.02,3.21,1.84,0.0148,0.48
198.88,0.77,2.01,3.19,1.83,0.0145,0.46
199.00,0.79,2.03,3.17,1.85,0.0144,0.42
199.12,0.77,1.98,3.14,1.81,0.0139,0.48
199.25,0.76,1.91,3.02,1.74,0.0134,0.49
199.38,0.90,2.03,3.11,1.87,0.0149,0.64
199.50,0.92,2.07,3.16,1.90,0.0154,0.51
199.62,0.91,2.05,3.12,1.88,0.0152,0.52
199.75,0.91,2.04,3.12,1.88,0.0152,0.54
199.88,0.90,2.00,3.03,1.84,0.0149,0.49
200.00,0.86,1.97,3.00,1.81,0.0145,0.56
200.12,0.80,1.91,2.94,1.75,0.0135,0.61
200.25,0.83,2.04,3.17,1.87,0.0148,0.64
200.38,0.93,2.31,3.62,2.11,0.0162,0.77
200.50,0.89,2.13,3.33,1.95,0.0150,0.71
200.62,0.87,2.06,3.21,1.89,0.0150,0.57
200.75,0.86,2.05,3.18,1.87,0.0147,0.51
200.88,0.84,2.01,3.10,1.84,0.0144,0.48
201.00,0.78,1.91,2.96,1.74,0.0138,0.54
201.12,0.97,2.10,3.14,1.94,0.0157,0.64
201.25,1.00,2.10,3.07,1.94,0.0155,0.52
201.38,1.01,2.10,3.03,1.94,0.0157,0.55
201.50,1.09,2.16,3.07,2.00,0.0160,0.58
201.62,1.01,2.07,3.00,1.91,0.0155,0.59
201.75,0.91,1.99,2.92,1.83,0.0146,0.54
201.88,0.79,2.04,3.09,1.85,0.0149,0.70
202.00,0.80,2.01,3.01,1.83,0.0148,0.56
202.12,0.80,1.99,2.96,1.80,0.0151,0.55
202.25,0.81,1.99,2.97,1.81,0.0147,0.52
202.38,0.81,2.01,3.01,1.82,0.0149,0.48
202.50,0.81,1.96,2.96,1.79,0.0143,0.51
202.62,0.80,1.88,2.82,1.72,0.0136,0.49
202.75,0.98,2.03,2.99,1.88,0.0150,0.63
202.88,0.98,2.04,3.02,1.89,0.0158,0.49
203.00,0.96,2.05,3.05,1.89,0.0155,0.52
203.12,0.93,2.03,3.05,1.87,0.0152,0.54
203.25,0.90,2.01,3.03,1.85,0.0149,0.51
203.38,0.83,1.93,2.96,1.77,0.0137,0.59
203.50,0.75,1.82,2.84,1.67,0.0132,0.53
203.62,0.83,2.02,3.16,1.85,0.0144,0.63
203.75,0.88,2.09,3.24,1.92,0.0154,0.63
203.88,0.83,2.00,3.08,1.83,0.0144,0.61
204.00,0.84,2.00,3.08,1.83,0.0145,0.55
204.12,0.84,1.99,3.05,1.82,0.0144,0.55
204.25,0.85,2.00,3.06,1.83,0.0142,0.50
204.38,0.94,2.07,3.14,1.91,0.0157,0.67
204.50,0.93,2.07,3.14,1.90,0.0155,0.44
204.62,0.93,2.06,3.15,1.90,0.0158,0.45
204.75,0.94,2.07,3.14,1.91,0.0158,0.49
204.88,0.98,2.08,3.10,1.92,0.0157,0.53
205.00,0.95,2.02,2.94,1.86,0.0152,0.65
205.12,0.87,1.91,2.80,1.75,0.0136,0.66
205.25,0.84,1.96,2.92,1.79,0.0143,0.63
205.38,0.82,1.99,2.98,1.81,0.0147,0.49
205.50,0.83,2.01,3.07,1.84,0.0154,0.55
205.62,0.82,2.01,3.08,1.84,0.0154,0.52
205.75,0.81,1.99,3.05,1.81,0.0145,0.53
205.88,0.81,1.94,2.99,1.77,0.0141,0.54
206.00,0.79,1.87,2.88,1.71,0.0140,0.50
206.12,0.96,2.05,3.04,1.89,0.0159,0.57
206.25,0.94,2.03,2.97,1.87,0.0154,0.42
206.38,0.95,2.00,2.90,1.84,0.0149,0.47
206.50,0.97,2.02,2.91,1.86,0.0156,0.50
206.62,0.88,1.93,2.81,1.77,0.0144,0.59
206.75,0.76,1.74,2.61,1.60,0.0124,0.63
206.88,0.71,1.72,2.62,1.57,0.0116,0.73
207.00,0.48,1.18,1.82,1.07,0.0060,0.65
207.12,0.28,0.73,1.17,0.67,0.0040,0.50
207.25,10.39,10.64,10.67,10.59,0.0781,9.91
207.38,10.11,10.51,10.69,10.44,0.0780,0.31
207.50,9.97,10.47,10.72,10.38,0.0777,0.34
207.62,9.93,10.48,10.80,10.39,0.0783,0.38
207.75,9.89,10.47,10.82,10.37,0.0787,0.38
207.88,6.90,7.55,8.07,7.45,0.0730,3.05
208.00,3.24,3.99,4.64,3.88,0.0377,3.66
208.12,1.75,2.53,3.23,2.41,0.0215,1.58
208.25,1.74,2.52,3.27,2.40,0.0221,0.54
208.38,1.66,2.43,3.18,2.32,0.0204,0.60
208.50,1.59,2.35,3.12,2.24,0.0202,0.66
208.62,1.60,2.49,3.33,2.36,0.0215,0.77
208.75,1.59,2.46,3.29,2.34,0.0211,0.66
208.88,1.59,2.44,3.28,2.32,0.0208,0.68
209.00,1.53,2.38,3.21,2.26,0.0204,0.60
209.12,1.57,2.39,3.21,2.28,0.0199,0.65
209.25,1.57,2.35,3.14,2.24,0.0207,0.71
209.38,1.71,2.46,3.22,2.35,0.0217,0.84
209.50,1.73,2.49,3.27,2.38,0.0224,0.64
209.62,1.71,2.47,3.25,2.36,0.0221,0.58
209.75,1.72,2.48,3.27,2.37,0.0222,0.55
209.88,1.71,2.46,3.22,2.36,0.0219,0.54
210.00,1.70,2.42,3.18,2.32,0.0214,0.57
210.12,1.64,2.36,3.10,2.26,0.0206,0.63
210.25,1.65,2.48,3.34,2.37,0.0217,0.71
210.38,1.75,2.57,3.44,2.46,0.0219,0.78
210.50,1.62,2.44,3.29,2.32,0.0211,0.80
210.62,1.67,2.47,3.32,2.36,0.0213,0.70
210.75,1.62,2.43,3.27,2.32,0.0213,0.68
210.88,1.61,2.39,3.19,2.28,0.0209,0.52
211.00,1.54,2.28,3.06,2.18,0.0202,0.74
211.12,1.70,2.44,3.20,2.34,0.0221,0.80
211.25,1.70,2.45,3.23,2.35,0.0215,0.64
211.38,1.71,2.45,3.22,2.35,0.0216,0.61
211.50,1.69,2.45,3.24,2.35,0.0220,0.58
211.62,1.65,2.42,3.20,2.31,0.0215,0.58
211.75,1.56,2.33,3.12,2.23,0.0204,0.54
211.88,1.57,2.47,3.37,2.35,0.0214,0.64
212.00,1.58,2.46,3.33,2.33,0.0214,0.60
212.12,1.59,2.45,3.31,2.33,0.0212,0.63
212.25,1.62,2.47,3.32,2.35,0.0214,0.67
212.38,1.62,2.46,3.31,2.34,0.0215,0.68
212.50,1.61,2.40,3.22,2.29,0.0202,0.73
212.62,1.54,2.29,3.09,2.19,0.0197,0.59
212.75,1.72,2.45,3.24,2.35,0.0213,0.78
212.88,1.71,2.45,3.21,2.35,0.0213,0.65
213.00,1.72,2.44,3.19,2.34,0.0219,0.63
213.12,1.71,2.42,3.15,2.32,0.0213,0.61
213.25,1.70,2.40,3.13,2.31,0.0211,0.59
213.38,1.66,2.38,3.12,2.28,0.0206,0.60
213.50,1.55,2.30,3.07,2.19,0.0204,0.58
213.62,1.64,2.46,3.34,2.35,0.0214,0.64
213.75,1.74,2.55,3.40,2.44,0.0221,0.67
213.88,1.63,2.46,3.33,2.35,0.0212,0.71
214.00,1.62,2.45,3.32,2.33,0.0218,0.67
214.12,1.61,2.43,3.28,2.32,0.0216,0.69
214.25,1.63,2.42,3.21,2.31,0.0213,0.70
214.38,1.70,2.38,3.03,2.28,0.0199,0.89
214.50,1.76,2.42,3.03,2.32,0.0208,0.56
214.62,1.77,2.49,3.17,2.39,0.0226,0.75
214.75,1.77,2.44,3.06,2.34,0.0223,0.70
214.88,1.73,2.38,2.98,2.29,0.0212,0.69
215.00,1.65,2.31,2.92,2.22,0.0194,0.68
215.12,1.59,2.25,2.86,2.15,0.0189,0.61
215.25,1.61,2.40,3.11,2.28,0.0212,0.65
215.38,1.60,2.40,3.11,2.28,0.0212,0.53
215.50,1.61,2.44,3.19,2.32,0.0212,0.56
215.62,1.62,2.48,3.25,2.35,0.0215,0.58
215.75,1.62,2.49,3.25,2.36,0.0210,0.63
215.88,1.61,2.43,3.15,2.31,0.0206,0.69
216.00,1.60,2.39,3.09,2.27,0.0202,0.71
216.12,1.75,2.52,3.23,2.41,0.0217,0.81
216.25,1.76,2.53,3.24,2.42,0.0218,0.50
216.38,1.76,2.53,3.23,2.41,0.0215,0.64
216.50,1.78,2.55,3.24,2.44,0.0221,0.65
216.62,1.75,2.52,3.21,2.40,0.0215,0.71
216.75,1.71,2.47,3.16,2.36,0.0211,0.69
216.88,1.90,2.73,3.51,2.61,0.0232,0.86
217.00,1.77,2.74,3.66,2.60,0.0228,0.84
217.12,1.78,2.68,3.50,2.55,0.0222,0.70
217.25,1.68,2.52,3.32,2.40,0.0209,0.66
217.38,1.66,2.50,3.31,2.38,0.0212,0.62
217.50,1.63,2.48,3.29,2.36,0.0215,0.61
217.62,1.64,2.45,3.24,2.33,0.0210,0.66
217.75,1.74,2.51,3.24,2.40,0.0221,0.87
217.88,1.76,2.51,3.24,2.40,0.0219,0.66
218.00,1.75,2.49,3.16,2.38,0.0215,0.62
218.12,1.82,2.54,3.18,2.43,0.0225,0.60
218.25,1.79,2.52,3.16,2.41,0.0220,0.69
218.38,1.68,2.41,3.05,2.31,0.0201,0.74
218.50,1.61,2.34,3.00,2.23,0.0201,0.70
218.62,1.64,2.48,3.21,2.35,0.0215,0.76
218.75,1.59,2.44,3.22,2.32,0.0213,0.60
218.88,1.62,2.45,3.23,2.33,0.0216,0.53
219.00,1.65,2.47,3.23,2.35,0.0218,0.53
219.12,1.63,2.39,3.13,2.29,0.0204,0.60
219.25,1.62,2.33,3.00,2.23,0.0206,0.65
219.38,1.74,2.42,3.05,2.32,0.0215,0.78
219.50,1.72,2.39,3.00,2.29,0.0210,0.68
219.62,1.72,2.37,2.95,2.28,0.0206,0.67
219.75,1.69,2.36,2.98,2.26,0.0207,0.65
219.88,1.71,2.38,3.04,2.29,0.0207,0.52
220.00,1.65,2.34,3.01,2.24,0.0203,0.72
220.12,1.59,2.27,2.94,2.18,0.0196,0.70
220.25,1.60,2.41,3.22,2.29,0.0202,0.76
220.38,1.74,2.52,3.30,2.41,0.0214,0.77
220.50,1.62,2.40,3.17,2.29,0.0208,0.73
220.62,1.65,2.44,3.23,2.32,0.0209,0.56
220.75,1.60,2.41,3.21,2.29,0.0207,0.52
220.88,1.60,2.39,3.19,2.28,0.0207,0.57
221.00,1.56,2.30,3.06,2.20,0.0200,0.67
221.12,1.73,2.46,3.21,2.36,0.0220,0.75
221.25,1.75,2.48,3.24,2.38,0.0216,0.66
221.38,1.74,2.48,3.22,2.37,0.0220,0.67
221.50,1.71,2.44,3.19,2.34,0.0208,0.68
221.62,1.58,2.32,3.10,2.22,0.0202,0.63
221.75,1.55,2.29,3.08,2.19,0.0198,0.70
221.88,1.55,2.43,3.30,2.31,0.0209,0.77
222.00,1.55,2.42,3.29,2.30,0.0206,0.64
222.12,1.55,2.40,3.27,2.28,0.0211,0.65
222.25,1.56,2.42,3.30,2.30,0.0207,0.59
222.38,1.55,2.42,3.30,2.30,0.0207,0.53
222.50,1.54,2.36,3.22,2.25,0.0198,0.55
222.62,1.52,2.32,3.13,2.21,0.0198,0.54
222.75,1.68,2.45,3.26,2.35,0.0216,0.71
222.88,1.68,2.45,3.24,2.34,0.0209,0.58
223.00,1.69,2.46,3.27,2.36,0.0217,0.63
223.12,1.69,2.45,3.24,2.35,0.0218,0.65
223.25,1.65,2.42,3.20,2.31,0.0209,0.66
223.38,1.54,2.30,3.09,2.19,0.0191,0.71
223.50,1.54,2.29,3.06,2.18,0.0196,0.66
223.62,1.62,2.44,3.31,2.33,0.0210,0.80
223.75,1.73,2.54,3.38,2.43,0.0219,0.80
223.88,1.59,2.41,3.27,2.29,0.0204,0.78
224.00,1.61,2.43,3.31,2.32,0.0207,0.65
224.12,1.56,2.38,3.25,2.27,0.0205,0.55
224.25,1.56,2.35,3.19,2.25,0.0198,0.56
224.38,1.67,2.43,3.22,2.33,0.0213,0.71
224.50,1.68,2.43,3.23,2.33,0.0213,0.51
224.62,1.68,2.44,3.24,2.33,0.0217,0.55
224.75,1.68,2.45,3.26,2.35,0.0214,0.61
224.88,1.66,2.44,3.26,2.33,0.0215,0.64
225.00,1.58,2.37,3.19,2.27,0.0204,0.73
225.12,1.51,2.32,3.12,2.20,0.0198,0.75
225.25,1.47,2.38,3.31,2.26,0.0207,0.68
225.38,1.50,2.40,3.30,2.27,0.0204,0.64
225.50,1.53,2.40,3.29,2.28,0.0204,0.68
225.62,1.55,2.42,3.30,2.30,0.0208,0.65
225.75,1.56,2.40,3.26,2.28,0.0206,0.62
225.88,1.56,2.35,3.15,2.24,0.0197,0.67
226.00,1.56,2.29,3.07,2.19,0.0201,0.61
226.12,1.67,2.39,3.13,2.29,0.0209,0.67
226.25,1.65,2.38,3.12,2.28,0.0202,0.50
226.38,1.70,2.43,3.19,2.33,0.0214,0.56
226.50,1.70,2.46,3.24,2.35,0.0220,0.59
226.62,1.66,2.42,3.24,2.32,0.0215,0.65
226.75,1.56,2.32,3.13,2.22,0.0198,0.71
226.88,1.72,2.57,3.45,2.45,0.0212,0.93
227.00,1.55,2.53,3.56,2.40,0.0203,0.87
227.12,1.66,2.59,3.52,2.46,0.0213,0.79
227.25,1.60,2.47,3.31,2.34,0.0206,0.83
227.38,1.63,2.46,3.21,2.34,0.0205,0.72
227.50,1.60,2.39,3.10,2.28,0.0205,0.69
227.62,1.65,2.43,3.11,2.32,0.0206,0.70
227.75,1.76,2.51,3.18,2.40,0.0218,0.79
227.88,1.79,2.52,3.17,2.41,0.0215,0.51
228.00,1.82,2.55,3.18,2.44,0.0222,0.51
228.12,1.81,2.51,3.12,2.41,0.0216,0.58
228.25,1.82,2.49,3.07,2.39,0.0217,0.62
228.38,1.71,2.40,3.02,2.30,0.0199,0.72
228.50,1.61,2.33,2.98,2.23,0.0198,0.72
228.62,1.65,2.52,3.28,2.39,0.0210,0.82
228.75,1.63,2.49,3.25,2.36,0.0204,0.64
228.88,1.62,2.48,3.26,2.36,0.0207,0.50
229.00,1.63,2.51,3.30,2.38,0.0212,0.66
229.12,1.62,2.47,3.25,2.34,0.0198,0.68
229.25,1.58,2.40,3.13,2.28,0.0195,0.70
229.38,1.68,2.48,3.22,2.36,0.0211,0.81
229.50,1.67,2.48,3.24,2.37,0.0212,0.56
229.62,1.68,2.50,3.25,2.38,0.0218,0.52
229.75,1.73,2.51,3.24,2.40,0.0214,0.53
229.88,1.72,2.51,3.21,2.39,0.0212,0.53
230.00,1.71,2.48,3.20,2.37,0.0203,0.61
230.12,1.66,2.42,3.12,2.31,0.0197,0.68
230.25,1.70,2.55,3.35,2.43,0.0210,0.80
230.38,1.80,2.64,3.43,2.52,0.0218,0.81
230.50,1.63,2.47,3.27,2.35,0.0203,0.86
230.62,1.61,2.45,3.28,2.33,0.0204,0.61
230.75,1.59,2.44,3.29,2.32,0.0206,0.67
230.88,1.59,2.42,3.24,2.30,0.0206,0.67
231.00,1.54,2.31,3.06,2.20,0.0195,0.74
231.12,1.72,2.43,3.09,2.33,0.0210,0.79
231.25,1.71,2.41,3.05,2.31,0.0218,0.61
231.38,1.68,2.36,2.99,2.26,0.0203,0.56
231.50,1.70,2.38,3.02,2.28,0.0212,0.52
231.62,1.67,2.38,3.05,2.28,0.0211,0.54
231.75,1.59,2.30,3.01,2.20,0.0201,0.62
231.88,1.60,2.46,3.28,2.34,0.0213,0.75
232.00,1.59,2.45,3.27,2.32,0.0209,0.65
232.12,1.59,2.44,3.24,2.32,0.0215,0.65
232.25,1.56,2.40,3.18,2.28,0.0208,0.67
232.38,1.54,2.34,3.08,2.22,0.0202,0.65
232.50,1.60,2.33,2.97,2.22,0.0196,0.63
232.62,1.61,2.29,2.89,2.19,0.0199,0.75
232.75,1.76,2.43,3.02,2.33,0.0221,0.85
232.88,1.70,2.40,3.06,2.30,0.0215,0.66
233.00,1.68,2.39,3.08,2.29,0.0212,0.62
233.12,1.67,2.38,3.08,2.28,0.0209,0.56
233.25,1.67,2.38,3.10,2.28,0.0211,0.54
233.38,1.59,2.30,3.02,2.20,0.0196,0.54
233.50,1.51,2.23,2.95,2.13,0.0193,0.60
233.62,1.53,2.34,3.15,2.22,0.0203,0.70
233.75,1.50,2.29,3.09,2.18,0.0183,0.75
233.88,1.26,2.01,2.78,1.90,0.0150,0.79
234.00,0.86,1.50,2.15,1.41,0.0085,0.73
234.12,0.45,0.89,1.36,0.83,0.0042,0.68
234.25,11.27,11.67,12.06,11.62,0.0793,10.78
234.38,11.10,11.60,12.04,11.52,0.0794,0.31
234.50,11.01,11.60,12.12,11.52,0.0803,0.31
234.62,11.03,11.67,12.21,11.57,0.0813,0.33
234.75,7.77,8.44,9.00,8.34,0.0765,3.44
234.88,3.86,4.56,5.16,4.46,0.0458,4.04
235.00,2.20,2.91,3.50,2.80,0.0279,1.83
235.12,2.13,2.83,3.41,2.72,0.0267,0.62
235.25,2.12,2.98,3.64,2.84,0.0277,0.64
235.38,2.16,3.00,3.67,2.87,0.0280,0.60
235.50,2.19,3.02,3.68,2.89,0.0284,0.67
235.62,2.22,3.04,3.67,2.91,0.0287,0.68
235.75,2.23,3.02,3.63,2.89,0.0284,0.75
235.88,2.23,2.96,3.50,2.85,0.0277,0.80
236.00,2.18,2.84,3.36,2.74,0.0264,0.76
236.12,2.44,3.10,3.58,2.99,0.0291,0.80
236.25,2.45,3.10,3.59,3.00,0.0297,0.74
236.38,2.43,3.08,3.58,2.98,0.0295,0.69
236.50,2.37,3.08,3.60,2.97,0.0291,0.74
236.62,2.23,2.99,3.58,2.87,0.0289,0.74
236.75,2.13,2.91,3.49,2.78,0.0274,0.68
236.88,2.25,3.08,3.76,2.96,0.0281,0.75
237.00,2.19,2.98,3.61,2.86,0.0275,0.74
237.12,2.26,3.03,3.65,2.91,0.0281,0.66
237.25,10.37,10.98,11.25,10.87,0.0811,8.00
237.38,10.39,10.99,11.26,10.88,0.0811,0.28
237.50,10.43,11.02,11.27,10.91,0.0810,0.32
237.62,10.50,11.06,11.26,10.95,0.0813,0.32
237.75,7.65,8.22,8.50,8.12,0.0762,2.97
237.88,3.97,4.63,5.06,4.52,0.0435,3.73
238.00,2.47,3.12,3.59,3.01,0.0296,1.79
238.12,2.49,3.15,3.63,3.04,0.0297,0.78
238.25,2.45,3.12,3.59,3.01,0.0290,0.79
238.38,2.38,3.04,3.53,2.94,0.0277,0.79
238.50,2.26,2.93,3.45,2.83,0.0277,0.74
238.62,2.25,3.06,3.67,2.93,0.0287,0.72
238.75,2.18,2.99,3.62,2.86,0.0279,0.58
238.88,2.15,2.99,3.62,2.85,0.0278,0.54
239.00,2.16,2.99,3.64,2.86,0.0284,0.60
239.12,2.15,2.94,3.56,2.81,0.0272,0.70
239.25,2.14,2.87,3.44,2.76,0.0273,0.75
239.38,2.28,2.98,3.55,2.88,0.0287,0.85
239.50,2.26,2.96,3.54,2.85,0.0284,0.71
239.62,2.18,2.88,3.51,2.78,0.0273,0.65
239.75,2.24,2.95,3.58,2.84,0.0285,0.63
239.88,2.25,2.96,3.61,2.86,0.0291,0.71
240.00,2.20,2.91,3.56,2.81,0.0283,0.76
240.12,2.14,2.84,3.48,2.74,0.0273,0.76
240.25,2.11,2.88,3.63,2.77,0.0276,0.68
240.38,2.27,3.00,3.63,2.89,0.0282,0.75
240.50,2.13,2.85,3.46,2.74,0.0265,0.73
240.62,2.17,2.87,3.43,2.76,0.0265,0.59
240.75,2.15,2.90,3.51,2.79,0.0277,0.68
240.88,2.15,2.83,3.37,2.72,0.0275,0.70
241.00,2.13,2.73,3.16,2.63,0.0261,0.73
241.12,2.29,2.90,3.32,2.80,0.0283,0.87
241.25,2.27,2.88,3.29,2.78,0.0280,0.70
241.38,2.21,2.81,3.24,2.71,0.0268,0.65
241.50,2.24,2.85,3.30,2.75,0.0272,0.54
241.62,2.21,2.85,3.34,2.75,0.0276,0.75
241.75,2.14,2.80,3.30,2.69,0.0272,0.78
241.88,2.14,2.94,3.54,2.81,0.0283,0.80
242.00,2.14,2.92,3.53,2.80,0.0282,0.68
242.12,2.12,2.91,3.56,2.79,0.0280,0.64
242.25,2.14,2.93,3.58,2.81,0.0282,0.57
242.38,2.15,2.93,3.57,2.81,0.0282,0.57
242.50,2.14,2.89,3.48,2.77,0.0270,0.57
242.62,2.14,2.85,3.43,2.74,0.0270,0.68
242.75,2.30,2.99,3.56,2.89,0.0286,0.84
242.88,2.32,3.02,3.56,2.91,0.0288,0.75
243.00,2.32,3.02,3.55,2.91,0.0288,0.69
243.12,2.31,3.01,3.52,2.90,0.0284,0.75
243.25,2.30,3.00,3.52,2.89,0.0280,0.62
243.38,2.24,2.96,3.50,2.84,0.0273,0.74
243.50,2.15,2.87,3.42,2.75,0.0265,0.76
243.62,2.15,2.96,3.61,2.83,0.0275,0.76
243.75,2.23,3.05,3.70,2.92,0.0282,0.78
243.88,2.26,3.12,3.80,2.99,0.0285,0.76
244.00,2.19,3.09,3.79,2.95,0.0283,0.77
244.12,2.27,3.12,3.77,2.99,0.0282,0.71
244.25,2.17,2.91,3.46,2.79,0.0271,0.75
244.38,2.32,3.02,3.49,2.90,0.0288,0.80
244.50,2.31,2.98,3.47,2.87,0.0288,0.70
244.62,2.33,2.98,3.47,2.88,0.0288,0.69
244.75,2.32,2.95,3.41,2.85,0.0289,0.73
244.88,2.32,2.96,3.45,2.86,0.0288,0.74
245.00,2.21,2.84,3.34,2.74,0.0269,0.75
245.12,2.17,2.79,3.30,2.70,0.0264,0.68
245.25,2.17,2.93,3.52,2.81,0.0282,0.83
245.38,2.16,2.90,3.45,2.78,0.0278,0.72
245.50,2.15,2.88,3.40,2.77,0.0276,0.74
245.62,2.15,2.87,3.39,2.76,0.0275,0.70
245.75,2.15,2.86,3.36,2.75,0.0274,0.59
245.88,2.13,2.80,3.28,2.69,0.0267,0.62
246.00,2.11,2.73,3.22,2.63,0.0261,0.59
246.12,2.26,2.89,3.36,2.79,0.0282,0.72
246.25,2.26,2.89,3.38,2.79,0.0276,0.60
246.38,2.21,2.85,3.36,2.75,0.0272,0.66
246.50,2.21,2.86,3.38,2.76,0.0275,0.69
246.62,2.18,2.84,3.38,2.74,0.0276,0.76
246.75,2.09,2.76,3.31,2.66,0.0263,0.78
246.88,2.21,2.98,3.65,2.87,0.0279,0.73
247.00,2.08,2.84,3.53,2.72,0.0270,0.88
247.12,2.17,2.94,3.64,2.83,0.0280,0.84
247.25,2.11,2.87,3.57,2.76,0.0274,0.80
247.38,2.08,2.86,3.55,2.74,0.0274,0.67
247.50,2.09,2.84,3.52,2.73,0.0276,0.67
247.62,2.09,2.82,3.46,2.71,0.0269,0.61
247.75,2.22,2.90,3.50,2.80,0.0284,0.70
247.88,2.22,2.91,3.51,2.81,0.0284,0.55
248.00,2.20,2.90,3.48,2.79,0.0282,0.59
248.12,2.21,2.90,3.49,2.79,0.0280,0.62
248.25,2.22,2.92,3.53,2.82,0.0287,0.70
248.38,2.14,2.85,3.47,2.74,0.0273,0.77
248.50,2.03,2.74,3.36,2.64,0.0258,0.78
248.62,2.01,2.83,3.54,2.71,0.0268,0.76
248.75,2.07,2.89,3.61,2.77,0.0277,0.67
248.88,2.07,2.89,3.60,2.77,0.0279,0.71
249.00,2.10,2.92,3.62,2.80,0.0279,0.70
249.12,2.12,2.89,3.54,2.77,0.0276,0.73
249.25,2.10,2.81,3.43,2.70,0.0271,0.71
249.38,2.26,2.94,3.56,2.84,0.0289,0.79
249.50,2.24,2.94,3.55,2.83,0.0287,0.57
249.62,2.24,2.93,3.54,2.83,0.0284,0.55
249.75,2.28,2.97,3.57,2.86,0.0289,0.60
249.88,2.47,3.16,3.76,3.06,0.0309,0.88
250.00,2.46,3.15,3.77,3.05,0.0301,0.97
250.12,2.31,3.03,3.65,2.92,0.0290,1.04
250.25,2.14,2.92,3.62,2.81,0.0277,0.99
250.38,2.16,2.95,3.65,2.83,0.0278,0.78
250.50,2.07,2.86,3.58,2.74,0.0271,0.68
