t,meanR,meanG,meanB,brightness,litFrac,motion
221.12,1.93,2.66,3.39,2.56,0.0239,1.11
221.25,1.96,2.66,3.39,2.57,0.0239,1.02
221.38,1.89,2.60,3.32,2.50,0.0236,1.01
221.50,1.83,2.54,3.25,2.44,0.0237,0.97
221.62,1.72,2.43,3.17,2.33,0.0225,0.87
221.75,1.70,2.43,3.17,2.33,0.0222,0.95
221.88,1.78,2.64,3.48,2.52,0.0238,1.11
222.00,1.81,2.67,3.49,2.54,0.0240,1.00
222.12,1.80,2.63,3.45,2.51,0.0238,1.02
222.25,1.80,2.62,3.45,2.51,0.0234,0.93
222.38,1.82,2.65,3.49,2.53,0.0238,0.80
222.50,1.76,2.54,3.35,2.44,0.0225,0.77
222.62,1.76,2.51,3.27,2.40,0.0224,0.78
222.75,1.99,2.73,3.48,2.63,0.0243,1.08
222.88,2.00,2.73,3.49,2.63,0.0243,0.88
223.00,2.01,2.78,3.54,2.67,0.0250,0.98
223.12,1.98,2.71,3.45,2.61,0.0241,1.00
223.25,1.89,2.62,3.35,2.52,0.0238,0.97
223.38,1.72,2.43,3.18,2.33,0.0223,1.01
223.50,1.67,2.40,3.14,2.30,0.0220,0.91
223.62,1.81,2.63,3.51,2.52,0.0240,1.15
223.75,2.00,2.82,3.67,2.70,0.0259,1.18
223.88,1.83,2.65,3.51,2.54,0.0237,1.20
224.00,1.86,2.68,3.57,2.57,0.0242,1.00
224.12,1.80,2.63,3.48,2.51,0.0237,0.87
224.25,1.81,2.59,3.40,2.48,0.0234,0.82
224.38,1.92,2.65,3.39,2.55,0.0242,0.93
224.50,1.92,2.64,3.39,2.54,0.0240,0.76
224.62,1.88,2.60,3.36,2.50,0.0233,0.87
224.75,1.88,2.64,3.42,2.53,0.0240,0.96
224.88,1.89,2.64,3.43,2.54,0.0240,0.98
225.00,1.80,2.55,3.32,2.45,0.0233,1.08
225.12,1.66,2.42,3.17,2.31,0.0215,1.03
225.25,1.62,2.50,3.38,2.37,0.0232,0.93
225.38,1.68,2.55,3.43,2.43,0.0235,0.91
225.50,1.75,2.60,3.44,2.48,0.0235,1.02
225.62,1.80,2.66,3.49,2.54,0.0241,1.01
225.75,1.82,2.64,3.47,2.53,0.0239,0.99
225.88,1.79,2.55,3.33,2.44,0.0234,0.97
226.00,1.73,2.45,3.20,2.35,0.0216,0.90
226.12,1.98,2.68,3.39,2.58,0.0237,0.98
226.25,1.98,2.68,3.38,2.58,0.0233,0.73
226.38,2.00,2.70,3.43,2.60,0.0239,0.84
226.50,1.98,2.71,3.47,2.61,0.0243,0.91
226.62,1.93,2.67,3.45,2.57,0.0243,1.04
226.75,1.79,2.53,3.30,2.43,0.0230,1.08
226.88,1.91,2.74,3.60,2.62,0.0239,1.30
227.00,1.64,2.54,3.51,2.42,0.0232,1.11
227.12,1.83,2.72,3.62,2.59,0.0247,1.02
227.25,1.84,2.69,3.54,2.57,0.0242,1.13
227.38,1.87,2.70,3.48,2.58,0.0243,1.04
227.50,1.85,2.65,3.37,2.53,0.0236,1.08
227.62,1.91,2.66,3.33,2.55,0.0236,1.08
227.75,1.98,2.71,3.37,2.60,0.0242,1.07
227.88,1.98,2.70,3.34,2.59,0.0242,0.75
228.00,2.03,2.73,3.34,2.63,0.0245,0.72
228.12,2.01,2.68,3.29,2.58,0.0241,0.84
228.25,1.96,2.63,3.22,2.53,0.0238,0.92
228.38,1.89,2.59,3.21,2.48,0.0227,1.05
228.50,1.80,2.50,3.15,2.40,0.0222,1.11
228.62,1.80,2.67,3.42,2.54,0.0235,1.18
228.75,1.74,2.58,3.34,2.46,0.0234,0.92
228.88,1.73,2.58,3.33,2.45,0.0232,0.71
229.00,1.80,2.65,3.43,2.53,0.0236,0.93
229.12,1.86,2.67,3.44,2.56,0.0240,1.01
229.25,1.78,2.58,3.30,2.46,0.0222,1.05
229.38,1.99,2.74,3.45,2.63,0.0243,1.24
229.50,1.96,2.74,3.45,2.62,0.0242,0.83
229.62,1.99,2.76,3.49,2.65,0.0241,0.79
229.75,2.07,2.82,3.51,2.71,0.0246,0.73
229.88,2.06,2.80,3.46,2.69,0.0242,0.78
230.00,1.96,2.69,3.38,2.59,0.0237,0.94
230.12,1.88,2.63,3.32,2.52,0.0226,1.06
230.25,1.94,2.79,3.60,2.67,0.0239,1.21
230.38,2.04,2.88,3.68,2.76,0.0253,1.20
230.50,1.77,2.60,3.41,2.48,0.0229,1.19
230.62,1.72,2.55,3.39,2.43,0.0231,0.84
230.75,1.77,2.62,3.47,2.50,0.0240,0.95
230.88,1.83,2.64,3.44,2.53,0.0233,0.99
231.00,1.75,2.50,3.23,2.39,0.0224,1.09
231.12,1.95,2.65,3.30,2.55,0.0240,1.18
231.25,1.94,2.61,3.24,2.51,0.0240,0.93
231.38,1.91,2.58,3.20,2.48,0.0234,0.82
231.50,1.91,2.57,3.20,2.48,0.0234,0.74
231.62,1.86,2.55,3.19,2.45,0.0231,0.75
231.75,1.79,2.49,3.18,2.39,0.0222,0.93
231.88,1.82,2.69,3.51,2.57,0.0244,1.14
232.00,1.83,2.70,3.52,2.58,0.0243,1.01
232.12,1.80,2.63,3.41,2.51,0.0238,1.02
232.25,1.72,2.54,3.29,2.42,0.0230,0.96
232.38,1.68,2.47,3.21,2.35,0.0228,0.92
232.50,1.73,2.46,3.11,2.35,0.0226,0.83
232.62,1.76,2.44,3.05,2.34,0.0220,1.03
232.75,2.02,2.69,3.27,2.59,0.0239,1.28
232.88,1.99,2.67,3.30,2.57,0.0234,1.02
233.00,1.98,2.67,3.33,2.57,0.0234,0.98
233.12,1.97,2.68,3.34,2.57,0.0238,0.85
233.25,1.96,2.67,3.35,2.57,0.0239,0.77
233.38,1.87,2.57,3.25,2.47,0.0235,0.79
233.50,1.72,2.42,3.10,2.32,0.0222,0.91
233.62,1.76,2.56,3.38,2.45,0.0234,1.03
233.75,1.76,2.57,3.39,2.46,0.0225,1.09
233.88,1.47,2.24,3.01,2.13,0.0182,1.12
234.00,1.01,1.65,2.28,1.56,0.0129,0.97
234.12,0.52,0.94,1.36,0.88,0.0054,0.83
234.25,11.95,12.28,12.60,12.24,0.0660,11.36
234.38,11.68,12.13,12.50,12.06,0.0661,0.29
234.50,11.52,12.09,12.53,12.00,0.0664,0.32
234.62,11.49,12.12,12.58,12.02,0.0669,0.39
234.75,8.25,8.93,9.43,8.82,0.0644,3.39
234.88,4.08,4.76,5.28,4.65,0.0481,4.34
235.00,2.34,3.02,3.56,2.92,0.0274,2.06
235.12,2.28,2.95,3.47,2.84,0.0268,0.84
235.25,2.33,3.16,3.79,3.03,0.0286,0.91
235.38,2.34,3.16,3.79,3.03,0.0281,0.88
235.50,2.34,3.14,3.75,3.01,0.0278,0.97
235.62,2.40,3.20,3.80,3.07,0.0285,1.06
235.75,2.33,3.10,3.68,2.98,0.0276,1.11
235.88,2.29,3.01,3.53,2.90,0.0266,1.11
236.00,2.25,2.89,3.38,2.79,0.0262,1.04
236.12,2.59,3.23,3.69,3.13,0.0286,1.11
236.25,2.63,3.27,3.74,3.17,0.0284,1.04
236.38,2.67,3.31,3.78,3.21,0.0286,1.07
236.50,2.62,3.30,3.78,3.19,0.0288,1.12
236.62,2.41,3.14,3.67,3.02,0.0277,1.11
236.75,2.26,2.99,3.53,2.88,0.0267,1.04
236.88,2.44,3.24,3.90,3.12,0.0288,1.07
237.00,2.34,3.10,3.73,2.98,0.0274,0.97
237.12,2.42,3.19,3.80,3.07,0.0284,0.90
237.25,10.64,11.29,11.55,11.17,0.0660,8.21
237.38,10.64,11.31,11.59,11.19,0.0661,0.39
237.50,10.71,11.34,11.58,11.22,0.0664,0.47
237.62,10.81,11.42,11.58,11.30,0.0665,0.46
237.75,7.95,8.55,8.78,8.44,0.0642,3.04
237.88,4.05,4.72,5.11,4.61,0.0454,4.01
238.00,2.55,3.20,3.66,3.10,0.0286,2.06
238.12,2.64,3.30,3.75,3.19,0.0292,1.15
238.25,2.55,3.22,3.67,3.11,0.0281,1.19
238.38,2.46,3.13,3.60,3.02,0.0272,1.18
238.50,2.37,3.03,3.52,2.92,0.0270,1.08
238.62,2.39,3.21,3.80,3.08,0.0286,1.00
238.75,2.35,3.15,3.75,3.02,0.0281,0.82
238.88,2.30,3.10,3.70,2.97,0.0278,0.77
239.00,2.30,3.12,3.73,2.99,0.0281,0.87
239.12,2.31,3.09,3.70,2.97,0.0277,1.03
239.25,2.29,3.02,3.56,2.90,0.0269,1.12
239.38,2.46,3.15,3.68,3.05,0.0282,1.30
239.50,2.36,3.06,3.59,2.95,0.0271,1.01
239.62,2.29,2.98,3.55,2.87,0.0268,0.89
239.75,2.36,3.05,3.62,2.94,0.0270,0.87
239.88,2.44,3.12,3.71,3.01,0.0282,1.01
240.00,2.40,3.09,3.70,2.99,0.0282,1.16
240.12,2.31,3.00,3.57,2.89,0.0267,1.17
240.25,2.25,3.03,3.76,2.92,0.0270,1.03
240.38,2.46,3.21,3.84,3.09,0.0288,1.07
240.50,2.29,3.02,3.64,2.91,0.0269,0.98
240.62,2.33,3.05,3.64,2.94,0.0270,0.79
240.75,2.32,3.07,3.69,2.96,0.0283,0.93
240.88,2.30,2.99,3.52,2.88,0.0272,1.03
241.00,2.30,2.92,3.35,2.82,0.0266,1.09
241.12,2.42,3.02,3.45,2.92,0.0273,1.27
241.25,2.35,2.96,3.38,2.86,0.0272,1.04
241.38,2.26,2.87,3.27,2.77,0.0263,0.93
241.50,2.25,2.86,3.29,2.76,0.0266,0.72
241.62,2.32,2.95,3.40,2.85,0.0274,1.05
241.75,2.31,2.96,3.42,2.85,0.0270,1.14
241.88,2.31,3.12,3.72,2.99,0.0290,1.21
242.00,2.33,3.10,3.69,2.98,0.0284,1.03
242.12,2.29,3.07,3.68,2.95,0.0284,0.95
242.25,2.29,3.05,3.66,2.94,0.0282,0.82
242.38,2.31,3.08,3.67,2.96,0.0286,0.79
242.50,2.30,3.03,3.59,2.91,0.0274,0.82
242.62,2.29,2.98,3.53,2.87,0.0269,0.96
242.75,2.54,3.22,3.73,3.11,0.0288,1.29
242.88,2.55,3.22,3.72,3.12,0.0290,1.13
243.00,2.54,3.21,3.71,3.10,0.0288,1.05
243.12,2.46,3.13,3.61,3.03,0.0281,1.05
243.25,2.38,3.06,3.55,2.95,0.0276,0.89
243.38,2.37,3.05,3.56,2.94,0.0273,1.06
243.50,2.30,2.99,3.50,2.88,0.0265,1.11
243.62,2.32,3.13,3.80,3.01,0.0276,1.18
243.75,2.43,3.25,3.91,3.12,0.0288,1.17
243.88,2.40,3.22,3.87,3.09,0.0280,1.08
244.00,2.32,3.16,3.83,3.03,0.0282,1.03
244.12,2.41,3.23,3.86,3.10,0.0287,0.91
244.25,2.33,3.04,3.57,2.93,0.0273,0.99
244.38,2.53,3.21,3.67,3.09,0.0293,1.11
244.50,2.45,3.11,3.58,3.00,0.0281,1.05
244.62,2.49,3.14,3.61,3.04,0.0284,1.03
244.75,2.48,3.10,3.55,3.00,0.0283,1.10
244.88,2.38,3.01,3.49,2.91,0.0276,1.06
245.00,2.22,2.85,3.33,2.75,0.0264,1.01
245.12,2.23,2.86,3.36,2.76,0.0267,0.89
245.25,2.33,3.10,3.69,2.98,0.0284,1.18
245.38,2.37,3.11,3.66,2.99,0.0284,1.11
245.50,2.29,3.04,3.55,2.91,0.0272,1.12
245.62,2.28,3.00,3.51,2.88,0.0269,1.06
245.75,2.29,3.00,3.48,2.88,0.0273,0.88
245.88,2.25,2.91,3.38,2.80,0.0261,0.86
246.00,2.24,2.85,3.31,2.76,0.0259,0.80
246.12,2.47,3.09,3.54,2.99,0.0275,1.06
246.25,2.49,3.11,3.58,3.01,0.0273,0.90
246.38,2.49,3.14,3.63,3.04,0.0276,1.00
246.50,2.49,3.12,3.61,3.02,0.0277,1.05
246.62,2.34,2.99,3.49,2.89,0.0280,1.15
246.75,2.17,2.82,3.33,2.72,0.0261,1.11
246.88,2.34,3.09,3.75,2.98,0.0278,1.01
247.00,2.21,2.97,3.63,2.86,0.0269,1.20
247.12,2.36,3.13,3.82,3.02,0.0287,1.20
247.25,2.29,3.06,3.75,2.95,0.0276,1.22
247.38,2.24,3.02,3.72,2.91,0.0277,1.02
247.50,2.25,3.00,3.66,2.89,0.0277,1.00
247.62,2.25,2.96,3.57,2.85,0.0270,0.90
247.75,2.40,3.05,3.58,2.95,0.0280,0.93
247.88,2.39,3.05,3.59,2.95,0.0282,0.78
248.00,2.39,3.07,3.60,2.96,0.0281,0.86
248.12,2.40,3.08,3.62,2.97,0.0281,0.95
248.25,2.37,3.05,3.62,2.95,0.0282,1.06
248.38,2.28,2.96,3.52,2.86,0.0269,1.16
248.50,2.13,2.81,3.36,2.70,0.0257,1.07
248.62,2.09,2.90,3.56,2.78,0.0271,1.02
248.75,2.17,2.97,3.63,2.85,0.0273,0.91
248.88,2.22,3.01,3.66,2.89,0.0272,1.03
249.00,2.29,3.08,3.74,2.96,0.0281,1.07
249.12,2.30,3.05,3.67,2.94,0.0277,1.09
249.25,2.27,2.95,3.50,2.84,0.0268,1.05
249.38,2.53,3.19,3.74,3.09,0.0290,1.15
249.50,2.48,3.15,3.70,3.04,0.0285,0.81
249.62,2.49,3.15,3.71,3.05,0.0285,0.78
249.75,2.54,3.21,3.75,3.11,0.0292,0.89
249.88,2.62,3.29,3.84,3.19,0.0296,1.10
250.00,2.63,3.31,3.87,3.21,0.0300,1.33
250.12,2.46,3.14,3.70,3.04,0.0286,1.50
250.25,2.28,3.04,3.73,2.93,0.0282,1.38
250.38,2.25,3.03,3.73,2.92,0.0281,1.10
250.50,2.14,2.90,3.60,2.79,0.0268,0.92
250.62,2.16,2.96,3.65,2.84,0.0268,1.02
250.75,2.22,3.00,3.69,2.88,0.0273,1.08
250.88,2.21,2.97,3.64,2.86,0.0265,1.06
251.00,2.19,2.91,3.49,2.80,0.0263,1.02
251.12,2.34,3.06,3.65,2.95,0.0282,1.07
251.25,2.33,3.04,3.62,2.93,0.0277,0.83
251.38,2.36,3.05,3.63,2.94,0.0282,0.69
251.50,2.38,3.07,3.64,2.96,0.0279,0.78
251.62,2.36,3.06,3.62,2.95,0.0280,0.98
251.75,2.33,3.01,3.58,2.90,0.0273,1.09
251.88,2.33,3.17,3.84,3.04,0.0288,1.31
252.00,2.30,3.12,3.78,2.99,0.0286,1.12
252.12,2.17,2.96,3.58,2.84,0.0272,1.06
252.25,2.05,2.83,3.45,2.71,0.0263,0.85
252.38,2.17,2.95,3.59,2.83,0.0270,0.93
252.50,2.22,2.98,3.59,2.87,0.0272,1.05
252.62,2.21,2.97,3.59,2.85,0.0270,1.11
252.75,2.44,3.17,3.77,3.06,0.0285,1.27
252.88,2.46,3.16,3.75,3.05,0.0285,0.97
253.00,2.44,3.15,3.74,3.04,0.0283,0.85
253.12,2.41,3.12,3.70,3.01,0.0285,0.73
253.25,2.40,3.11,3.69,3.00,0.0282,0.81
253.38,2.30,3.02,3.58,2.91,0.0274,0.97
253.50,2.26,2.94,3.45,2.83,0.0263,1.09
253.62,2.32,3.10,3.74,2.98,0.0278,1.17
253.75,10.56,11.24,11.52,11.12,0.0659,8.33
253.88,10.55,11.23,11.51,11.10,0.0658,0.45
254.00,10.58,11.22,11.46,11.10,0.0659,0.41
254.12,10.60,11.24,11.46,11.12,0.0662,0.45
254.25,7.68,8.38,8.73,8.26,0.0639,3.05
254.38,3.94,4.64,5.04,4.52,0.0444,3.99
254.50,2.50,3.20,3.66,3.08,0.0289,2.06
254.62,2.41,3.10,3.57,2.99,0.0285,1.09
254.75,2.43,3.11,3.59,3.00,0.0287,0.94
254.88,2.37,3.04,3.51,2.93,0.0277,0.83
255.00,2.29,2.97,3.47,2.86,0.0272,0.78
255.12,2.20,2.89,3.42,2.78,0.0262,0.87
255.25,2.25,3.08,3.72,2.95,0.0279,1.07
255.38,2.26,3.09,3.75,2.96,0.0281,1.02
255.50,2.23,3.04,3.66,2.91,0.0278,1.07
255.62,2.19,2.99,3.61,2.87,0.0273,1.05
255.75,2.09,2.89,3.49,2.76,0.0268,1.01
255.88,2.05,2.79,3.35,2.67,0.0255,0.81
256.00,2.18,2.85,3.37,2.74,0.0259,1.04
256.12,2.52,3.18,3.68,3.08,0.0289,1.31
256.25,2.54,3.19,3.69,3.09,0.0286,1.13
256.38,2.49,3.15,3.64,3.05,0.0283,1.03
256.50,2.49,3.14,3.64,3.04,0.0282,0.98
256.62,2.43,3.12,3.68,3.01,0.0283,0.95
256.75,2.28,2.98,3.56,2.87,0.0270,0.89
256.88,2.43,3.23,3.93,3.11,0.0287,1.06
257.00,2.21,3.01,3.70,2.89,0.0270,1.04
257.12,2.35,3.16,3.85,3.04,0.0288,1.08
257.25,2.27,3.02,3.63,2.91,0.0275,1.21
257.38,2.23,2.97,3.54,2.85,0.0270,1.07
257.50,2.12,2.82,3.36,2.71,0.0252,1.00
257.62,2.05,2.73,3.22,2.62,0.0251,0.92
257.75,2.29,2.95,3.45,2.85,0.0270,1.09
257.88,2.34,3.02,3.55,2.92,0.0276,1.04
258.00,2.43,3.11,3.64,3.00,0.0284,1.07
258.12,2.45,3.12,3.64,3.01,0.0287,1.07
258.25,2.41,3.07,3.58,2.97,0.0282,1.02
258.38,2.36,3.03,3.54,2.93,0.0278,1.02
258.50,2.26,2.92,3.38,2.81,0.0269,0.87
258.62,2.32,3.08,3.61,2.96,0.0280,0.90
258.75,2.33,3.06,3.57,2.94,0.0277,0.90
258.88,2.31,3.05,3.55,2.93,0.0274,0.97
259.00,2.30,3.08,3.64,2.95,0.0278,1.04
259.12,2.25,3.00,3.55,2.88,0.0275,1.11
259.25,2.17,2.86,3.38,2.75,0.0257,1.10
259.38,2.32,2.98,3.47,2.88,0.0268,1.23
259.50,2.30,2.96,3.46,2.86,0.0266,0.74
259.62,2.36,3.05,3.57,2.94,0.0274,1.01
259.75,2.41,3.10,3.61,2.99,0.0279,1.03
259.88,2.43,3.15,3.71,3.04,0.0285,1.07
260.00,2.35,3.06,3.62,2.95,0.0278,1.10
260.12,2.18,2.89,3.45,2.78,0.0259,1.06
260.25,1.99,2.80,3.51,2.68,0.0249,0.90
260.38,2.00,2.77,3.45,2.65,0.0237,0.92
260.50,1.37,2.00,2.59,1.91,0.0171,1.01
260.62,0.77,1.22,1.66,1.16,0.0087,0.94
260.75,0.04,0.21,0.49,0.20,0.0027,0.93
260.88,11.73,12.17,12.53,12.10,0.0660,11.88
261.00,11.56,12.10,12.51,12.02,0.0661,0.30
261.12,11.49,12.10,12.56,12.00,0.0666,0.40
261.25,9.08,9.76,10.26,9.65,0.0649,2.58
261.38,4.88,5.56,6.10,5.46,0.0564,4.37
261.50,2.36,3.04,3.60,2.93,0.0280,2.76
261.62,2.29,2.95,3.52,2.85,0.0269,0.82
261.75,2.30,2.98,3.55,2.88,0.0267,0.83
261.88,2.31,3.13,3.80,3.01,0.0282,0.98
262.00,2.31,3.12,3.78,3.00,0.0282,0.98
262.12,2.37,3.15,3.79,3.03,0.0285,1.07
262.25,2.35,3.12,3.75,3.00,0.0285,1.08
262.38,2.29,3.05,3.67,2.94,0.0280,1.10
262.50,2.16,2.89,3.49,2.78,0.0266,1.00
262.62,2.17,2.84,3.41,2.74,0.0260,0.85
262.75,2.47,3.13,3.68,3.03,0.0284,1.27
262.88,2.54,3.19,3.73,3.09,0.0286,1.09
263.00,2.56,3.23,3.77,3.13,0.0294,1.06
263.12,2.53,3.21,3.75,3.10,0.0288,1.00
263.25,2.46,3.13,3.69,3.03,0.0285,0.92
263.38,2.30,2.98,3.54,2.87,0.0271,0.94
263.50,2.21,2.89,3.46,2.78,0.0264,0.82
263.62,2.23,2.99,3.66,2.88,0.0273,0.85
263.75,2.40,3.17,3.85,3.06,0.0285,1.05
263.88,10.53,11.20,11.58,11.09,0.0660,8.15
264.00,10.51,11.19,11.55,11.07,0.0659,0.42
264.12,10.58,11.23,11.57,11.12,0.0663,0.42
264.25,8.49,9.15,9.51,9.04,0.0651,2.28
264.38,4.64,5.30,5.80,5.20,0.0554,3.98
264.50,2.46,3.14,3.72,3.04,0.0288,2.64
264.62,2.44,3.11,3.67,3.01,0.0284,1.12
264.75,2.51,3.20,3.77,3.09,0.0293,1.14
264.88,2.45,3.13,3.69,3.03,0.0287,1.13
265.00,2.38,3.05,3.61,2.94,0.0280,1.08
265.12,2.30,2.97,3.53,2.87,0.0272,0.93
265.25,2.26,3.08,3.74,2.95,0.0282,0.90
265.38,2.28,3.06,3.69,2.94,0.0277,0.81
265.50,2.29,3.07,3.68,2.95,0.0278,0.86
265.62,2.28,3.08,3.73,2.96,0.0278,0.99
265.75,2.32,3.13,3.80,3.00,0.0285,1.04
265.88,2.25,3.00,3.64,2.89,0.0269,1.12
266.00,2.15,2.84,3.43,2.74,0.0261,1.06
266.12,2.30,2.99,3.56,2.88,0.0271,1.16
266.25,2.41,3.08,3.67,2.98,0.0282,0.83
266.38,2.45,3.14,3.74,3.04,0.0283,0.98
266.50,2.52,3.18,3.69,3.07,0.0284,1.08
266.62,2.46,3.10,3.57,3.00,0.0274,1.18
266.75,2.36,2.97,3.41,2.87,0.0266,1.13
266.88,2.54,3.28,3.89,3.17,0.0291,1.21
267.00,2.31,3.01,3.59,2.90,0.0278,1.08
267.12,2.39,3.10,3.66,2.99,0.0283,0.86
267.25,2.28,2.97,3.52,2.86,0.0270,0.98
267.38,2.30,3.00,3.55,2.89,0.0271,0.93
267.50,2.28,2.97,3.51,2.86,0.0263,1.04
267.62,2.22,2.89,3.39,2.78,0.0258,1.12
267.75,2.40,3.04,3.50,2.94,0.0278,1.27
267.88,2.31,2.95,3.40,2.84,0.0274,0.99
268.00,2.26,2.91,3.39,2.80,0.0274,0.75
268.12,2.36,3.00,3.51,2.90,0.0277,0.95
268.25,2.39,3.05,3.58,2.95,0.0282,1.08
268.38,2.30,2.99,3.53,2.88,0.0268,1.15
268.50,2.23,2.92,3.46,2.81,0.0268,1.09
268.62,2.33,3.13,3.76,3.00,0.0289,1.09
268.75,2.32,3.10,3.72,2.98,0.0288,0.88
268.88,2.33,3.07,3.66,2.96,0.0285,0.80
269.00,2.33,3.07,3.66,2.96,0.0286,0.79
269.12,2.32,3.05,3.61,2.93,0.0278,0.88
269.25,2.33,2.99,3.51,2.89,0.0272,1.09
269.38,2.56,3.19,3.67,3.09,0.0284,1.37
269.50,2.52,3.16,3.65,3.06,0.0282,1.11
269.62,2.42,3.07,3.60,2.97,0.0277,1.02
269.75,2.32,2.99,3.55,2.89,0.0275,0.90
269.88,2.38,3.07,3.65,2.96,0.0278,0.91
270.00,2.37,3.06,3.65,2.95,0.0279,1.11
270.12,2.29,2.99,3.56,2.88,0.0267,1.16
270.25,2.27,3.04,3.64,2.92,0.0275,1.09
270.38,2.43,3.18,3.75,3.06,0.0287,1.16
270.50,2.27,3.00,3.60,2.89,0.0278,1.08
270.62,2.31,3.05,3.64,2.93,0.0277,0.78
270.75,2.29,3.04,3.66,2.93,0.0277,0.73
270.88,2.32,3.06,3.60,2.94,0.0273,0.91
271.00,2.42,3.14,3.64,3.02,0.0276,1.14
271.12,2.55,3.33,3.90,3.21,0.0295,1.40
271.25,2.60,3.27,3.76,3.16,0.0295,1.27
271.38,2.48,3.14,3.64,3.04,0.0280,1.19
271.50,2.42,3.08,3.54,2.97,0.0281,1.07
271.62,2.34,2.98,3.44,2.88,0.0275,0.84
271.75,2.35,2.97,3.41,2.87,0.0268,1.10
271.88,2.39,3.16,3.69,3.03,0.0284,1.25
272.00,2.38,3.14,3.69,3.02,0.0284,1.12
272.12,2.31,3.06,3.60,2.94,0.0276,1.08
272.25,2.29,3.02,3.57,2.91,0.0272,0.92
272.38,2.29,3.02,3.56,2.90,0.0270,0.80
272.50,2.27,2.95,3.49,2.85,0.0264,0.80
272.62,2.24,2.89,3.38,2.78,0.0258,0.85
272.75,2.51,3.15,3.62,3.05,0.0281,1.15
272.88,2.48,3.15,3.66,3.04,0.0281,1.00
273.00,2.51,3.16,3.69,3.06,0.0284,1.03
273.12,2.44,3.12,3.65,3.01,0.0286,1.07
273.25,2.33,3.00,3.55,2.90,0.0277,1.04
273.38,2.13,2.80,3.34,2.69,0.0259,0.91
273.50,2.15,2.79,3.34,2.69,0.0258,1.02
273.62,2.24,3.01,3.71,2.90,0.0270,1.16
273.75,2.42,3.21,3.90,3.09,0.0288,1.24
273.88,2.27,3.04,3.72,2.92,0.0278,1.19
274.00,2.27,3.05,3.72,2.93,0.0284,1.01
274.12,2.32,3.06,3.71,2.95,0.0280,0.90
274.25,2.25,2.95,3.55,2.85,0.0266,0.81
274.38,2.38,3.05,3.60,2.95,0.0278,0.93
274.50,2.36,3.03,3.59,2.93,0.0277,0.85
274.62,2.34,3.02,3.58,2.92,0.0274,0.99
274.75,2.37,3.07,3.66,2.96,0.0277,0.97
274.88,2.37,3.05,3.64,2.95,0.0281,1.07
275.00,2.26,2.94,3.52,2.84,0.0276,1.09
275.12,2.09,2.76,3.32,2.66,0.0254,1.01
275.25,2.14,2.96,3.63,2.84,0.0274,0.96
275.38,2.23,3.04,3.69,2.91,0.0276,1.06
275.50,2.29,3.08,3.72,2.96,0.0280,1.10
275.62,2.30,3.09,3.74,2.97,0.0278,1.07
275.75,2.30,3.08,3.70,2.96,0.0279,1.03
275.88,2.31,3.01,3.59,2.90,0.0272,0.95
276.00,2.24,2.90,3.45,2.80,0.0268,0.88
276.12,2.50,3.16,3.70,3.06,0.0284,1.01
276.25,2.50,3.16,3.70,3.06,0.0285,0.85
276.38,2.46,3.13,3.67,3.03,0.0279,0.88
276.50,2.47,3.16,3.73,3.06,0.0283,1.05
276.62,2.38,3.06,3.62,2.96,0.0277,1.15
276.75,2.22,2.90,3.48,2.80,0.0267,1.18
276.88,2.47,3.25,3.95,3.14,0.0296,1.41
277.00,2.15,2.93,3.61,2.81,0.0273,1.07
277.12,2.57,3.37,4.09,3.25,0.0305,1.34
277.25,2.23,3.03,3.74,2.91,0.0278,1.43
277.38,2.30,3.12,3.85,3.00,0.0285,1.20
277.50,2.21,3.01,3.68,2.89,0.0273,1.06
277.62,2.21,2.96,3.58,2.85,0.0270,0.99
277.75,2.36,3.07,3.66,2.96,0.0284,1.03
277.88,2.36,3.05,3.62,2.95,0.0282,0.76
278.00,2.40,3.09,3.66,2.98,0.0284,0.78
278.12,2.41,3.09,3.64,2.98,0.0281,0.87
278.25,2.41,3.08,3.62,2.97,0.0284,1.03
278.38,2.32,2.99,3.51,2.88,0.0269,1.16
278.50,2.21,2.88,3.42,2.78,0.0261,1.24
278.62,2.19,2.98,3.63,2.86,0.0275,1.19
278.75,2.06,2.87,3.54,2.75,0.0266,0.93
278.88,2.13,2.94,3.64,2.82,0.0273,0.87
279.00,2.21,3.01,3.69,2.89,0.0279,0.99
279.12,2.24,3.05,3.73,2.93,0.0280,1.06
279.25,2.22,2.98,3.62,2.86,0.0267,1.09
279.38,2.44,3.15,3.73,3.04,0.0282,1.24
279.50,2.46,3.16,3.73,3.05,0.0287,0.87
279.62,2.46,3.11,3.61,3.01,0.0279,0.81
279.75,2.46,3.11,3.57,3.01,0.0279,0.75
279.88,2.48,3.16,3.67,3.05,0.0286,0.87
280.00,2.36,3.02,3.49,2.92,0.0277,1.03
280.12,2.31,2.95,3.40,2.84,0.0262,1.18
280.25,2.27,2.98,3.54,2.87,0.0267,1.17
280.38,2.35,3.07,3.64,2.95,0.0278,1.24
280.50,2.09,2.80,3.39,2.70,0.0261,1.15
280.62,2.13,2.86,3.44,2.75,0.0261,0.82
280.75,2.20,2.94,3.53,2.82,0.0269,1.05
280.88,10.60,11.22,11.44,11.10,0.0663,8.40
281.00,10.83,11.36,11.50,11.26,0.0665,0.57
281.12,10.77,11.33,11.48,11.22,0.0661,0.40
