t,meanR,meanG,meanB,brightness,litFrac,motion
5.38,1.31,1.25,2.39,1.35,0.0093,0.12
5.50,1.32,1.26,2.36,1.35,0.0093,0.11
5.62,1.31,1.27,2.42,1.36,0.0099,0.13
5.75,1.31,1.25,2.36,1.34,0.0096,0.12
5.88,1.30,1.22,2.30,1.32,0.0091,0.13
6.00,1.30,1.21,2.28,1.31,0.0086,0.10
6.12,1.30,1.21,2.29,1.31,0.0086,0.10
6.25,1.29,1.21,2.29,1.30,0.0086,0.09
6.38,1.30,1.22,2.32,1.32,0.0089,0.10
6.50,1.30,1.24,2.36,1.34,0.0095,0.09
6.62,1.30,1.25,2.37,1.34,0.0098,0.12
6.75,1.31,1.26,2.41,1.36,0.0100,0.11
6.88,1.30,1.26,2.42,1.35,0.0101,0.09
7.00,1.30,1.27,2.45,1.36,0.0102,0.09
7.12,1.30,1.27,2.45,1.36,0.0100,0.09
7.25,1.29,1.26,2.43,1.35,0.0098,0.12
7.38,1.29,1.26,2.44,1.35,0.0098,0.10
7.50,1.30,1.28,2.43,1.37,0.0101,0.09
7.62,1.28,1.25,2.41,1.34,0.0097,0.10
7.75,1.29,1.29,2.46,1.37,0.0095,0.11
7.88,1.33,1.41,2.69,1.49,0.0101,0.20
8.00,1.37,1.52,2.85,1.58,0.0108,0.19
8.12,1.40,1.63,3.03,1.68,0.0121,0.18
8.25,1.43,1.72,3.22,1.77,0.0131,0.17
8.38,1.45,1.81,3.39,1.85,0.0149,0.17
8.50,1.49,1.93,3.64,1.96,0.0166,0.21
8.62,1.52,2.01,3.80,2.04,0.0181,0.18
8.75,1.53,2.07,3.88,2.08,0.0192,0.19
8.88,1.55,2.14,3.97,2.15,0.0206,0.18
9.00,1.55,2.17,3.93,2.16,0.0211,0.18
9.12,1.57,2.21,4.01,2.20,0.0216,0.24
9.25,1.58,2.26,4.11,2.25,0.0221,0.18
9.38,1.59,2.32,4.22,2.30,0.0230,0.19
9.50,1.57,2.38,4.35,2.35,0.0237,0.21
9.62,1.56,2.39,4.38,2.36,0.0238,0.17
9.75,1.58,2.47,4.59,2.43,0.0247,0.21
9.88,1.57,2.50,4.67,2.46,0.0251,0.17
10.00,1.59,2.53,4.74,2.49,0.0257,0.17
10.12,1.58,2.55,4.76,2.50,0.0260,0.17
10.25,1.59,2.58,4.81,2.53,0.0265,0.22
10.38,1.59,2.59,4.86,2.54,0.0260,0.21
10.50,1.59,2.60,4.88,2.55,0.0259,0.21
10.62,1.61,2.63,4.94,2.58,0.0264,0.20
10.75,1.59,2.64,5.02,2.59,0.0268,0.20
10.88,1.60,2.63,5.04,2.58,0.0268,0.24
11.00,1.60,2.62,5.07,2.58,0.0266,0.20
11.12,1.60,2.60,5.08,2.57,0.0267,0.19
11.25,1.61,2.62,5.12,2.58,0.0267,0.20
11.38,1.59,2.61,5.12,2.57,0.0268,0.21
11.50,1.63,2.64,5.21,2.61,0.0276,0.22
11.62,1.64,2.68,5.28,2.64,0.0279,0.23
11.75,1.64,2.73,5.35,2.69,0.0285,0.20
11.88,1.66,2.78,5.42,2.74,0.0290,0.21
12.00,1.65,2.82,5.46,2.76,0.0296,0.20
12.12,1.68,2.87,5.54,2.81,0.0298,0.22
12.25,1.69,2.93,5.60,2.86,0.0304,0.20
12.38,1.68,2.96,5.63,2.88,0.0305,0.22
12.50,1.70,3.01,5.68,2.93,0.0310,0.20
12.62,1.71,3.06,5.73,2.96,0.0310,0.19
12.75,1.73,3.11,5.80,3.01,0.0314,0.22
12.88,1.75,3.15,5.84,3.05,0.0315,0.20
13.00,1.76,3.20,5.89,3.09,0.0319,0.19
13.12,1.76,3.24,5.92,3.12,0.0320,0.21
13.25,1.77,3.28,5.96,3.15,0.0326,0.18
13.38,1.80,3.35,6.05,3.21,0.0329,0.21
13.50,1.79,3.38,6.07,3.24,0.0334,0.19
13.62,1.79,3.36,6.00,3.21,0.0336,0.20
13.75,1.77,3.33,5.93,3.18,0.0332,0.19
13.88,1.77,3.28,5.82,3.14,0.0330,0.22
14.00,1.79,3.23,5.73,3.11,0.0329,0.22
14.12,1.79,3.20,5.64,3.08,0.0324,0.21
14.25,1.80,3.14,5.55,3.03,0.0322,0.23
14.38,1.78,3.10,5.46,2.99,0.0315,0.22
14.50,1.78,3.03,5.33,2.93,0.0305,0.26
14.62,1.65,2.85,5.03,2.75,0.0281,0.31
14.75,1.49,2.69,4.72,2.58,0.0257,0.28
14.88,1.38,2.55,4.44,2.44,0.0231,0.27
15.00,1.23,2.39,4.15,2.27,0.0204,0.27
15.12,0.98,1.99,3.45,1.88,0.0160,0.44
15.25,0.71,1.53,2.61,1.44,0.0110,0.45
15.38,0.39,0.92,1.58,0.86,0.0043,0.59
15.50,0.03,0.21,0.51,0.19,0.0027,0.64
15.62,0.13,0.49,0.97,0.45,0.0032,0.23
15.75,0.19,0.66,1.29,0.61,0.0040,0.21
15.88,0.23,0.80,1.52,0.73,0.0047,0.23
16.00,0.25,0.86,1.67,0.79,0.0052,0.24
16.12,0.29,0.91,1.72,0.84,0.0057,0.27
16.25,0.29,0.91,1.71,0.84,0.0056,0.19
16.38,0.29,0.91,1.72,0.84,0.0057,0.19
16.50,0.31,0.92,1.73,0.85,0.0056,0.18
16.62,0.30,0.91,1.72,0.84,0.0060,0.22
16.75,0.27,0.89,1.71,0.82,0.0055,0.24
16.88,0.37,1.03,1.88,0.95,0.0067,0.38
17.00,0.26,0.89,1.72,0.82,0.0055,0.39
17.12,0.29,0.91,1.71,0.84,0.0054,0.31
17.25,0.25,0.85,1.62,0.78,0.0053,0.29
17.38,0.26,0.87,1.66,0.80,0.0056,0.20
17.50,0.26,0.89,1.71,0.81,0.0057,0.25
17.62,0.26,0.90,1.74,0.82,0.0056,0.27
17.75,0.30,0.93,1.77,0.86,0.0061,0.29
17.88,0.30,0.92,1.74,0.84,0.0059,0.24
18.00,0.30,0.91,1.72,0.84,0.0059,0.21
18.12,0.29,0.91,1.72,0.84,0.0057,0.20
18.25,0.30,0.91,1.70,0.83,0.0057,0.19
18.38,0.28,0.85,1.57,0.78,0.0046,0.24
18.50,0.26,0.83,1.51,0.76,0.0045,0.23
18.62,0.29,0.91,1.67,0.83,0.0059,0.30
18.75,0.27,0.87,1.58,0.79,0.0052,0.29
18.88,0.27,0.84,1.51,0.76,0.0048,0.26
19.00,0.26,0.82,1.47,0.74,0.0041,0.24
19.12,0.26,0.80,1.44,0.73,0.0042,0.21
19.25,0.28,0.81,1.46,0.74,0.0042,0.24
19.38,0.32,0.88,1.56,0.81,0.0050,0.30
19.50,0.33,0.91,1.62,0.84,0.0053,0.27
19.62,0.32,0.92,1.66,0.84,0.0057,0.28
19.75,0.32,0.91,1.64,0.83,0.0054,0.27
19.88,0.32,0.90,1.65,0.83,0.0053,0.21
20.00,0.30,0.89,1.65,0.82,0.0056,0.22
20.12,0.27,0.87,1.64,0.80,0.0053,0.20
20.25,0.26,0.87,1.64,0.79,0.0055,0.23
20.38,0.33,0.94,1.72,0.87,0.0057,0.31
20.50,0.28,0.88,1.65,0.80,0.0050,0.31
20.62,0.27,0.88,1.65,0.80,0.0052,0.24
20.75,0.27,0.86,1.61,0.79,0.0052,0.24
20.88,0.25,0.83,1.55,0.76,0.0047,0.22
21.00,0.26,0.83,1.55,0.76,0.0049,0.21
21.12,0.30,0.88,1.60,0.81,0.0050,0.28
21.25,0.30,0.90,1.65,0.82,0.0048,0.26
21.38,0.31,0.92,1.72,0.85,0.0054,0.27
21.50,0.30,0.93,1.78,0.86,0.0056,0.26
21.62,0.29,0.92,1.76,0.85,0.0056,0.24
21.75,0.26,0.89,1.74,0.82,0.0054,0.23
21.88,0.26,0.91,1.76,0.84,0.0056,0.22
22.00,0.28,0.91,1.69,0.83,0.0056,0.23
22.12,0.28,0.88,1.58,0.80,0.0055,0.26
22.25,0.29,0.88,1.58,0.81,0.0048,0.26
22.38,0.28,0.87,1.57,0.80,0.0049,0.27
22.50,0.27,0.84,1.54,0.77,0.0050,0.27
22.62,0.26,0.81,1.48,0.74,0.0045,0.24
22.75,0.29,0.86,1.58,0.79,0.0052,0.25
22.88,0.30,0.87,1.60,0.80,0.0051,0.22
23.00,0.31,0.89,1.64,0.82,0.0054,0.24
23.12,0.31,0.90,1.65,0.83,0.0053,0.24
23.25,0.31,0.89,1.61,0.82,0.0055,0.25
23.38,0.30,0.86,1.55,0.79,0.0051,0.25
23.50,0.28,0.83,1.48,0.76,0.0046,0.26
23.62,0.29,0.84,1.49,0.77,0.0046,0.21
23.75,0.35,0.93,1.63,0.86,0.0055,0.28
23.88,0.29,0.87,1.60,0.80,0.0051,0.30
24.00,0.28,0.87,1.62,0.80,0.0049,0.25
24.12,0.28,0.87,1.62,0.80,0.0049,0.27
24.25,0.27,0.85,1.60,0.78,0.0047,0.28
24.38,0.30,0.86,1.57,0.79,0.0047,0.28
24.50,0.28,0.84,1.53,0.77,0.0048,0.22
24.62,0.30,0.87,1.57,0.80,0.0052,0.22
24.75,0.31,0.89,1.61,0.82,0.0052,0.24
24.88,0.31,0.90,1.67,0.83,0.0056,0.26
25.00,0.29,0.90,1.67,0.82,0.0054,0.25
25.12,0.27,0.88,1.67,0.81,0.0054,0.25
25.25,0.27,0.91,1.71,0.83,0.0054,0.23
25.38,0.27,0.90,1.71,0.82,0.0053,0.19
25.50,0.28,0.91,1.72,0.83,0.0055,0.18
25.62,0.27,0.91,1.74,0.84,0.0055,0.18
25.75,0.27,0.91,1.71,0.83,0.0054,0.23
25.88,0.28,0.91,1.70,0.83,0.0054,0.25
26.00,0.27,0.89,1.69,0.81,0.0053,0.28
26.12,0.31,0.91,1.70,0.84,0.0055,0.31
26.25,0.30,0.89,1.67,0.82,0.0055,0.23
26.38,0.29,0.90,1.70,0.83,0.0055,0.19
26.50,0.30,0.92,1.71,0.84,0.0057,0.24
26.62,0.29,0.92,1.75,0.84,0.0058,0.27
26.75,0.27,0.90,1.72,0.82,0.0055,0.28
26.88,0.36,1.00,1.83,0.93,0.0064,0.39
27.00,0.26,0.88,1.70,0.81,0.0053,0.32
27.12,0.30,0.93,1.74,0.85,0.0055,0.25
27.25,0.26,0.88,1.70,0.81,0.0052,0.22
27.38,0.26,0.89,1.69,0.81,0.0054,0.19
27.50,0.27,0.89,1.69,0.81,0.0056,0.21
27.62,0.27,0.88,1.69,0.81,0.0055,0.24
27.75,0.31,0.91,1.70,0.84,0.0054,0.28
27.88,0.29,0.89,1.67,0.82,0.0054,0.26
28.00,0.28,0.87,1.64,0.80,0.0051,0.23
28.12,0.28,0.86,1.63,0.79,0.0050,0.19
28.25,0.29,0.89,1.68,0.82,0.0054,0.22
28.38,0.26,0.88,1.68,0.81,0.0055,0.28
28.50,0.25,0.88,1.72,0.81,0.0055,0.29
28.62,0.26,0.92,1.76,0.84,0.0057,0.29
28.75,0.27,0.91,1.74,0.84,0.0056,0.24
28.88,0.27,0.92,1.74,0.84,0.0056,0.22
29.00,0.27,0.91,1.72,0.83,0.0056,0.20
29.12,0.27,0.91,1.73,0.84,0.0055,0.20
29.25,0.26,0.88,1.69,0.81,0.0055,0.23
29.38,0.29,0.91,1.71,0.84,0.0054,0.27
29.50,0.30,0.92,1.72,0.85,0.0054,0.23
29.62,0.30,0.91,1.71,0.84,0.0055,0.25
29.75,0.28,0.88,1.67,0.81,0.0053,0.24
29.88,0.28,0.87,1.63,0.80,0.0052,0.23
30.00,0.27,0.87,1.64,0.80,0.0053,0.21
30.12,0.27,0.85,1.60,0.78,0.0050,0.25
30.25,0.27,0.87,1.66,0.80,0.0051,0.27
30.38,0.34,0.97,1.79,0.89,0.0061,0.34
30.50,0.27,0.91,1.74,0.83,0.0056,0.33
30.62,0.26,0.90,1.75,0.83,0.0057,0.23
30.75,0.26,0.89,1.73,0.82,0.0054,0.21
30.88,0.26,0.89,1.73,0.81,0.0054,0.19
31.00,0.27,0.89,1.72,0.82,0.0056,0.21
31.12,0.30,0.93,1.76,0.85,0.0057,0.26
31.25,0.29,0.92,1.74,0.84,0.0057,0.26
31.38,0.30,0.88,1.59,0.81,0.0051,0.27
31.50,0.30,0.84,1.51,0.78,0.0045,0.27
31.62,0.30,0.86,1.50,0.78,0.0052,0.26
31.75,0.27,0.82,1.49,0.75,0.0053,0.23
31.88,0.28,0.84,1.49,0.76,0.0048,0.28
32.00,0.27,0.83,1.48,0.76,0.0045,0.26
32.12,0.27,0.83,1.51,0.76,0.0043,0.25
32.25,0.27,0.83,1.49,0.76,0.0040,0.23
32.38,0.27,0.83,1.49,0.76,0.0044,0.23
32.50,0.27,0.83,1.50,0.76,0.0047,0.22
32.62,0.26,0.83,1.52,0.76,0.0050,0.22
32.75,0.32,0.89,1.60,0.82,0.0054,0.25
32.88,0.31,0.90,1.62,0.82,0.0056,0.22
33.00,0.32,0.91,1.66,0.84,0.0056,0.26
33.12,0.32,0.92,1.67,0.84,0.0057,0.27
33.25,0.30,0.89,1.64,0.82,0.0053,0.28
33.38,0.27,0.84,1.58,0.77,0.0054,0.27
33.50,0.24,0.80,1.52,0.73,0.0048,0.23
33.62,0.26,0.83,1.57,0.76,0.0049,0.21
33.75,0.32,0.92,1.68,0.85,0.0057,0.29
33.88,0.27,0.87,1.64,0.80,0.0053,0.31
34.00,0.27,0.86,1.60,0.79,0.0052,0.25
34.12,0.26,0.85,1.58,0.78,0.0051,0.24
34.25,0.27,0.84,1.56,0.77,0.0048,0.24
34.38,0.31,0.89,1.62,0.82,0.0050,0.23
34.50,0.30,0.91,1.70,0.84,0.0054,0.20
34.62,0.29,0.91,1.71,0.83,0.0055,0.19
34.75,0.29,0.90,1.70,0.83,0.0055,0.23
34.88,0.29,0.91,1.72,0.83,0.0053,0.25
35.00,0.28,0.89,1.66,0.82,0.0052,0.28
35.12,0.27,0.82,1.50,0.76,0.0049,0.31
35.25,0.25,0.81,1.47,0.74,0.0041,0.29
35.38,0.26,0.82,1.47,0.74,0.0044,0.21
35.50,0.27,0.84,1.51,0.77,0.0048,0.25
35.62,0.28,0.87,1.59,0.80,0.0052,0.28
35.75,0.28,0.88,1.64,0.81,0.0052,0.28
35.88,0.27,0.86,1.60,0.79,0.0054,0.26
36.00,0.26,0.84,1.58,0.77,0.0049,0.22
36.12,0.31,0.87,1.59,0.81,0.0054,0.24
36.25,0.30,0.87,1.57,0.80,0.0051,0.20
36.38,0.31,0.86,1.54,0.79,0.0049,0.20
36.50,0.30,0.85,1.49,0.78,0.0045,0.24
36.62,0.29,0.83,1.47,0.76,0.0044,0.24
36.75,0.28,0.82,1.45,0.75,0.0045,0.29
36.88,0.37,0.94,1.63,0.87,0.0055,0.41
37.00,0.25,0.80,1.49,0.73,0.0046,0.36
37.12,0.29,0.84,1.53,0.77,0.0047,0.25
37.25,0.27,0.83,1.54,0.76,0.0049,0.27
37.38,0.28,0.85,1.58,0.78,0.0048,0.24
37.50,0.28,0.87,1.63,0.80,0.0053,0.28
37.62,0.27,0.87,1.62,0.80,0.0052,0.27
37.75,0.30,0.89,1.64,0.82,0.0052,0.29
37.88,0.30,0.89,1.65,0.82,0.0054,0.22
38.00,0.29,0.90,1.65,0.82,0.0052,0.19
38.12,0.29,0.89,1.66,0.82,0.0053,0.20
38.25,0.29,0.89,1.66,0.82,0.0054,0.20
38.38,0.27,0.87,1.64,0.80,0.0055,0.24
38.50,0.26,0.87,1.65,0.79,0.0052,0.26
38.62,0.28,0.90,1.68,0.82,0.0055,0.27
38.75,0.26,0.87,1.64,0.80,0.0052,0.24
38.88,0.24,0.84,1.59,0.77,0.0051,0.22
39.00,0.25,0.86,1.62,0.78,0.0049,0.20
39.12,0.26,0.87,1.64,0.80,0.0051,0.23
39.25,0.26,0.87,1.66,0.80,0.0052,0.27
39.38,0.30,0.92,1.74,0.85,0.0057,0.32
39.50,0.30,0.92,1.73,0.85,0.0057,0.26
39.62,0.30,0.92,1.73,0.84,0.0057,0.22
39.75,0.30,0.91,1.71,0.84,0.0056,0.20
39.88,0.29,0.90,1.70,0.83,0.0056,0.20
40.00,0.28,0.89,1.70,0.82,0.0057,0.23
40.12,0.26,0.87,1.67,0.80,0.0051,0.24
40.25,0.25,0.87,1.69,0.80,0.0054,0.27
40.38,0.31,0.94,1.75,0.87,0.0057,0.32
40.50,0.24,0.85,1.64,0.78,0.0051,0.32
40.62,0.23,0.84,1.61,0.77,0.0052,0.24
40.75,0.23,0.83,1.60,0.76,0.0050,0.19
40.88,0.24,0.83,1.59,0.76,0.0049,0.23
41.00,0.25,0.85,1.62,0.77,0.0052,0.23
41.12,0.28,0.89,1.67,0.82,0.0054,0.29
41.25,0.28,0.86,1.63,0.79,0.0052,0.23
41.38,0.26,0.81,1.53,0.75,0.0048,0.22
41.50,0.21,0.71,1.34,0.65,0.0040,0.19
41.62,0.16,0.57,1.10,0.52,0.0032,0.17
41.75,0.09,0.36,0.75,0.33,0.0028,0.21
41.88,0.10,0.48,0.96,0.44,0.0040,0.21
42.00,0.17,0.78,1.46,0.70,0.0047,0.28
42.12,0.26,1.04,1.96,0.94,0.0074,0.35
42.25,0.32,1.29,2.40,1.16,0.0099,0.43
42.38,0.35,1.39,2.60,1.26,0.0112,0.41
42.50,0.35,1.42,2.63,1.28,0.0115,0.40
42.62,0.35,1.42,2.65,1.28,0.0116,0.37
42.75,0.38,1.45,2.68,1.31,0.0118,0.37
42.88,0.40,1.46,2.71,1.33,0.0117,0.32
43.00,0.40,1.47,2.70,1.33,0.0118,0.36
43.12,0.41,1.48,2.70,1.34,0.0117,0.40
43.25,0.40,1.46,2.68,1.33,0.0114,0.44
43.38,0.38,1.42,2.63,1.28,0.0113,0.45
43.50,0.34,1.37,2.55,1.24,0.0107,0.44
43.62,0.40,1.48,2.73,1.34,0.0118,0.48
43.75,0.45,1.57,2.87,1.43,0.0127,0.48
43.88,0.40,1.52,2.81,1.37,0.0122,0.52
44.00,0.42,1.54,2.85,1.40,0.0127,0.43
44.12,0.41,1.55,2.85,1.40,0.0127,0.46
44.25,0.42,1.52,2.79,1.38,0.0124,0.46
44.38,0.40,1.47,2.68,1.33,0.0119,0.49
44.50,0.40,1.43,2.58,1.29,0.0108,0.39
44.62,0.41,1.43,2.54,1.29,0.0106,0.33
44.75,0.41,1.47,2.64,1.33,0.0116,0.40
44.88,0.40,1.43,2.54,1.29,0.0112,0.40
45.00,0.39,1.42,2.52,1.28,0.0112,0.49
45.12,0.37,1.38,2.47,1.24,0.0101,0.48
45.25,0.37,1.39,2.48,1.25,0.0104,0.46
45.38,0.37,1.37,2.44,1.23,0.0103,0.40
45.50,0.37,1.36,2.42,1.23,0.0103,0.32
45.62,0.36,1.39,2.48,1.25,0.0107,0.42
45.75,0.38,1.43,2.60,1.29,0.0115,0.44
45.88,0.38,1.44,2.63,1.30,0.0115,0.45
46.00,0.37,1.42,2.61,1.28,0.0113,0.42
46.12,0.41,1.46,2.64,1.32,0.0115,0.41
46.25,0.39,1.44,2.63,1.30,0.0114,0.35
46.38,0.40,1.44,2.63,1.31,0.0115,0.31
46.50,0.41,1.45,2.65,1.32,0.0115,0.33
46.62,0.38,1.44,2.63,1.30,0.0115,0.41
46.75,0.39,1.47,2.69,1.33,0.0117,0.44
46.88,0.53,1.69,3.00,1.54,0.0136,0.67
47.00,0.43,1.52,2.74,1.38,0.0123,0.61
47.12,0.45,1.54,2.74,1.39,0.0122,0.52
47.25,0.41,1.45,2.58,1.31,0.0114,0.44
47.38,0.43,1.49,2.66,1.34,0.0117,0.46
47.50,0.43,1.52,2.75,1.38,0.0121,0.47
47.62,0.43,1.54,2.84,1.40,0.0121,0.46
47.75,0.39,1.48,2.76,1.34,0.0114,0.54
47.88,0.39,1.46,2.74,1.32,0.0112,0.39
48.00,0.39,1.45,2.70,1.31,0.0111,0.36
48.12,0.40,1.45,2.64,1.32,0.0113,0.35
48.25,0.40,1.42,2.56,1.29,0.0113,0.34
48.38,0.38,1.38,2.49,1.25,0.0103,0.39
48.50,0.37,1.37,2.48,1.24,0.0105,0.41
48.62,0.38,1.44,2.60,1.30,0.0115,0.47
48.75,0.38,1.43,2.57,1.28,0.0112,0.44
48.88,0.37,1.42,2.59,1.28,0.0111,0.44
49.00,0.35,1.38,2.52,1.25,0.0106,0.39
49.12,0.36,1.40,2.54,1.26,0.0110,0.35
49.25,0.36,1.41,2.58,1.27,0.0111,0.43
49.38,0.41,1.45,2.62,1.32,0.0114,0.49
49.50,0.43,1.49,2.64,1.35,0.0116,0.47
49.62,0.42,1.44,2.55,1.30,0.0110,0.46
49.75,0.43,1.43,2.49,1.29,0.0109,0.41
49.88,0.43,1.45,2.55,1.31,0.0112,0.38
50.00,0.40,1.42,2.55,1.28,0.0111,0.35
50.12,0.38,1.39,2.54,1.26,0.0108,0.36
50.25,0.43,1.50,2.70,1.36,0.0118,0.47
50.38,0.51,1.70,3.02,1.54,0.0132,0.60
50.50,0.43,1.52,2.74,1.38,0.0117,0.61
50.62,0.43,1.49,2.67,1.35,0.0118,0.48
50.75,0.41,1.44,2.60,1.31,0.0116,0.45
50.88,0.41,1.45,2.61,1.31,0.0118,0.36
51.00,0.36,1.39,2.55,1.26,0.0111,0.47
51.12,0.40,1.45,2.65,1.31,0.0115,0.44
51.25,0.41,1.49,2.72,1.35,0.0115,0.47
51.38,0.40,1.47,2.69,1.33,0.0115,0.42
51.50,0.39,1.46,2.67,1.32,0.0114,0.41
51.62,0.38,1.43,2.63,1.29,0.0114,0.37
51.75,0.36,1.41,2.60,1.27,0.0108,0.34
51.88,0.37,1.44,2.67,1.30,0.0112,0.38
52.00,0.37,1.44,2.67,1.30,0.0112,0.36
52.12,0.37,1.45,2.67,1.31,0.0110,0.40
52.25,0.37,1.46,2.70,1.32,0.0115,0.44
52.38,0.36,1.44,2.68,1.30,0.0115,0.42
52.50,0.36,1.41,2.64,1.28,0.0110,0.43
52.62,0.34,1.36,2.53,1.23,0.0106,0.37
52.75,0.38,1.43,2.63,1.30,0.0113,0.40
52.88,0.39,1.45,2.68,1.31,0.0115,0.42
53.00,0.39,1.45,2.70,1.32,0.0115,0.42
53.12,0.40,1.47,2.72,1.33,0.0111,0.42
53.25,0.39,1.46,2.70,1.32,0.0113,0.42
53.38,0.37,1.43,2.64,1.29,0.0111,0.38
53.50,0.35,1.40,2.61,1.26,0.0111,0.35
53.62,0.42,1.55,2.83,1.40,0.0125,0.45
53.75,0.48,1.62,2.93,1.47,0.0133,0.48
53.88,0.42,1.53,2.80,1.39,0.0123,0.51
54.00,0.43,1.56,2.83,1.41,0.0127,0.47
54.12,0.41,1.52,2.78,1.38,0.0126,0.49
54.25,0.40,1.48,2.71,1.34,0.0122,0.48
54.38,0.37,1.39,2.56,1.26,0.0111,0.52
54.50,0.36,1.39,2.56,1.25,0.0109,0.32
54.62,0.37,1.42,2.61,1.28,0.0112,0.39
54.75,0.37,1.43,2.65,1.30,0.0111,0.40
54.88,0.38,1.44,2.67,1.30,0.0114,0.42
55.00,0.37,1.43,2.67,1.29,0.0114,0.40
55.12,0.35,1.41,2.64,1.28,0.0113,0.38
55.25,0.37,1.44,2.66,1.30,0.0112,0.38
55.38,0.36,1.44,2.68,1.30,0.0114,0.34
55.50,0.36,1.45,2.71,1.31,0.0114,0.34
55.62,0.35,1.45,2.71,1.31,0.0115,0.38
55.75,0.36,1.48,2.74,1.33,0.0116,0.42
55.88,0.36,1.46,2.71,1.31,0.0114,0.47
56.00,0.35,1.42,2.65,1.28,0.0114,0.46
56.12,0.39,1.42,2.60,1.28,0.0111,0.45
56.25,0.37,1.38,2.50,1.25,0.0107,0.35
56.38,0.40,1.42,2.57,1.29,0.0111,0.39
56.50,0.40,1.46,2.66,1.33,0.0120,0.43
56.62,0.40,1.48,2.72,1.34,0.0117,0.46
56.75,0.38,1.47,2.75,1.33,0.0118,0.45
56.88,0.51,1.68,3.04,1.53,0.0140,0.63
57.00,0.41,1.52,2.80,1.38,0.0125,0.52
57.12,0.44,1.56,2.87,1.42,0.0126,0.40
57.25,0.40,1.51,2.79,1.36,0.0121,0.41
57.38,0.42,1.52,2.79,1.38,0.0121,0.37
57.50,0.42,1.50,2.69,1.35,0.0118,0.46
57.62,0.44,1.51,2.68,1.36,0.0117,0.48
57.75,0.42,1.48,2.60,1.34,0.0119,0.60
57.88,0.41,1.44,2.56,1.30,0.0115,0.45
58.00,0.39,1.36,2.40,1.23,0.0106,0.41
58.12,0.39,1.38,2.42,1.24,0.0103,0.38
58.25,0.40,1.40,2.47,1.27,0.0108,0.42
58.38,0.38,1.39,2.48,1.26,0.0107,0.46
58.50,0.38,1.41,2.52,1.27,0.0106,0.46
58.62,0.37,1.43,2.56,1.28,0.0110,0.45
58.75,0.38,1.43,2.57,1.29,0.0115,0.41
58.88,0.38,1.44,2.58,1.30,0.0114,0.36
59.00,0.38,1.44,2.61,1.30,0.0112,0.35
59.12,0.38,1.44,2.63,1.30,0.0113,0.35
59.25,0.37,1.43,2.63,1.29,0.0114,0.37
59.38,0.42,1.47,2.66,1.33,0.0112,0.45
59.50,0.41,1.46,2.64,1.32,0.0116,0.44
59.62,0.39,1.43,2.59,1.29,0.0112,0.42
59.75,0.39,1.41,2.56,1.28,0.0110,0.38
59.88,0.38,1.40,2.53,1.27,0.0107,0.31
